Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Ederson,br BRA,GK,29-214,27.0,25,3,1,2,1,19.9,0.28,-4.1,-0.15,85,196,43.4,824,115,19.3,28.0,120,30.8,32.8,218,19,8.7,32,1.19,16.2,Matches
Squad Total,,,27.9,27.0,25,3,1,2,1,19.9,0.28,-4.1,-0.15,85,196,43.4,824,115,19.3,28.0,120,30.8,32.8,218,19,8.7,32,1.19,16.2,
Opponent Total,,,27.5,27.0,67,6,1,8,2,52.7,0.31,-12.3,-0.46,174,485,35.9,865,145,40.5,35.2,234,57.7,43.8,429,24,5.6,23,0.85,13.9,
