Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Ederson,br BRA,GK,29-229,28.0,980,813,166,44,1,7,0,0,0,0,0,0,842,1,0,Matches
Rodri,es ESP,MF,26-285,25.8,2442,2402,39,33,2,23,6,3,0,0,0,0,2228,1,16,Matches
Erling Haaland,no NOR,FW,22-256,23.5,373,324,44,0,3,0,9,2,0,0,0,0,271,5,13,Matches
Kevin De Bruyne,be BEL,MF,31-279,22.5,1314,1174,130,45,22,24,189,25,59,15,30,4,949,10,34,Matches
İlkay Gündoğan,de GER,MF,32-161,20.5,1090,1052,36,13,14,4,27,3,18,7,4,1,931,2,21,Matches
Bernardo Silva,pt POR,"MF,FW",28-236,19.9,1253,1188,63,11,2,9,57,44,7,0,2,0,1071,2,19,Matches
Manuel Akanji,ch SUI,DF,27-258,19.1,1516,1489,27,16,0,7,4,11,0,0,0,0,1414,0,3,Matches
Jack Grealish,eng ENG,"FW,MF",27-205,17.9,843,793,46,5,4,5,43,20,21,11,0,1,712,4,25,Matches
Nathan Aké,nl NED,DF,28-044,17.8,1557,1446,109,30,1,7,13,79,0,0,0,0,1409,2,24,Matches
Phil Foden,eng ENG,FW,22-310,15.6,846,791,51,7,2,4,79,9,35,4,26,2,678,4,23,Matches
Rúben Dias,pt POR,DF,25-324,16.2,1462,1424,38,28,1,5,1,6,0,0,0,0,1353,0,5,Matches
João Cancelo,pt POR,DF,28-311,14.2,1220,1120,98,20,2,14,45,78,0,0,0,0,1036,2,15,Matches
John Stones,eng ENG,"DF,MF",28-310,15.1,1193,1138,54,12,0,11,5,40,1,0,0,0,1113,1,8,Matches
Kyle Walker,eng ENG,DF,32-310,13.0,1186,1087,97,19,3,13,19,78,0,0,0,0,1024,2,10,Matches
Riyad Mahrez,dz ALG,"FW,MF",32-041,12.8,713,624,89,26,6,7,62,23,40,19,11,0,595,0,11,Matches
Julián Álvarez,ar ARG,"FW,MF",23-062,9.3,274,264,8,0,3,2,11,2,0,0,0,0,214,2,12,Matches
Aymeric Laporte,es ESP,DF,28-311,6.2,482,471,10,4,1,3,4,6,0,0,0,0,441,1,2,Matches
Rico Lewis,eng ENG,"DF,MF",18-133,6.0,423,395,27,4,0,0,5,23,0,0,0,0,389,1,6,Matches
Sergio Gómez,es ESP,"DF,MF",22-211,1.6,120,108,12,4,0,0,5,6,2,0,2,0,102,0,3,Matches
Cole Palmer,eng ENG,"FW,MF",20-332,1.3,74,73,1,0,0,1,4,0,1,0,0,0,64,0,0,Matches
Kalvin Phillips,eng ENG,MF,27-122,0.7,60,59,1,1,0,0,0,0,0,0,0,0,55,0,0,Matches
Máximo Perrone,ar ARG,MF,20-086,0.2,21,20,0,0,0,0,0,0,0,0,0,0,18,1,1,Matches
Squad Total,,,27.9,28.0,19442,18255,1146,322,67,146,588,458,184,56,75,8,16909,41,251,
Opponent Total,,,27.5,28.0,10734,9600,1080,289,27,87,280,375,68,34,14,5,8359,54,200,
