Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Tim Ream,us USA,DF,35-127,22.0,17,0.77,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Andreas Pereira,br BRA,MF,27-039,20.2,76,3.77,33,35,0,4,4,0,7,0.35,2,5,0,0,0,0,Matches
João Palhinha,pt POR,MF,27-215,20.7,18,0.87,12,0,0,2,0,4,0,0.0,0,0,0,0,0,0,Matches
Bobby Reid,jm JAM,"FW,DF",30-007,19.3,40,2.08,25,1,2,3,7,2,2,0.1,1,0,0,0,0,1,Matches
Harrison Reed,eng ENG,MF,28-013,19.2,41,2.14,35,2,2,1,1,0,3,0.16,2,0,1,0,0,0,Matches
Bernd Leno,de GER,GK,30-342,20.0,2,0.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Antonee Robinson,us USA,DF,25-185,18.3,34,1.86,32,1,1,0,0,0,2,0.11,2,0,0,0,0,0,Matches
Aleksandar Mitrović,rs SRB,FW,28-146,17.2,50,2.91,24,0,7,12,6,1,9,0.52,2,0,1,4,2,0,Matches
Kenny Tete,nl NED,DF,27-123,14.7,27,1.83,24,2,0,0,1,0,6,0.41,6,0,0,0,0,0,Matches
Willian,br BRA,FW,34-184,12.6,56,4.44,41,6,3,3,2,1,8,0.63,5,1,1,1,0,0,Matches
Tosin Adarabioyo,eng ENG,DF,25-138,12.2,5,0.41,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Issa Diop,fr FRA,DF,26-031,11.7,5,0.43,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Neeskens Kebano,cd COD,FW,30-336,7.9,21,2.65,16,0,0,2,3,0,5,0.63,4,0,0,1,0,0,Matches
Carlos Vinícius,br BRA,FW,27-321,4.8,7,1.47,7,0,0,0,0,0,2,0.42,2,0,0,0,0,0,Matches
Daniel James,wls WAL,FW,25-091,4.0,8,2.0,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Harry Wilson,wls WAL,FW,25-324,3.9,5,1.3,3,0,1,0,1,0,1,0.26,0,0,0,0,1,0,Matches
Marek Rodák,sk SVK,GK,26-058,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Layvin Kurzawa,fr FRA,DF,30-158,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tom Cairney,sct SCO,MF,32-020,5.2,26,4.97,20,2,1,2,0,1,1,0.19,1,0,0,0,0,0,Matches
Kevin Mbabu,ch SUI,"DF,FW",27-296,1.6,3,1.87,2,0,1,0,0,0,1,0.62,1,0,0,0,0,0,Matches
Jay Stansfield,eng ENG,FW,20-077,1.0,4,4.14,1,0,0,2,1,0,1,1.03,0,0,0,1,0,0,Matches
Nathaniel Chalobah,eng ENG,MF,28-059,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Manor Solomon,il ISR,FW,23-200,0.7,2,3.0,2,0,0,0,0,0,1,1.5,1,0,0,0,0,0,Matches
Josh Onomah,eng ENG,MF,25-288,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luke Harris,wls WAL,"MF,FW",17-312,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Shane Duffy,ie IRL,"FW,DF",31-039,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tyrese Francois,au AUS,FW,22-208,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.9,22.0,447,20.32,313,49,18,31,27,9,49,2.23,29,6,3,7,3,1,
Opponent Total,,,27.3,22.0,513,23.32,383,38,21,43,25,3,52,2.36,35,1,1,11,4,0,
