Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Tim Ream,us USA,DF,35-127,22.0,1437,204,748,648,49,12,1437,9,6,66.7,1,11.1,870,4842,3277,18,8,0,12,3,938,1,Matches
Andreas Pereira,br BRA,MF,27-039,20.2,887,12,68,410,417,40,886,33,9,27.3,19,57.6,476,2644,1187,37,30,8,39,33,562,90,Matches
João Palhinha,pt POR,MF,27-215,20.7,1016,50,241,629,157,26,1016,19,6,31.6,9,47.4,451,1630,541,4,8,2,21,16,521,14,Matches
Bobby Reid,jm JAM,"FW,DF",30-007,19.3,903,46,186,362,366,52,903,32,10,31.3,16,50.0,480,2255,1105,40,28,11,41,23,557,127,Matches
Harrison Reed,eng ENG,MF,28-013,19.2,920,35,163,505,259,25,920,17,6,35.3,11,64.7,417,1908,676,19,16,1,29,14,532,50,Matches
Bernd Leno,de GER,GK,30-342,20.0,787,620,781,6,0,0,787,0,0,,0,,426,2164,1262,0,0,0,0,0,363,0,Matches
Antonee Robinson,us USA,DF,25-185,18.3,1178,68,402,501,296,16,1178,38,14,36.8,17,44.7,595,4074,2447,58,52,9,24,12,634,72,Matches
Aleksandar Mitrović,rs SRB,FW,28-146,17.2,627,22,63,303,265,108,621,36,17,47.2,18,50.0,350,1524,568,18,11,8,55,45,494,78,Matches
Kenny Tete,nl NED,DF,27-123,14.7,1008,55,278,498,242,14,1008,10,4,40.0,4,40.0,429,2115,1151,36,27,1,13,12,488,32,Matches
Willian,br BRA,FW,34-184,12.6,591,4,74,210,319,40,591,31,18,58.1,9,29.0,390,2815,1446,52,42,15,25,13,424,73,Matches
Tosin Adarabioyo,eng ENG,DF,25-138,12.2,709,116,385,311,18,3,709,3,2,66.7,1,33.3,352,1911,1170,6,8,0,2,3,427,1,Matches
Issa Diop,fr FRA,DF,26-031,11.7,848,87,378,462,18,8,848,2,2,100.0,0,0.0,542,3609,2313,5,2,0,4,0,588,3,Matches
Neeskens Kebano,cd COD,FW,30-336,7.9,285,10,46,80,166,27,285,28,9,32.1,14,50.0,182,1403,794,37,14,10,15,10,194,63,Matches
Carlos Vinícius,br BRA,FW,27-321,4.8,139,7,9,52,80,20,139,6,0,0.0,5,83.3,75,303,83,2,4,2,19,8,96,17,Matches
Daniel James,wls WAL,FW,25-091,4.0,157,7,18,50,94,14,157,7,1,14.3,2,28.6,94,816,468,15,7,4,7,6,104,27,Matches
Harry Wilson,wls WAL,FW,25-324,3.9,195,6,32,69,95,12,195,5,4,80.0,1,20.0,122,711,233,7,6,4,7,6,141,32,Matches
Marek Rodák,sk SVK,GK,26-058,2.0,65,58,65,0,0,0,65,0,0,,0,,36,206,94,0,0,0,1,0,21,0,Matches
Layvin Kurzawa,fr FRA,DF,30-158,1.5,64,8,35,18,11,0,64,4,2,50.0,2,50.0,29,100,20,1,0,0,3,1,24,2,Matches
Tom Cairney,sct SCO,MF,32-020,5.2,466,2,71,220,184,18,466,11,5,45.5,4,36.4,300,1649,821,21,18,6,13,10,354,26,Matches
Kevin Mbabu,ch SUI,"DF,FW",27-296,1.6,114,4,38,40,38,0,114,6,4,66.7,2,33.3,57,273,159,4,2,0,1,2,59,11,Matches
Jay Stansfield,eng ENG,FW,20-077,1.0,35,2,7,14,15,7,35,0,0,,0,,13,88,35,2,2,0,2,2,23,4,Matches
Nathaniel Chalobah,eng ENG,MF,28-059,0.1,11,4,5,3,3,1,11,0,0,,0,,6,16,8,0,1,0,1,1,8,0,Matches
Manor Solomon,il ISR,FW,23-200,0.7,28,2,10,8,12,0,28,4,1,25.0,3,75.0,18,93,40,0,1,0,3,3,14,3,Matches
Josh Onomah,eng ENG,MF,25-288,0.2,11,0,3,4,4,0,11,1,0,0.0,1,100.0,5,38,24,1,0,0,1,1,5,0,Matches
Luke Harris,wls WAL,"MF,FW",17-312,0.1,14,0,0,8,6,0,14,0,0,,0,,9,46,14,0,0,0,0,1,13,0,Matches
Shane Duffy,ie IRL,"FW,DF",31-039,0.1,5,0,2,3,0,0,5,0,0,,0,,1,1,0,0,0,0,1,0,2,0,Matches
Tyrese Francois,au AUS,FW,22-208,0.0,5,0,1,3,1,0,5,0,0,,0,,1,0,0,0,0,0,1,0,2,1,Matches
Squad Total,,,28.9,22.0,12505,1429,4109,5417,3115,443,12498,302,120,39.7,139,46.0,6726,37234,19936,383,287,81,340,225,7588,727,
Opponent Total,,,27.3,22.0,14002,1503,4950,6100,3061,523,13999,333,111,33.3,168,50.5,7788,39162,19901,334,207,98,340,193,9014,826,
