Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Bernd Leno,de GER,GK,30-342,20,20,1800,20.0,28,1.4,111,83,77.5,9,3,8,5,25.0,3,3,0,0,0.0,Matches
Marek Rodák,sk SVK,GK,26-058,2,2,180,2.0,2,1.0,4,2,50.0,0,2,0,1,50.0,0,0,0,0,,Matches
Squad Total,,,28.9,22,22,1980,22.0,30,1.36,115,85,76.5,9,5,8,6,27.3,3,3,0,0,0.0,
Opponent Total,,,27.3,22,22,1980,22.0,32,1.45,90,59,68.9,8,5,9,5,22.7,7,4,2,1,33.3,
