Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Giorgi Mamardashvili,ge GEO,GK,22-186,26.0,31,2,0,4,2,30.5,0.27,1.5,0.06,112,315,35.6,617,107,35.2,32.7,158,62.0,48.1,309,19,6.1,29,1.12,16.0,Matches
Squad Total,,,24.9,26.0,31,2,0,4,2,30.5,0.27,1.5,0.06,112,315,35.6,617,107,35.2,32.7,158,62.0,48.1,309,19,6.1,29,1.12,16.0,
Opponent Total,,,28.2,26.0,28,4,1,3,1,32.7,0.27,5.7,0.22,171,425,40.2,668,108,45.5,38.2,202,59.9,47.1,441,27,6.1,28,1.08,13.5,
