Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Giorgi Mamardashvili,ge GEO,GK,22-189,27.0,809,568,238,72,0,3,0,0,0,0,0,0,566,3,1,Matches
Samuel,br BRA,"FW,MF",23-104,24.1,863,833,26,2,4,0,54,17,7,0,0,0,661,4,39,Matches
José Luis Gayà,es ESP,DF,27-316,20.1,1262,966,289,47,2,11,164,201,41,8,25,0,938,7,28,Matches
Yunus Musah,us USA,MF,20-128,19.3,684,673,9,3,3,10,23,6,0,0,0,0,549,2,21,Matches
Domingos André Ribeiro Almeida,pt POR,MF,22-311,18.7,900,812,78,38,6,6,61,8,23,10,8,0,725,10,11,Matches
Thierry Correia,pt POR,"DF,FW",24-028,18.1,1122,942,178,23,1,7,69,155,0,0,0,0,854,2,28,Matches
Hugo Guillamón,es ESP,MF,23-065,17.6,994,901,85,66,4,18,30,1,16,2,13,0,821,8,14,Matches
Mouctar Diakhaby,gn GUI,DF,26-108,17.2,828,802,24,20,0,11,1,0,0,0,0,0,684,2,5,Matches
Eray Cömert,ch SUI,DF,25-061,17.0,900,847,51,42,0,22,1,0,0,0,0,0,782,2,5,Matches
Samu Castillejo,es ESP,FW,28-078,12.8,494,444,47,11,1,6,66,6,30,16,8,0,380,3,12,Matches
Edinson Cavani,uy URU,FW,36-051,11.4,266,245,19,0,3,4,2,0,0,0,0,0,195,2,6,Matches
Dimitri Foulquier,fr FRA,"DF,MF",30-014,12.4,586,454,130,12,0,0,43,118,0,0,0,0,412,2,23,Matches
Gabriel Paulista,br BRA,DF,32-131,9.7,526,482,43,22,0,8,0,1,0,0,0,0,450,1,3,Matches
Justin Kluivert,nl NED,"FW,MF",23-336,11.6,320,274,42,7,0,2,49,6,28,4,9,0,221,4,9,Matches
Hugo Duro,es ESP,FW,23-147,11.1,219,196,21,2,0,1,2,1,0,0,0,0,163,2,7,Matches
Cenk Özkacar,tr TUR,DF,22-182,9.7,559,543,14,11,0,9,0,0,0,0,0,0,472,2,6,Matches
Ilaix Moriba,gn GUI,MF,20-077,8.6,375,366,7,3,4,3,2,3,0,0,0,0,302,2,7,Matches
Nicolás González,es ESP,MF,21-093,8.1,477,457,18,16,0,3,1,1,0,0,0,0,422,2,5,Matches
Toni Lato,es ESP,"DF,MF",25-136,7.3,347,303,43,7,1,2,22,27,9,2,4,0,283,1,6,Matches
Maranhão,br BRA,"FW,MF",26-168,4.8,59,53,6,0,1,1,0,0,0,0,0,0,40,0,1,Matches
Jesus Vazquez,es ESP,"DF,MF",20-094,3.1,150,119,31,0,1,0,10,31,0,0,0,0,123,0,3,Matches
Carlos Soler,es ESP,MF,26-094,2.7,123,102,21,9,0,1,16,0,11,5,5,0,92,0,3,Matches
Cristhian Mosquera,co COL,DF,18-283,1.6,65,46,19,0,0,0,1,18,0,0,0,0,53,0,0,Matches
Maxi Gómez,uy URU,FW,26-235,1.2,14,13,1,0,0,0,0,0,0,0,0,0,9,0,0,Matches
Francisco Perez,es ESP,"FW,MF",20-209,1.0,58,55,2,0,0,1,6,2,0,0,0,0,46,1,1,Matches
Diego Noguerol,es ESP,"FW,DF",20-328,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Squad Total,,,24.9,27.0,13003,11499,1442,413,31,129,623,602,165,47,72,0,10246,62,244,
Opponent Total,,,28.2,27.0,11138,9678,1409,416,32,120,408,587,123,53,51,0,8480,51,243,
