Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Giorgi Mamardashvili,ge GEO,GK,22-189,27.0,884,742,862,25,0,0,884,0,0,,0,,457,2232,1289,0,0,0,0,1,379,0,Matches
Samuel,br BRA,"FW,MF",23-104,24.1,1194,9,125,435,659,122,1194,90,39,43.3,37,41.1,803,5078,2807,99,66,47,69,40,880,190,Matches
José Luis Gayà,es ESP,DF,27-316,20.1,1434,61,425,519,505,33,1433,17,14,82.4,3,17.6,710,3580,2223,51,50,3,14,5,820,134,Matches
Yunus Musah,us USA,MF,20-128,19.3,883,24,139,445,314,41,883,44,18,40.9,19,43.2,559,4088,2053,58,55,8,39,19,637,75,Matches
Domingos André Ribeiro Almeida,pt POR,MF,22-311,18.7,1084,24,171,538,392,14,1084,60,30,50.0,22,36.7,690,4120,2118,47,43,2,27,32,730,49,Matches
Thierry Correia,pt POR,"DF,FW",24-028,18.1,1330,59,404,563,380,22,1330,29,10,34.5,13,44.8,708,3692,2094,51,37,9,31,10,800,105,Matches
Hugo Guillamón,es ESP,MF,23-065,17.6,1125,55,261,625,248,6,1124,5,1,20.0,3,60.0,581,2411,1059,11,15,0,9,15,757,20,Matches
Mouctar Diakhaby,gn GUI,DF,26-108,17.2,988,121,513,423,56,31,988,4,1,25.0,3,75.0,573,2714,1415,9,7,0,10,3,623,5,Matches
Eray Cömert,ch SUI,DF,25-061,17.0,1063,149,565,483,27,9,1063,2,2,100.0,0,0.0,650,3558,2033,5,8,1,1,0,663,0,Matches
Samu Castillejo,es ESP,FW,28-078,12.8,688,2,74,280,341,37,688,59,22,37.3,29,49.2,460,2698,1361,43,34,10,39,23,490,91,Matches
Edinson Cavani,uy URU,FW,36-051,11.4,355,10,39,157,161,43,352,7,2,28.6,4,57.1,169,673,264,8,6,3,24,8,266,42,Matches
Dimitri Foulquier,fr FRA,"DF,MF",30-014,12.4,700,35,209,293,205,12,700,16,7,43.8,9,56.3,345,2020,1190,27,19,4,24,5,377,48,Matches
Gabriel Paulista,br BRA,DF,32-131,9.7,642,115,336,283,26,15,642,0,0,,0,,310,1867,1364,7,6,0,4,1,370,0,Matches
Justin Kluivert,nl NED,"FW,MF",23-336,11.6,452,6,44,123,297,42,451,45,20,44.4,22,48.9,271,2259,1154,42,20,13,27,19,302,92,Matches
Hugo Duro,es ESP,FW,23-147,11.1,335,8,20,145,172,53,334,11,2,18.2,6,54.5,181,592,314,9,6,6,26,15,250,55,Matches
Cenk Özkacar,tr TUR,DF,22-182,9.7,649,61,309,316,29,13,649,4,4,100.0,0,0.0,388,2267,1545,14,11,0,3,3,407,1,Matches
Ilaix Moriba,gn GUI,MF,20-077,8.6,500,16,96,252,156,13,500,27,11,40.7,9,33.3,299,1501,697,12,10,1,20,9,348,24,Matches
Nicolás González,es ESP,MF,21-093,8.1,547,12,93,317,141,13,547,22,16,72.7,3,13.6,325,1510,674,10,20,1,6,8,377,12,Matches
Toni Lato,es ESP,"DF,MF",25-136,7.3,423,17,110,172,144,13,423,6,3,50.0,2,33.3,213,1077,584,12,11,1,7,1,260,36,Matches
Maranhão,br BRA,"FW,MF",26-168,4.8,118,1,8,50,62,21,118,17,9,52.9,4,23.5,74,337,122,2,2,0,19,5,89,18,Matches
Jesus Vazquez,es ESP,"DF,MF",20-094,3.1,196,7,52,74,71,6,196,11,4,36.4,7,63.6,115,616,256,3,9,2,6,4,106,15,Matches
Carlos Soler,es ESP,MF,26-094,2.7,143,2,13,62,68,4,142,2,1,50.0,0,0.0,83,508,223,3,4,0,2,1,98,7,Matches
Cristhian Mosquera,co COL,DF,18-283,1.6,81,11,46,26,9,2,81,0,0,,0,,38,180,61,0,1,0,2,0,38,1,Matches
Maxi Gómez,uy URU,FW,26-235,1.2,27,2,2,9,16,8,27,2,0,0.0,2,100.0,19,93,64,1,0,3,3,1,21,1,Matches
Francisco Perez,es ESP,"FW,MF",20-209,1.0,77,1,12,33,33,3,77,8,4,50.0,3,37.5,58,421,153,3,2,3,4,5,58,12,Matches
Diego Noguerol,es ESP,"FW,DF",20-328,0.1,3,0,1,0,2,0,3,0,0,,0,,2,6,3,0,0,0,0,0,2,0,Matches
Squad Total,,,24.9,27.0,15921,1550,4929,6648,4514,576,15913,488,220,45.1,200,41.0,9081,50098,27120,527,442,117,416,233,10148,1033,
Opponent Total,,,28.2,27.0,14152,1697,4854,6131,3296,497,14147,460,199,43.3,212,46.1,7721,39832,19488,325,241,88,400,263,8389,820,
