Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Giorgi Mamardashvili,ge GEO,GK,22-186,26.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,2,Matches
Samuel,br BRA,"FW,MF",23-101,23.1,41,27,11,24,6,16,45,35.6,29,19,0,19,10,51,11,0,Matches
Yunus Musah,us USA,MF,20-125,18.8,37,26,13,20,4,13,21,61.9,8,15,1,14,10,47,14,2,Matches
José Luis Gayà,es ESP,DF,27-313,19.1,49,29,38,9,2,29,43,67.4,14,22,8,14,16,65,31,0,Matches
Domingos André Ribeiro Almeida,pt POR,MF,22-308,17.7,41,28,11,22,8,17,32,53.1,15,17,0,17,12,53,11,1,Matches
Thierry Correia,pt POR,"DF,FW",24-025,17.1,50,35,32,16,2,22,38,57.9,16,16,1,15,20,70,37,2,Matches
Hugo Guillamón,es ESP,MF,23-062,16.9,20,12,10,8,2,8,24,33.3,16,13,2,11,18,38,23,2,Matches
Eray Cömert,ch SUI,DF,25-058,17.0,30,19,20,10,0,14,29,48.3,15,22,8,14,24,54,64,1,Matches
Mouctar Diakhaby,gn GUI,DF,26-105,16.2,19,10,12,7,0,9,13,69.2,4,26,15,11,12,31,50,1,Matches
Samu Castillejo,es ESP,FW,28-075,12.5,17,9,6,7,4,7,31,22.6,24,18,2,16,8,25,2,0,Matches
Edinson Cavani,uy URU,FW,36-048,10.7,3,1,2,0,1,1,7,14.3,6,7,2,5,1,4,5,0,Matches
Dimitri Foulquier,fr FRA,"DF,MF",30-011,12.4,21,12,11,7,3,14,18,77.8,4,16,2,14,7,28,22,0,Matches
Gabriel Paulista,br BRA,DF,32-128,9.7,9,5,7,2,0,7,11,63.6,4,15,10,5,15,24,48,2,Matches
Hugo Duro,es ESP,FW,23-144,10.8,11,8,1,6,4,5,13,38.5,8,8,1,7,2,13,6,1,Matches
Justin Kluivert,nl NED,"FW,MF",23-333,10.6,16,13,7,3,6,6,9,66.7,3,2,0,2,6,22,4,0,Matches
Ilaix Moriba,gn GUI,MF,20-074,8.6,26,13,9,14,3,11,17,64.7,6,9,1,8,3,29,10,0,Matches
Cenk Özkacar,tr TUR,DF,22-179,8.7,15,10,9,6,0,6,6,100.0,0,11,2,9,7,22,25,2,Matches
Nicolás González,es ESP,MF,21-090,7.6,11,5,3,5,3,4,12,33.3,8,8,2,6,8,19,7,0,Matches
Toni Lato,es ESP,"DF,MF",25-133,7.3,18,7,7,9,2,6,10,60.0,4,9,1,8,4,22,12,0,Matches
Maranhão,br BRA,"FW,MF",26-165,4.8,4,1,1,1,2,1,2,50.0,1,4,1,3,0,4,0,0,Matches
Jesus Vazquez,es ESP,"DF,MF",20-091,3.1,11,8,8,1,2,5,8,62.5,3,3,0,3,1,12,8,0,Matches
Carlos Soler,es ESP,MF,26-091,2.7,2,0,0,1,1,2,3,66.7,1,1,0,1,0,2,2,0,Matches
Cristhian Mosquera,co COL,DF,18-280,1.6,4,2,3,1,0,4,5,80.0,1,1,0,1,1,5,5,0,Matches
Maxi Gómez,uy URU,FW,26-232,1.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Francisco Perez,es ESP,"FW,MF",20-206,1.0,1,1,1,0,0,0,3,0.0,3,0,0,0,0,1,1,0,Matches
Diego Noguerol,es ESP,"FW,DF",20-325,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,24.9,26.0,456,281,222,179,55,207,400,51.8,193,262,59,203,186,642,409,16,
Opponent Total,,,28.2,26.0,411,238,224,133,54,191,394,48.5,203,292,93,199,191,602,540,11,
