Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Giorgi Mamardashvili,ge GEO,GK,22-186,26,2340.0,90.0,100.0,26.0,26,90.0,26,0,,0,1.0,28.0,31.0,-3.0,-0.12,,33.1,32.9,0.2,0.01,,Matches
Samuel,br BRA,"FW,MF",23-101,26,2077.0,80.0,88.8,23.1,24,84.0,15,2,31.0,0,1.0,28.0,25.0,3.0,0.13,2.18,29.9,26.8,3.1,0.13,1.12,Matches
Yunus Musah,us USA,MF,20-125,23,1692.0,74.0,72.3,18.8,21,79.0,8,2,21.0,0,0.96,20.0,22.0,-2.0,-0.11,0.03,22.7,22.9,-0.2,-0.01,-0.07,Matches
José Luis Gayà,es ESP,DF,27-313,20,1720.0,86.0,73.5,19.1,20,86.0,15,0,,0,0.85,19.0,25.0,-6.0,-0.31,-0.75,24.6,25.5,-1.0,-0.05,-0.22,Matches
Domingos André Ribeiro Almeida,pt POR,MF,22-308,23,1594.0,69.0,68.1,17.7,18,82.0,8,5,23.0,1,1.0,19.0,20.0,-1.0,-0.06,0.18,23.3,23.9,-0.6,-0.04,-0.14,Matches
Thierry Correia,pt POR,"DF,FW",24-025,20,1542.0,77.0,65.9,17.1,18,84.0,12,2,19.0,0,1.25,23.0,20.0,3.0,0.18,0.85,24.1,19.4,4.7,0.28,0.79,Matches
Hugo Guillamón,es ESP,MF,23-062,22,1522.0,69.0,65.0,16.9,18,81.0,11,4,18.0,3,1.09,19.0,21.0,-2.0,-0.12,-0.01,19.0,19.7,-0.8,-0.05,-0.15,Matches
Eray Cömert,ch SUI,DF,25-058,20,1526.0,76.0,65.2,17.0,17,85.0,14,3,26.0,4,1.1,20.0,20.0,0.0,0.0,0.33,23.0,21.6,1.4,0.08,0.22,Matches
Mouctar Diakhaby,gn GUI,DF,26-105,18,1457.0,81.0,62.3,16.2,17,84.0,14,1,36.0,4,1.11,19.0,15.0,4.0,0.25,0.96,20.3,18.6,1.8,0.11,0.27,Matches
Samu Castillejo,es ESP,FW,28-075,20,1122.0,56.0,47.9,12.5,15,69.0,3,5,16.0,1,1.05,12.0,11.0,1.0,0.08,0.38,13.3,12.5,0.7,0.06,0.09,Matches
