Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Alex Meret,it ITA,GK,25-362,25.0,16,1,0,1,0,18.0,0.26,2.0,0.08,40,110,36.4,543,90,15.5,26.6,149,17.4,26.4,259,8,3.1,25,1.0,16.4,Matches
Pierluigi Gollini,it ITA,GK,28-001,1.0,0,0,0,0,0,0.2,0.07,0.2,0.21,3,9,33.3,32,7,28.1,31.7,5,0.0,15.4,12,1,8.3,0,0.0,2.0,Matches
Squad Total,,,27.2,26.0,16,1,0,1,0,18.2,0.25,2.2,0.09,43,119,36.1,575,97,16.2,26.9,154,16.9,26.0,271,9,3.3,25,0.96,16.2,
Opponent Total,,,27.0,26.0,60,5,0,13,1,47.3,0.28,-11.7,-0.45,136,434,31.3,741,120,43.2,36.6,187,61.0,46.4,351,11,3.1,18,0.69,12.9,
