Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Giovanni Di Lorenzo,it ITA,DF,29-245,28,2508.0,90.0,99.5,27.9,28,90.0,27,0,,0,2.54,64.0,20.0,44.0,1.58,1.58,51.6,23.7,27.9,1.0,0.31,Matches
Alex Meret,it ITA,GK,26-015,27,2430.0,90.0,96.4,27.0,27,90.0,27,0,,1,2.52,62.0,20.0,42.0,1.56,-0.44,50.4,23.5,26.9,1.0,-0.04,Matches
Kim Min-jae,kr KOR,DF,26-142,27,2360.0,87.0,93.7,26.2,27,87.0,24,0,,1,2.52,61.0,20.0,41.0,1.56,-0.12,47.9,22.9,25.0,0.95,-0.73,Matches
Stanislav Lobotka,sk SVK,MF,28-132,28,2332.0,83.0,92.5,25.9,26,86.0,15,2,45.0,0,2.54,62.0,19.0,43.0,1.66,1.18,48.2,21.6,26.6,1.03,0.38,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,27-141,26,2190.0,84.0,86.9,24.3,26,84.0,17,0,,0,2.5,57.0,18.0,39.0,1.6,0.24,44.5,20.9,23.6,0.97,-0.22,Matches
Khvicha Kvaratskhelia,ge GEO,FW,22-053,24,1815.0,76.0,72.0,20.2,23,77.0,6,1,35.0,0,2.46,48.0,15.0,33.0,1.64,0.23,38.9,17.1,21.7,1.08,0.27,Matches
Victor Osimhen,ng NGA,FW,24-098,23,1903.0,83.0,75.5,21.1,22,84.0,9,1,45.0,0,2.57,51.0,12.0,39.0,1.84,1.12,38.5,15.1,23.4,1.11,0.44,Matches
Piotr Zieliński,pl POL,MF,28-321,28,1782.0,64.0,70.7,19.8,22,73.0,2,6,31.0,0,2.54,51.0,16.0,35.0,1.77,0.67,38.2,17.4,20.8,1.05,0.17,Matches
Amir Rrahmani,xk KVX,DF,29-041,21,1817.0,87.0,72.1,20.2,20,89.0,18,1,45.0,1,2.48,45.0,14.0,31.0,1.54,-0.13,36.2,16.2,20.0,0.99,-0.04,Matches
Mário Rui,pt POR,DF,31-314,20,1585.0,79.0,62.9,17.6,19,81.0,7,1,45.0,6,2.75,44.0,15.0,29.0,1.65,0.2,36.5,14.4,22.1,1.26,0.69,Matches
Hirving Lozano,mx MEX,FW,27-250,26,1301.0,50.0,51.6,14.5,15,69.0,1,11,24.0,1,2.5,37.0,7.0,30.0,2.08,1.04,26.5,10.2,16.4,1.13,0.28,Matches
Matteo Politano,it ITA,FW,29-246,23,1037.0,45.0,41.2,11.5,13,61.0,0,10,24.0,5,2.43,20.0,12.0,8.0,0.69,-1.49,22.1,11.1,10.9,0.95,-0.08,Matches
Mathías Olivera,uy URU,DF,25-157,21,931.0,44.0,36.9,10.3,9,85.0,7,12,14.0,6,2.62,20.0,5.0,15.0,1.45,-0.19,15.2,9.3,5.8,0.56,-0.69,Matches
Elif Elmas,mk MKD,"FW,MF",23-194,27,1042.0,39.0,41.3,11.6,7,81.0,2,20,24.0,1,2.52,27.0,5.0,22.0,1.9,0.56,21.2,9.9,11.3,0.98,-0.04,Matches
Juan Jesus,br BRA,DF,31-300,9,624.0,69.0,24.8,6.9,7,86.0,6,2,13.0,18,2.67,17.0,3.0,14.0,2.02,0.6,13.6,6.3,7.3,1.06,0.08,Matches
Giacomo Raspadori,it ITA,"FW,MF",23-047,16,594.0,37.0,23.6,6.6,7,63.0,1,9,17.0,6,2.38,10.0,4.0,6.0,0.91,-0.87,11.9,5.7,6.2,0.93,-0.09,Matches
Tanguy Ndombele,fr FRA,MF,26-099,26,651.0,25.0,25.8,7.2,6,56.0,0,20,16.0,1,2.5,9.0,6.0,3.0,0.41,-1.56,11.0,6.1,4.9,0.68,-0.43,Matches
Leo Skiri Østigård,no NOR,DF,23-129,5,239.0,48.0,9.5,2.7,2,90.0,2,3,20.0,23,2.6,5.0,3.0,2.0,0.75,-0.9,5.8,2.1,3.7,1.38,0.42,Matches
Giovanni Simeone,ar ARG,FW,27-275,18,303.0,17.0,12.0,3.4,1,76.0,0,17,13.0,9,2.28,6.0,5.0,1.0,0.3,-1.45,5.7,5.1,0.5,0.15,-0.97,Matches
Pierluigi Gollini,it ITA,GK,28-019,1,90.0,90.0,3.6,1.0,1,90.0,1,0,,8,3.0,2.0,0.0,2.0,2.0,0.44,1.3,0.3,1.0,1.04,0.04,Matches
Alessio Zerbin,it ITA,"FW,MF",24-034,6,67.0,11.0,2.7,0.7,0,,0,6,11.0,22,3.0,3.0,1.0,2.0,2.69,1.15,1.1,1.5,-0.4,-0.51,-1.55,Matches
Gianluca Gaetano,it ITA,MF,22-336,5,40.0,8.0,1.6,0.4,0,,0,5,8.0,19,3.0,2.0,0.0,2.0,4.5,2.98,0.9,0.2,0.7,1.68,0.7,Matches
Diego Demme,de GER,MF,31-136,4,27.0,7.0,1.1,0.3,0,,0,4,7.0,17,3.0,0.0,0.0,0.0,0.0,-1.59,0.6,0.4,0.2,0.68,-0.33,Matches
Adam Ounas,dz ALG,FW,26-146,2,15.0,8.0,0.6,0.2,0,,0,2,8.0,0,3.0,1.0,0.0,1.0,6.0,4.46,0.3,0.0,0.3,1.51,0.51,Matches
Alessandro Zanoli,it ITA,DF,22-185,1,12.0,12.0,0.5,0.1,0,,0,1,12.0,15,3.0,0.0,0.0,0.0,0.0,-1.58,0.1,0.0,0.1,0.7,-0.31,Matches
Karim Zedadka,fr FRA,DF,22-301,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,20,0.0,0.0,0.0,0.0,0.0,-1.57,0.0,0.0,0.0,3.28,2.28,Matches
Bartosz Bereszyński,pl POL,"DF,FW",30-268,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
Hubert Idasiak,pl POL,GK,21-062,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Davide Marfella,it ITA,GK,23-203,0,,,,,0,,0,0,,27,,,,,,,,,,,,Matches
Salvatore Sirigu,it ITA,GK,36-084,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
Squad Total,,,27.2,28,2520.0,90.0,100.0,28.0,308,82.0,172,135,19.0,238,2.54,64.0,20.0,44.0,1.57,,51.7,23.7,28.0,1.0,,
Opponent Total,,,27.0,28,2520.0,90.0,100.0,28.0,308,82.0,172,135,19.0,208,0.39,20.0,64.0,-44.0,-1.57,,23.7,51.7,-28.0,-1.0,,
