Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Giovanni Di Lorenzo,it ITA,DF,29-242,26.9,1692,1986,85.2,27739,9919,867,930,93.2,656,751,87.4,129,193,66.8,4,3.7,3.7,0.3,36,133,44,8,189,Matches
Alex Meret,it ITA,GK,26-012,26.0,624,721,86.5,14559,8797,146,146,100.0,321,324,99.1,154,248,62.1,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Kim Min-jae,kr KOR,DF,26-139,25.3,1852,2049,90.4,33965,12559,723,777,93.1,938,991,94.7,162,224,72.3,1,1.6,0.6,-0.6,9,135,5,1,115,Matches
Stanislav Lobotka,sk SVK,MF,28-129,25.2,1570,1664,94.4,25796,6406,779,810,96.2,628,659,95.3,122,139,87.8,1,0.7,0.8,0.3,12,154,9,0,119,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,27-138,23.3,1313,1495,87.8,18671,4481,760,818,92.9,417,471,88.5,65,99,65.7,4,1.9,1.3,2.1,21,116,18,0,129,Matches
Victor Osimhen,ng NGA,FW,24-095,21.1,196,284,69.0,2767,409,108,139,77.7,57,82,69.5,13,17,76.5,4,2.0,1.3,2.0,23,16,6,0,20,Matches
Khvicha Kvaratskhelia,ge GEO,FW,22-050,19.2,533,681,78.3,7608,1467,336,375,89.6,132,179,73.7,37,68,54.4,10,6.7,5.3,3.3,38,27,27,5,54,Matches
Piotr Zieliński,pl POL,MF,28-318,19.1,892,1085,82.2,12761,3506,526,576,91.3,244,294,83.0,63,114,55.3,7,5.5,5.3,1.5,54,76,24,5,81,Matches
Amir Rrahmani,xk KVX,DF,29-038,19.2,1334,1468,90.9,27309,9422,394,424,92.9,732,763,95.9,184,242,76.0,1,0.8,0.4,0.2,9,79,2,0,80,Matches
Mário Rui,pt POR,DF,31-311,16.6,1223,1508,81.1,22463,7664,586,641,91.4,457,545,83.9,161,263,61.2,6,3.5,3.6,2.5,43,128,46,14,131,Matches
Hirving Lozano,mx MEX,FW,27-247,14.2,324,443,73.1,4769,1259,180,210,85.7,108,143,75.5,23,40,57.5,3,3.0,2.7,0.0,23,21,30,16,42,Matches
Matteo Politano,it ITA,FW,29-243,10.8,384,528,72.7,6049,2077,216,241,89.6,119,162,73.5,32,71,45.1,3,3.5,2.2,-0.5,32,25,23,5,58,Matches
Mathías Olivera,uy URU,DF,25-154,10.3,711,817,87.0,9645,2939,463,495,93.5,188,217,86.6,31,56,55.4,2,2.0,1.4,0.0,20,56,9,3,55,Matches
Elif Elmas,mk MKD,"FW,MF",23-191,11.3,491,582,84.4,6647,1577,305,334,91.3,137,168,81.5,21,32,65.6,2,1.4,1.4,0.6,18,36,15,3,39,Matches
Juan Jesus,br BRA,DF,31-297,6.8,409,456,89.7,7493,2383,148,156,94.9,224,242,92.6,31,43,72.1,0,0.0,0.2,0.0,1,21,1,0,27,Matches
Giacomo Raspadori,it ITA,"FW,MF",23-044,6.4,227,299,75.9,3513,559,118,141,83.7,76,90,84.4,16,37,43.2,0,0.6,0.6,-0.6,8,8,5,0,17,Matches
Tanguy Ndombele,fr FRA,MF,26-096,7.0,419,468,89.5,5745,1444,260,280,92.9,121,126,96.0,14,24,58.3,0,0.4,0.5,-0.4,8,36,8,0,49,Matches
Leo Skiri Østigård,no NOR,DF,23-126,2.7,176,206,85.4,3589,1111,56,66,84.8,88,97,90.7,26,33,78.8,0,0.0,0.0,0.0,0,14,0,0,9,Matches
Pierluigi Gollini,it ITA,GK,28-016,1.0,31,37,83.8,774,527,4,4,100.0,16,16,100.0,11,17,64.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Giovanni Simeone,ar ARG,FW,27-272,2.5,44,68,64.7,629,152,21,30,70.0,14,23,60.9,3,4,75.0,0,0.8,0.2,-0.8,4,3,2,0,8,Matches
Alessio Zerbin,it ITA,"FW,MF",24-031,0.7,13,24,54.2,147,34,9,14,64.3,2,5,40.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Gianluca Gaetano,it ITA,MF,22-333,0.4,25,33,75.8,390,108,13,14,92.9,8,11,72.7,3,4,75.0,1,0.2,0.0,0.8,1,2,0,0,4,Matches
Diego Demme,de GER,MF,31-133,0.3,66,67,98.5,1014,242,33,33,100.0,22,23,95.7,8,8,100.0,0,0.0,0.0,0.0,0,7,1,0,9,Matches
Adam Ounas,dz ALG,FW,26-143,0.2,13,17,76.5,297,80,6,7,85.7,2,3,66.7,5,5,100.0,0,0.0,0.0,0.0,0,2,1,0,4,Matches
Alessandro Zanoli,it ITA,DF,22-182,0.1,9,11,81.8,125,20,4,5,80.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Karim Zedadka,fr FRA,DF,22-298,0.0,2,2,100.0,37,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,27.2,27.0,14573,16999,85.7,244501,79142,7062,7667,92.1,5713,6391,89.4,1315,1982,66.3,49,37.8,31.5,11.2,360,1098,276,60,1239,
Opponent Total,,,27.0,27.0,8412,10883,77.3,148100,54772,3895,4426,88.0,3491,4118,84.8,820,1739,47.2,10,16.3,16.4,-6.3,199,580,168,46,744,
