Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
1,Napoli,13,11,1,1,33,9,24,34,2.62,22.8,8.6,14.2,1.09,13,11,1,1,27,7,20,34,2.62,25.4,11.7,13.8,1.06
2,Inter,13,11,0,2,27,6,21,33,2.54,21.0,8.5,12.5,0.96,13,5,2,6,20,24,-4,17,1.31,25.1,15.1,10.0,0.77
3,Lazio,13,7,3,3,22,12,10,24,1.85,17.0,15.4,1.6,0.13,13,7,4,2,19,7,12,25,1.92,17.1,13.3,3.9,0.3
