Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Giovanni Di Lorenzo,it ITA,DF,29-245,28,28,2508.0,27.9,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,1.8,1.8,3.7,5.6,56.0,199.0,132.0,0.04,0.14,0.18,0.04,0.18,0.07,0.13,0.2,0.07,0.2,Matches
Alex Meret,it ITA,GK,26-015,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kim Min-jae,kr KOR,DF,26-142,27,27,2360.0,26.2,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,1.6,2.6,26.0,122.0,7.0,0.08,0.04,0.11,0.08,0.11,0.04,0.06,0.1,0.04,0.1,Matches
Stanislav Lobotka,sk SVK,MF,28-132,28,26,2332.0,25.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.8,1.3,30.0,122.0,27.0,0.04,0.04,0.08,0.04,0.08,0.02,0.03,0.05,0.02,0.05,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,27-141,26,26,2190.0,24.3,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,3.4,3.4,2.2,5.6,40.0,140.0,97.0,0.08,0.16,0.25,0.08,0.25,0.14,0.09,0.23,0.14,0.23,Matches
Khvicha Kvaratskhelia,ge GEO,FW,22-053,24,23,1815.0,20.2,12.0,10.0,22.0,10.0,2.0,2.0,0.0,0.0,7.5,5.9,6.9,12.8,98.0,59.0,207.0,0.6,0.5,1.09,0.5,0.99,0.37,0.34,0.71,0.29,0.64,Matches
Victor Osimhen,ng NGA,FW,24-098,23,22,1903.0,21.1,21.0,4.0,25.0,21.0,0.0,0.0,4.0,0.0,15.9,15.8,2.0,17.8,33.0,20.0,133.0,0.99,0.19,1.18,0.99,1.18,0.75,0.09,0.85,0.75,0.84,Matches
Piotr Zieliński,pl POL,MF,28-321,28,22,1782.0,19.8,3.0,7.0,10.0,3.0,0.0,0.0,2.0,0.0,2.7,2.7,5.7,8.4,46.0,84.0,98.0,0.15,0.35,0.51,0.15,0.51,0.14,0.29,0.43,0.14,0.43,Matches
Amir Rrahmani,xk KVX,DF,29-041,21,20,1817.0,20.2,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,0.8,2.4,12.0,82.0,2.0,0.1,0.05,0.15,0.1,0.15,0.08,0.04,0.12,0.08,0.12,Matches
Mário Rui,pt POR,DF,31-314,20,19,1585.0,17.6,0.0,6.0,6.0,0.0,0.0,0.0,2.0,1.0,0.6,0.6,3.8,4.4,50.0,140.0,89.0,0.0,0.34,0.34,0.0,0.34,0.03,0.21,0.25,0.03,0.25,Matches
Hirving Lozano,mx MEX,FW,27-250,26,15,1301.0,14.5,3.0,3.0,6.0,2.0,1.0,1.0,3.0,0.0,4.9,4.1,3.0,7.1,72.0,42.0,155.0,0.21,0.21,0.42,0.14,0.35,0.34,0.21,0.55,0.28,0.49,Matches
Matteo Politano,it ITA,FW,29-246,23,13,1037.0,11.5,3.0,3.0,6.0,1.0,2.0,3.0,1.0,0.0,4.0,1.6,3.5,5.1,71.0,62.0,124.0,0.26,0.26,0.52,0.09,0.35,0.35,0.31,0.65,0.14,0.45,Matches
Mathías Olivera,uy URU,DF,25-157,21,9,931.0,10.3,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,2.0,2.4,36.0,55.0,41.0,0.1,0.19,0.29,0.1,0.29,0.04,0.19,0.23,0.04,0.23,Matches
Elif Elmas,mk MKD,"FW,MF",23-194,27,7,1042.0,11.6,6.0,2.0,8.0,5.0,1.0,1.0,3.0,0.0,3.4,2.6,1.4,4.0,27.0,41.0,57.0,0.52,0.17,0.69,0.43,0.6,0.3,0.12,0.42,0.23,0.35,Matches
Juan Jesus,br BRA,DF,31-300,9,7,624.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,4.0,31.0,1.0,0.14,0.0,0.14,0.14,0.14,0.03,0.01,0.03,0.03,0.03,Matches
Giacomo Raspadori,it ITA,"FW,MF",23-047,16,7,594.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.7,2.7,0.6,3.3,8.0,18.0,55.0,0.15,0.0,0.15,0.15,0.15,0.41,0.09,0.5,0.41,0.5,Matches
