Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Giovanni Di Lorenzo,it ITA,DF,29-227,25.9,1,20,7,35.0,0.77,0.27,0.05,0.14,12.7,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
Alex Meret,it ITA,GK,25-362,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kim Min-jae,kr KOR,DF,26-124,24.3,2,8,3,37.5,0.33,0.12,0.25,0.67,6.6,0,0,0,1.0,1.0,0.13,1.0,1.0,Matches
Stanislav Lobotka,sk SVK,MF,28-114,24.2,1,8,3,37.5,0.33,0.12,0.13,0.33,22.5,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,27-123,22.3,2,31,8,25.8,1.39,0.36,0.06,0.25,17.3,1,0,0,3.3,3.3,0.11,-1.3,-1.3,Matches
Victor Osimhen,ng NGA,FW,24-080,20.4,19,94,36,38.3,4.62,1.77,0.2,0.53,12.1,0,0,0,15.1,15.0,0.16,3.9,4.0,Matches
Khvicha Kvaratskhelia,ge GEO,FW,22-035,18.2,11,63,24,38.1,3.47,1.32,0.16,0.42,18.7,2,1,1,6.4,5.6,0.09,4.6,4.4,Matches
Piotr Zieliński,pl POL,MF,28-303,18.4,3,40,15,37.5,2.18,0.82,0.08,0.2,22.5,3,0,0,2.6,2.6,0.07,0.4,0.4,Matches
Amir Rrahmani,xk KVX,DF,29-023,18.4,2,16,2,12.5,0.87,0.11,0.13,1.0,13.1,0,0,0,1.5,1.5,0.09,0.5,0.5,Matches
Mário Rui,pt POR,DF,31-296,16.6,0,9,3,33.3,0.54,0.18,0.0,0.0,23.2,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Hirving Lozano,mx MEX,FW,27-232,13.5,3,32,11,34.4,2.37,0.81,0.06,0.18,17.9,0,1,1,4.7,3.9,0.12,-1.7,-1.9,Matches
Matteo Politano,it ITA,FW,29-228,10.8,3,23,5,21.7,2.14,0.46,0.04,0.2,20.1,1,2,3,3.9,1.6,0.07,-0.9,-0.6,Matches
Mathías Olivera,uy URU,DF,25-139,9.3,1,3,1,33.3,0.32,0.11,0.33,1.0,11.1,0,0,0,0.4,0.4,0.14,0.6,0.6,Matches
Elif Elmas,mk MKD,"FW,MF",23-176,11.0,6,21,8,38.1,1.9,0.73,0.24,0.63,16.3,1,1,1,3.4,2.6,0.13,2.6,2.4,Matches
Juan Jesus,br BRA,DF,31-282,6.8,1,4,1,25.0,0.59,0.15,0.25,1.0,13.4,0,0,0,0.2,0.2,0.05,0.8,0.8,Matches
Giacomo Raspadori,it ITA,"FW,MF",23-029,6.4,1,26,12,46.2,4.03,1.86,0.04,0.08,17.4,3,0,0,2.4,2.4,0.09,-1.4,-1.4,Matches
Tanguy Ndombele,fr FRA,MF,26-081,6.7,0,13,1,7.7,1.95,0.15,0.0,0.0,22.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Leo Skiri Østigård,no NOR,DF,23-111,2.4,0,2,0,0.0,0.82,0.0,0.0,,26.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Pierluigi Gollini,it ITA,GK,28-001,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Giovanni Simeone,ar ARG,FW,27-257,2.3,3,7,5,71.4,3.03,2.16,0.43,0.6,16.8,0,0,0,0.7,0.7,0.1,2.3,2.3,Matches
Alessio Zerbin,it ITA,"FW,MF",24-016,0.7,0,1,1,100.0,1.34,1.34,0.0,0.0,13.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Gianluca Gaetano,it ITA,MF,22-318,0.4,0,3,1,33.3,7.94,2.65,0.0,0.0,17.5,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
Diego Demme,de GER,MF,31-118,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Adam Ounas,dz ALG,FW,26-128,0.2,0,1,0,0.0,6.0,0.0,0.0,,27.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Alessandro Zanoli,it ITA,DF,22-167,0.1,0,1,1,100.0,7.5,7.5,0.0,0.0,13.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Karim Zedadka,fr FRA,DF,22-283,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.2,26.0,59,426,148,34.7,16.38,5.69,0.13,0.36,16.8,12,5,6,48.2,43.5,0.1,10.8,10.5,
Opponent Total,,,27.0,26.0,16,247,63,25.5,9.5,2.42,0.06,0.24,18.9,7,1,2,20.3,18.8,0.08,-4.3,-3.8,
