Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Ezri Konsa,eng ENG,DF,25-162,26.9,1572,260,949,579,51,18,1572,10,4,40.0,2,20.0,972,4205,2331,5,4,0,11,3,1108,10,Matches
Emiliano Martínez,ar ARG,GK,30-213,25.4,1032,873,1022,10,0,0,1032,0,0,,0,,566,2908,1744,0,0,0,2,0,489,0,Matches
Ollie Watkins,eng ENG,FW,27-094,24.8,702,30,66,290,357,116,701,50,13,26.0,26,52.0,371,2016,942,38,24,21,67,32,513,137,Matches
Tyrone Mings,eng ENG,DF,30-021,25.0,1551,261,914,590,51,15,1551,8,3,37.5,2,25.0,953,5156,2801,10,9,2,7,4,1038,6,Matches
Douglas Luiz,br BRA,MF,24-329,22.6,1501,53,399,823,298,14,1500,32,18,56.3,9,28.1,797,4292,1980,32,25,4,22,22,947,23,Matches
Jacob Ramsey,eng ENG,"MF,FW",21-310,19.6,921,43,180,472,286,52,921,41,15,36.6,16,39.0,537,3572,1787,62,44,14,47,21,595,74,Matches
Leon Bailey,jm JAM,"FW,MF",25-237,18.0,682,13,76,236,383,73,682,89,33,37.1,47,52.8,436,3425,1430,70,28,32,40,48,472,153,Matches
John McGinn,sct SCO,MF,28-167,19.9,928,26,162,529,246,29,928,38,27,71.1,7,18.4,539,2487,1090,19,23,4,38,23,603,45,Matches
Emi Buendía,ar ARG,"MF,FW",26-099,19.0,964,23,151,467,356,57,964,38,16,42.1,18,47.4,602,2814,1363,42,29,16,41,44,693,95,Matches
Boubacar Kamara,fr FRA,MF,23-131,17.4,1058,58,326,621,121,8,1058,27,11,40.7,10,37.0,571,2297,1065,14,9,0,16,11,668,8,Matches
Matty Cash,pl POL,DF,25-239,18.2,1131,69,382,507,252,11,1131,30,15,50.0,7,23.3,581,3011,1633,41,32,4,22,7,630,56,Matches
Lucas Digne,fr FRA,DF,29-257,14.4,962,56,327,346,295,21,962,16,1,6.3,11,68.8,494,2071,1104,24,11,1,16,11,562,76,Matches
Ashley Young,eng ENG,DF,37-268,15.2,948,60,354,441,166,4,948,13,5,38.5,6,46.2,444,1887,869,16,14,3,10,3,498,29,Matches
Danny Ings,eng ENG,FW,30-254,9.2,267,12,26,106,139,49,265,16,10,62.5,6,37.5,163,718,260,15,6,9,20,17,186,46,Matches
Philippe Coutinho,br BRA,"MF,FW",30-295,8.8,500,2,34,259,213,24,500,34,14,41.2,15,44.1,309,1747,739,18,28,5,23,17,369,68,Matches
Álex Moreno,es ESP,DF,29-299,7.4,489,32,173,182,138,24,489,32,14,43.8,15,46.9,244,1361,708,24,9,10,20,11,287,54,Matches
Leander Dendoncker,be BEL,MF,27-353,4.1,200,12,56,113,31,5,200,4,2,50.0,2,50.0,88,386,178,1,4,0,5,1,109,1,Matches
Calum Chambers,eng ENG,"DF,MF",28-073,3.1,193,25,105,71,19,1,193,0,0,,0,,116,650,442,3,3,0,1,1,124,0,Matches
Robin Olsen,se SWE,GK,33-085,2.6,120,101,118,2,0,0,120,0,0,,0,,71,365,186,0,0,0,1,0,48,0,Matches
Diego Carlos,br BRA,DF,30-019,2.0,140,8,49,85,9,4,140,0,0,,0,,92,284,150,0,2,0,2,0,100,0,Matches
Jan Bednarek,pl POL,DF,26-356,1.1,79,9,39,40,1,0,79,0,0,,0,,47,291,177,1,0,0,0,0,53,0,Matches
Ludwig Augustinsson,se SWE,DF,28-347,0.9,51,3,19,15,17,2,51,1,0,0.0,1,100.0,29,180,27,0,2,0,0,0,21,3,Matches
Jhon Durán,co COL,FW,19-111,0.8,37,2,2,19,17,5,37,1,1,100.0,0,0.0,22,128,97,2,3,1,4,2,28,9,Matches
Bertrand Traoré,bf BFA,FW,27-209,0.6,30,0,1,9,20,4,30,2,1,50.0,1,50.0,21,173,98,4,2,1,1,3,24,8,Matches
Cameron Archer,eng ENG,"FW,MF",21-256,0.5,15,0,1,8,7,3,15,1,1,100.0,0,0.0,15,114,72,3,1,1,2,3,13,3,Matches
Morgan Sanson,fr FRA,MF,28-228,0.1,9,1,1,4,4,0,9,0,0,,0,,5,11,9,0,0,0,1,0,5,0,Matches
Squad Total,,,27.6,28.0,16082,2032,5932,6824,3477,539,16078,483,204,42.2,201,41.6,9085,46549,23282,444,312,128,419,284,10183,904,
Opponent Total,,,27.1,28.0,16898,1546,5312,7638,4095,673,16893,530,231,43.6,240,45.3,9571,48620,24792,470,343,136,378,256,10986,1015,
