Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Ezri Konsa,eng ENG,DF,25-165,29,2512.0,87.0,96.2,27.9,28,90.0,27,1,1.0,0,1.52,37.0,39.0,-2.0,-0.07,-0.99,34.6,42.1,-7.5,-0.27,-1.33,Matches
Emiliano Martínez,ar ARG,GK,30-216,27,2374.0,88.0,91.0,26.4,27,88.0,26,0,,1,1.52,36.0,33.0,3.0,0.11,1.64,34.6,37.2,-2.6,-0.1,1.31,Matches
Ollie Watkins,eng ENG,FW,27-097,28,2323.0,83.0,89.0,25.8,27,85.0,20,1,25.0,0,1.46,35.0,35.0,0.0,0.0,0.31,31.7,38.5,-6.9,-0.27,-0.44,Matches
Tyrone Mings,eng ENG,DF,30-024,26,2340.0,90.0,89.7,26.0,26,90.0,26,0,,1,1.69,38.0,34.0,4.0,0.15,1.82,35.7,38.9,-3.2,-0.12,0.9,Matches
Douglas Luiz,br BRA,MF,24-332,28,2126.0,76.0,81.5,23.6,24,85.0,16,4,23.0,1,1.46,34.0,28.0,6.0,0.25,1.56,30.1,32.9,-2.7,-0.12,0.55,Matches
Jacob Ramsey,eng ENG,"MF,FW",21-313,26,1846.0,71.0,70.7,20.5,22,79.0,9,4,26.0,0,1.54,28.0,27.0,1.0,0.05,0.28,25.9,31.7,-5.8,-0.28,-0.22,Matches
Leon Bailey,jm JAM,"FW,MF",25-240,28,1708.0,61.0,65.4,19.0,22,73.0,4,6,17.0,0,1.54,23.0,31.0,-8.0,-0.42,-1.12,24.9,33.0,-8.0,-0.42,-0.6,Matches
John McGinn,sct SCO,MF,28-170,25,1883.0,75.0,72.1,20.9,21,85.0,13,4,26.0,1,1.48,24.0,25.0,-1.0,-0.05,-0.05,26.3,28.9,-2.7,-0.13,0.32,Matches
Emi Buendía,ar ARG,"MF,FW",26-102,29,1798.0,62.0,68.9,20.0,20,78.0,5,9,27.0,0,1.52,33.0,30.0,3.0,0.15,0.59,28.0,30.8,-2.7,-0.14,0.26,Matches
Boubacar Kamara,fr FRA,MF,23-134,20,1569.0,78.0,60.1,17.4,19,82.0,12,1,13.0,0,1.6,24.0,27.0,-3.0,-0.17,-0.34,19.9,30.0,-10.1,-0.58,-0.91,Matches
Matty Cash,pl POL,DF,25-242,23,1639.0,71.0,62.8,18.2,18,84.0,13,5,25.0,1,1.35,25.0,27.0,-2.0,-0.11,-0.2,24.5,25.2,-0.6,-0.04,0.49,Matches
Ashley Young,eng ENG,DF,37-271,21,1452.0,69.0,55.6,16.1,16,84.0,12,5,22.0,8,1.67,19.0,23.0,-4.0,-0.25,-0.48,19.2,25.3,-6.1,-0.38,-0.36,Matches
Lucas Digne,fr FRA,DF,29-260,22,1299.0,59.0,49.8,14.4,16,76.0,9,6,15.0,1,1.5,18.0,24.0,-6.0,-0.42,-0.76,14.0,23.5,-9.5,-0.66,-0.87,Matches
Danny Ings,eng ENG,FW,30-257,18,824.0,46.0,31.6,9.2,8,80.0,3,10,19.0,1,1.33,9.0,13.0,-4.0,-0.44,-0.59,13.6,12.6,1.0,0.11,0.48,Matches
Philippe Coutinho,br BRA,"MF,FW",30-298,20,788.0,39.0,30.2,8.8,7,72.0,1,13,22.0,1,1.1,9.0,9.0,0.0,0.0,0.05,9.3,8.3,0.9,0.1,0.46,Matches
Álex Moreno,es ESP,DF,29-302,11,748.0,68.0,28.7,8.3,7,80.0,2,4,47.0,0,2.0,15.0,6.0,9.0,1.08,1.57,12.4,12.3,0.1,0.02,0.33,Matches
Leander Dendoncker,be BEL,MF,27-356,14,369.0,26.0,14.1,4.1,3,73.0,0,11,14.0,4,1.43,8.0,8.0,0.0,0.0,0.04,6.9,6.8,0.1,0.02,0.28,Matches
Calum Chambers,eng ENG,"DF,MF",28-076,10,289.0,29.0,11.1,3.2,2,90.0,2,8,14.0,18,2.2,3.0,4.0,-1.0,-0.31,-0.31,1.9,4.9,-3.0,-0.93,-0.8,Matches
Robin Olsen,se SWE,GK,33-088,3,236.0,79.0,9.0,2.6,2,90.0,2,1,56.0,22,1.0,3.0,7.0,-4.0,-1.53,-1.64,2.5,6.2,-3.7,-1.41,-1.31,Matches
Diego Carlos,br BRA,DF,30-022,2,179.0,90.0,6.9,2.0,2,90.0,1,0,,4,1.5,2.0,3.0,-1.0,-0.5,-0.5,2.9,1.9,1.0,0.52,0.79,Matches
Jan Bednarek,pl POL,DF,26-359,3,100.0,33.0,3.8,1.1,1,45.0,0,2,28.0,10,1.33,0.0,1.0,-1.0,-0.9,-0.9,2.4,1.1,1.3,1.17,1.44,Matches
Ludwig Augustinsson,se SWE,DF,28-350,3,77.0,26.0,3.0,0.9,1,44.0,0,2,17.0,9,1.67,1.0,0.0,1.0,1.17,1.24,2.5,0.8,1.6,1.92,2.2,Matches
Jhon Durán,co COL,FW,19-114,7,83.0,12.0,3.2,0.9,0,,0,7,12.0,2,1.43,2.0,2.0,0.0,0.0,0.04,1.2,2.4,-1.2,-1.3,-1.12,Matches
Bertrand Traoré,bf BFA,"FW,MF",27-212,3,59.0,20.0,2.3,0.7,0,,0,3,20.0,4,2.33,3.0,0.0,3.0,4.58,4.72,2.4,0.5,1.9,2.85,3.14,Matches
Cameron Archer,eng ENG,"FW,MF",21-259,6,49.0,8.0,1.9,0.5,0,,0,6,8.0,8,1.17,0.0,1.0,-1.0,-1.84,-1.84,0.2,0.4,-0.1,-0.25,-0.03,Matches
Morgan Sanson,fr FRA,MF,28-231,2,11.0,6.0,0.4,0.1,0,,0,2,6.0,11,3.0,0.0,1.0,-1.0,-8.18,-8.18,0.0,0.4,-0.4,-3.44,-3.24,Matches
Lamare Bogarde,nl NED,MF,19-091,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Tim Iroegbunam,eng ENG,MF,19-280,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Filip Marshall,eng ENG,GK,19-347,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Marvelous Nakamba,zw ZIM,MF,29-077,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
Seb Revan,eng ENG,DF,19-266,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Viljami Sinisalo,fi FIN,GK,21-177,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
Sil Swinkels,nl NED,DF,19-090,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
James Wright,eng ENG,GK,18-125,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Kadan Young,eng ENG,MF,17-077,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Oliwier Zych,pl POL,GK,18-282,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,27.7,29,2610.0,90.0,100.0,29.0,319,83.0,203,115,20.0,142,1.52,39.0,40.0,-1.0,-0.03,,37.1,43.4,-6.3,-0.22,,
Opponent Total,,,27.1,29,2610.0,90.0,100.0,29.0,319,83.0,203,115,20.0,140,1.31,40.0,39.0,1.0,0.03,,43.4,37.1,6.3,0.22,,
