Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Ezri Konsa,eng ENG,DF,25-162,26.9,1181,1352,87.4,21621,7361,436,478,91.2,643,688,93.5,91,156,58.3,0,1.2,0.6,-1.2,7,43,4,2,33,Matches
Emiliano Martínez,ar ARG,GK,30-213,25.4,719,963,74.7,19237,12759,146,147,99.3,367,370,99.2,204,438,46.6,0,0.3,0.2,-0.3,2,16,0,0,0,Matches
Ollie Watkins,eng ENG,FW,27-094,24.8,300,432,69.4,3620,705,199,263,75.7,68,96,70.8,10,13,76.9,5,2.9,2.0,2.1,23,22,12,1,31,Matches
Tyrone Mings,eng ENG,DF,30-021,25.0,1127,1324,85.1,21792,8525,359,397,90.4,646,695,92.9,110,205,53.7,2,1.4,0.8,0.6,5,72,4,0,67,Matches
Douglas Luiz,br BRA,MF,24-329,22.6,1069,1285,83.2,18497,4636,455,503,90.5,459,522,87.9,106,191,55.5,5,3.0,2.2,2.0,33,72,13,3,97,Matches
Jacob Ramsey,eng ENG,"MF,FW",21-310,19.6,551,671,82.1,7798,2012,335,379,88.4,166,201,82.6,29,38,76.3,3,2.2,1.6,0.8,24,56,18,0,77,Matches
Leon Bailey,jm JAM,"FW,MF",25-237,18.0,284,457,62.1,4644,1167,154,200,77.0,82,129,63.6,33,69,47.8,3,3.3,3.4,-0.3,22,17,19,14,26,Matches
John McGinn,sct SCO,MF,28-167,19.9,549,710,77.3,9890,3458,254,298,85.2,208,252,82.5,72,115,62.6,2,2.1,2.5,-0.1,13,77,13,4,91,Matches
Emi Buendía,ar ARG,"MF,FW",26-099,19.0,598,751,79.6,9229,2443,326,376,86.7,191,238,80.3,50,67,74.6,0,3.6,2.4,-3.6,26,68,28,0,103,Matches
Boubacar Kamara,fr FRA,MF,23-131,17.4,745,879,84.8,12296,3625,368,411,89.5,280,308,90.9,65,91,71.4,1,0.8,0.7,0.2,7,58,6,0,80,Matches
Matty Cash,pl POL,DF,25-239,18.2,733,939,78.1,12836,4308,327,364,89.8,339,411,82.5,57,125,45.6,1,0.7,0.9,0.3,8,55,15,9,74,Matches
Lucas Digne,fr FRA,DF,29-257,14.4,619,814,76.0,9806,3701,345,385,89.6,219,295,74.2,44,91,48.4,0,1.6,1.3,-1.6,15,34,19,11,51,Matches
Ashley Young,eng ENG,DF,37-268,15.2,586,794,73.8,10433,4171,275,310,88.7,250,315,79.4,53,128,41.4,0,0.8,0.6,-0.8,10,47,13,4,70,Matches
Danny Ings,eng ENG,FW,30-254,9.2,114,162,70.4,1371,289,76,97,78.4,27,34,79.4,3,12,25.0,0,1.2,0.6,-1.2,9,7,4,0,12,Matches
Philippe Coutinho,br BRA,"MF,FW",30-295,8.8,288,384,75.0,4081,976,180,210,85.7,82,112,73.2,17,36,47.2,0,0.5,0.8,-0.5,8,30,8,2,48,Matches
Álex Moreno,es ESP,DF,29-299,7.4,288,378,76.2,4067,1343,161,195,82.6,108,134,80.6,6,15,40.0,2,1.3,0.9,0.7,12,7,9,5,12,Matches
Leander Dendoncker,be BEL,MF,27-353,4.1,135,155,87.1,2088,409,70,76,92.1,53,59,89.8,6,10,60.0,0,0.5,0.1,-0.5,5,10,0,0,10,Matches
Calum Chambers,eng ENG,"DF,MF",28-073,3.1,128,164,78.0,2487,1104,49,56,87.5,66,77,85.7,13,26,50.0,0,0.0,0.0,0.0,1,6,1,0,12,Matches
Robin Olsen,se SWE,GK,33-085,2.6,65,111,58.6,1755,1256,14,15,93.3,28,28,100.0,23,68,33.8,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Diego Carlos,br BRA,DF,30-019,2.0,101,128,78.9,2087,802,30,36,83.3,57,66,86.4,14,24,58.3,0,0.0,0.0,0.0,0,8,0,0,10,Matches
Jan Bednarek,pl POL,DF,26-356,1.1,60,66,90.9,1249,418,16,17,94.1,33,35,94.3,10,12,83.3,0,0.0,0.0,0.0,0,4,0,0,5,Matches
Ludwig Augustinsson,se SWE,DF,28-347,0.9,26,43,60.5,421,176,13,16,81.3,10,16,62.5,2,8,25.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jhon Durán,co COL,FW,19-111,0.8,12,21,57.1,216,25,5,7,71.4,6,10,60.0,1,2,50.0,0,0.0,0.0,0.0,0,0,1,0,3,Matches
Bertrand Traoré,bf BFA,FW,27-209,0.6,15,22,68.2,240,77,6,7,85.7,8,10,80.0,1,1,100.0,0,0.1,0.1,-0.1,1,0,3,2,2,Matches
Cameron Archer,eng ENG,"FW,MF",21-256,0.5,8,12,66.7,108,44,5,5,100.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Morgan Sanson,fr FRA,MF,28-228,0.1,5,7,71.4,55,12,3,4,75.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Squad Total,,,27.6,28.0,10306,13024,79.1,181924,65802,4607,5252,87.7,4400,5108,86.1,1020,1941,52.6,24,27.1,21.8,-3.1,231,713,190,57,915,
Opponent Total,,,27.1,28.0,11077,13917,79.6,197639,69382,5099,5790,88.1,4518,5268,85.8,1219,2101,58.0,20,29.0,22.8,-9.0,258,867,225,51,1023,
