Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Emiliano Martínez,ar ARG,GK,30-216,27,27,2374,26.4,33,1.25,107,77,72.0,12,5,10,8,29.6,4,3,1,0,25.0,Matches
Robin Olsen,se SWE,GK,33-088,3,2,236,2.6,7,2.67,16,9,62.5,1,0,1,1,50.0,1,1,0,0,0.0,Matches
Squad Total,,,27.7,29,29,2610,29.0,40,1.38,123,86,70.7,13,5,11,9,31.0,5,4,1,0,20.0,
Opponent Total,,,27.1,29,29,2610,29.0,39,1.34,118,81,69.5,11,5,13,6,20.7,3,3,0,0,0.0,
