Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Emiliano Martínez,ar ARG,GK,30-213,25.4,32,3,1,5,4,29.6,0.25,1.6,0.06,141,360,39.2,790,94,35.1,33.1,169,49.1,40.7,362,42,11.6,36,1.42,14.7,Matches
Robin Olsen,se SWE,GK,33-085,2.6,7,1,0,3,0,5.5,0.3,-1.5,-0.58,12,52,23.1,87,17,43.7,37.5,24,58.3,46.1,38,4,10.5,3,1.14,16.2,Matches
Squad Total,,,27.6,28.0,39,4,1,8,4,35.1,0.26,0.1,0.0,153,412,37.1,877,111,35.9,33.5,193,50.3,41.4,400,46,11.5,39,1.39,14.8,
Opponent Total,,,27.1,28.0,37,3,1,5,2,33.3,0.28,-1.7,-0.06,100,253,39.5,635,141,28.8,31.5,160,43.8,37.9,331,19,5.7,22,0.79,14.3,
