Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Ezri Konsa,eng ENG,DF,25-165,29,28,2512.0,27.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,1.2,2.1,5.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches
Emiliano Martínez,ar ARG,GK,30-216,27,27,2374.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Ollie Watkins,eng ENG,FW,27-097,28,27,2323.0,25.8,11.0,5.0,16.0,10.0,1.0,1.0,1.0,0.0,11.5,10.8,2.9,13.6,41.0,32.0,144.0,0.43,0.19,0.62,0.39,0.58,0.45,0.11,0.56,0.42,0.53,Matches
Tyrone Mings,eng ENG,DF,30-024,26,26,2340.0,26.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,1.4,1.9,11.0,76.0,6.0,0.0,0.08,0.08,0.0,0.08,0.02,0.06,0.07,0.02,0.07,Matches
Douglas Luiz,br BRA,MF,24-332,28,24,2126.0,23.6,3.0,5.0,8.0,3.0,0.0,0.0,4.0,1.0,1.9,1.9,3.0,4.9,35.0,104.0,25.0,0.13,0.21,0.34,0.13,0.34,0.08,0.13,0.21,0.08,0.21,Matches
Jacob Ramsey,eng ENG,"MF,FW",21-313,26,22,1846.0,20.5,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,2.1,2.1,2.2,4.4,64.0,78.0,75.0,0.15,0.15,0.29,0.15,0.29,0.1,0.11,0.21,0.1,0.21,Matches
Leon Bailey,jm JAM,"FW,MF",25-240,28,22,1708.0,19.0,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,4.9,4.9,3.4,8.2,75.0,26.0,165.0,0.21,0.16,0.37,0.21,0.37,0.26,0.18,0.43,0.26,0.43,Matches
John McGinn,sct SCO,MF,28-170,25,21,1883.0,20.9,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.9,1.9,2.1,4.0,18.0,96.0,47.0,0.05,0.1,0.14,0.05,0.14,0.09,0.1,0.19,0.09,0.19,Matches
Emi Buendía,ar ARG,"MF,FW",26-102,29,20,1798.0,20.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,4.7,4.7,4.2,8.9,44.0,112.0,100.0,0.25,0.05,0.3,0.25,0.3,0.24,0.21,0.44,0.24,0.44,Matches
Boubacar Kamara,fr FRA,MF,23-134,20,19,1569.0,17.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.8,1.0,14.0,80.0,8.0,0.0,0.06,0.06,0.0,0.06,0.01,0.05,0.06,0.01,0.06,Matches
Matty Cash,pl POL,DF,25-242,23,18,1639.0,18.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.7,0.9,41.0,74.0,56.0,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05,Matches
Ashley Young,eng ENG,DF,37-271,21,16,1452.0,16.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.9,1.1,18.0,79.0,29.0,0.06,0.0,0.06,0.06,0.06,0.02,0.05,0.07,0.02,0.07,Matches
Lucas Digne,fr FRA,DF,29-260,22,16,1299.0,14.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,1.6,1.9,24.0,51.0,77.0,0.07,0.0,0.07,0.07,0.07,0.02,0.11,0.13,0.02,0.13,Matches
Danny Ings,eng ENG,FW,30-257,18,8,824.0,9.2,6.0,0.0,6.0,4.0,2.0,2.0,3.0,0.0,5.3,3.8,1.2,5.0,15.0,12.0,46.0,0.66,0.0,0.66,0.44,0.44,0.59,0.13,0.71,0.41,0.54,Matches
Philippe Coutinho,br BRA,"MF,FW",30-298,20,7,788.0,8.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,0.5,1.8,18.0,48.0,68.0,0.11,0.0,0.11,0.11,0.11,0.16,0.05,0.21,0.16,0.21,Matches
Álex Moreno,es ESP,DF,29-302,11,7,748.0,8.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.4,1.9,31.0,17.0,72.0,0.0,0.24,0.24,0.0,0.24,0.06,0.17,0.23,0.06,0.23,Matches
Leander Dendoncker,be BEL,MF,27-356,14,3,369.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,Matches
Calum Chambers,eng ENG,"DF,MF",28-076,10,2,289.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Robin Olsen,se SWE,GK,33-088,3,2,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Carlos,br BRA,DF,30-022,2,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches
Jan Bednarek,pl POL,DF,26-359,3,1,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ludwig Augustinsson,se SWE,DF,28-350,3,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
Jhon Durán,co COL,FW,19-114,7,0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.6,0.6,Matches
Bertrand Traoré,bf BFA,"FW,MF",27-212,3,0,59.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,4.0,2.0,9.0,1.53,0.0,1.53,1.53,1.53,0.35,0.11,0.46,0.35,0.46,Matches
Cameron Archer,eng ENG,"FW,MF",21-259,6,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Morgan Sanson,fr FRA,MF,28-231,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lamare Bogarde,nl NED,MF,19-091,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Tim Iroegbunam,eng ENG,MF,19-280,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Filip Marshall,eng ENG,GK,19-347,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Marvelous Nakamba,zw ZIM,MF,29-077,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Seb Revan,eng ENG,DF,19-266,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Viljami Sinisalo,fi FIN,GK,21-177,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Sil Swinkels,nl NED,DF,19-090,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
James Wright,eng ENG,GK,18-125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kadan Young,eng ENG,MF,17-077,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Oliwier Zych,pl POL,GK,18-282,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.7,29,319,2610.0,29.0,37.0,25.0,62.0,34.0,3.0,3.0,56.0,1.0,37.1,34.9,28.0,62.8,468.0,966.0,953.0,1.28,0.86,2.14,1.17,2.03,1.28,0.97,2.24,1.2,2.17,
Opponent Total,,,27.1,29,319,2610.0,29.0,36.0,21.0,57.0,32.0,4.0,5.0,60.0,3.0,43.4,39.6,29.5,69.1,480.0,1040.0,1032.0,1.24,0.72,1.97,1.1,1.83,1.5,1.02,2.51,1.37,2.38,
