Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Ezri Konsa,eng ENG,DF,25-147,25.9,1325,1267,54,35,1,3,4,14,0,0,0,0,1156,4,12,Matches
Emiliano Martínez,ar ARG,GK,30-198,24.4,920,688,228,72,1,3,0,0,0,0,0,0,692,4,1,Matches
Ollie Watkins,eng ENG,FW,27-079,23.8,416,407,7,0,0,1,7,2,0,0,0,0,290,2,7,Matches
Tyrone Mings,eng ENG,DF,30-006,24.0,1292,1243,46,37,1,11,2,6,0,0,0,0,1098,3,6,Matches
Douglas Luiz,br BRA,MF,24-314,21.7,1255,1116,137,76,3,9,71,4,56,29,13,1,1048,2,9,Matches
Leon Bailey,jm JAM,"FW,MF",25-222,17.9,454,420,34,4,3,5,82,7,15,12,0,0,283,0,24,Matches
Jacob Ramsey,eng ENG,"MF,FW",21-295,18.6,645,639,2,2,1,1,9,0,0,0,0,0,532,4,16,Matches
John McGinn,sct SCO,MF,28-152,18.9,695,661,28,14,6,10,31,1,11,8,0,0,536,6,14,Matches
Matty Cash,pl POL,DF,25-224,18.2,939,768,168,14,2,6,46,154,0,0,0,0,733,3,21,Matches
Emi Buendía,ar ARG,"MF,FW",26-084,18.1,734,684,48,6,7,5,16,6,5,2,0,1,583,2,27,Matches
Boubacar Kamara,fr FRA,MF,23-116,16.9,868,838,30,28,2,8,1,0,0,0,0,0,737,0,20,Matches
Lucas Digne,fr FRA,DF,29-242,14.3,810,656,153,21,0,4,63,123,9,4,3,0,617,1,18,Matches
Ashley Young,eng ENG,DF,37-253,14.2,770,608,156,31,2,9,27,120,5,2,0,2,573,6,19,Matches
Danny Ings,eng ENG,FW,30-239,9.2,162,152,10,0,4,0,4,0,0,0,0,0,114,0,6,Matches
Philippe Coutinho,br BRA,"MF,FW",30-280,8.8,384,352,30,13,5,1,19,5,6,3,1,0,288,2,7,Matches
Álex Moreno,es ESP,DF,29-284,6.4,344,282,61,11,0,0,19,50,0,0,0,0,259,1,16,Matches
Leander Dendoncker,be BEL,MF,27-338,4.1,155,151,4,3,0,0,2,1,0,0,0,0,135,0,4,Matches
Calum Chambers,eng ENG,"DF,MF",28-058,2.6,151,144,4,2,0,1,0,2,0,0,0,0,121,3,1,Matches
Robin Olsen,se SWE,GK,33-070,2.6,111,79,32,8,0,1,0,0,0,0,0,0,65,0,0,Matches
Diego Carlos,br BRA,DF,30-004,2.0,128,123,4,3,0,0,1,1,0,0,0,0,101,1,1,Matches
Jan Bednarek,pl POL,DF,26-341,1.1,66,64,2,2,0,0,0,0,0,0,0,0,60,0,1,Matches
Ludwig Augustinsson,se SWE,DF,28-332,0.9,43,34,9,1,0,0,5,8,0,0,0,0,26,0,0,Matches
Jhon Durán,co COL,FW,19-096,0.8,21,19,2,0,0,0,1,1,0,0,0,0,12,0,0,Matches
Bertrand Traoré,bf BFA,FW,27-194,0.6,22,21,1,0,0,0,3,0,1,1,0,0,15,0,4,Matches
Cameron Archer,eng ENG,"FW,MF",21-241,0.5,12,11,1,1,0,0,1,0,0,0,0,0,8,0,1,Matches
Morgan Sanson,fr FRA,MF,28-213,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Squad Total,,,27.6,27.0,12729,11434,1251,384,38,78,414,505,108,61,17,4,10087,44,235,
Opponent Total,,,27.1,27.0,13257,11931,1265,320,48,145,483,566,153,77,46,4,10512,61,283,
