Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Fernando,es ESP,GK,32-300,25.5,681,949,71.8,19607,14082,100,101,99.0,345,353,97.7,232,488,47.5,0,0.0,0.0,0.0,0,10,0,0,0,Matches
Rodrigo Ely,br BRA,DF,29-154,25.1,879,1090,80.6,19179,7309,215,246,87.4,517,570,90.7,142,256,55.5,0,0.2,0.3,-0.2,3,35,2,0,36,Matches
Sergio Akieme,es ESP,DF,25-111,23.5,773,997,77.5,12672,4658,399,449,88.9,302,367,82.3,50,121,41.3,0,1.9,2.0,-1.9,20,42,20,16,56,Matches
Lucas Robertone,ar ARG,MF,26-019,22.4,726,953,76.2,13115,4549,330,376,87.8,268,316,84.8,99,198,50.0,6,5.1,3.6,0.9,40,79,27,11,111,Matches
Srđan Babić,rs SRB,DF,26-349,23.5,869,1018,85.4,17296,6277,285,308,92.5,472,524,90.1,105,165,63.6,0,0.2,0.3,-0.2,6,39,2,1,47,Matches
Léo Baptistão,br BRA,"FW,MF",30-223,14.5,277,406,68.2,4495,1173,137,170,80.6,96,136,70.6,25,53,47.2,1,1.1,0.9,-0.1,14,21,10,3,39,Matches
Gonzalo Melero,es ESP,MF,29-094,13.4,434,497,87.3,7011,1756,211,236,89.4,171,190,90.0,35,43,81.4,3,1.4,0.8,1.6,14,51,11,0,67,Matches
Samu Costa,pt POR,MF,22-130,14.8,594,761,78.1,11173,3575,250,288,86.8,258,302,85.4,78,124,62.9,0,0.5,0.6,-0.5,8,43,3,0,62,Matches
El Bilal Touré,ml MLI,FW,21-185,13.0,171,243,70.4,2101,289,121,148,81.8,42,63,66.7,2,2,100.0,2,1.3,0.7,0.7,14,7,3,1,13,Matches
Alejandro Pozo Pozo,es ESP,"DF,MF",24-043,13.7,562,773,72.7,9400,3807,291,322,90.4,204,268,76.1,53,122,43.4,2,3.0,2.1,-1.0,16,29,14,11,47,Matches
César de la Hoz,es ESP,MF,31-007,13.3,328,411,79.8,6304,2307,139,155,89.7,135,161,83.9,49,74,66.2,0,0.9,0.8,-0.9,4,39,3,1,40,Matches
Largie Ramazani,be BEL,"FW,MF",22-038,13.5,178,264,67.4,2845,764,96,128,75.0,61,81,75.3,15,26,57.7,0,0.9,1.2,-0.9,11,19,11,1,28,Matches
Adri Embarba,es ESP,"FW,MF",30-334,10.8,233,371,62.8,4215,1201,99,123,80.5,80,119,67.2,36,76,47.4,3,2.8,1.7,0.2,26,15,7,3,31,Matches
Juan Brandáriz,es ESP,DF,24-035,12.3,480,583,82.3,8071,3121,227,242,93.8,219,248,88.3,28,70,40.0,0,0.0,0.1,0.0,0,26,2,1,28,Matches
Íñigo Eguaras,es ESP,MF,31-030,9.4,399,471,84.7,7032,2504,193,213,90.6,151,167,90.4,46,66,69.7,1,0.6,1.2,0.4,11,46,9,2,53,Matches
Luis Javier Suárez,co COL,FW,25-125,9.2,163,233,70.0,2465,434,93,120,77.5,46,68,67.6,15,27,55.6,2,0.9,0.9,1.1,7,12,1,1,15,Matches
Houboulang Mendes,fr FRA,DF,24-337,8.2,202,286,70.6,3042,1281,116,129,89.9,66,100,66.0,14,41,34.1,1,0.3,0.2,0.7,4,11,4,2,14,Matches
Kaiky,br BRA,DF,19-084,5.4,140,173,80.9,2797,1079,47,51,92.2,68,76,89.5,21,38,55.3,0,0.0,0.0,0.0,0,11,1,0,10,Matches
Arnau Puigmal,es ESP,"MF,DF",22-086,5.0,136,185,73.5,1948,646,87,100,87.0,42,60,70.0,7,16,43.8,0,0.2,0.2,-0.2,5,7,4,1,12,Matches
Umar Sadiq,ng NGA,FW,26-063,2.7,22,36,61.1,254,34,11,15,73.3,8,11,72.7,0,0,,0,0.2,0.1,-0.2,3,0,1,0,2,Matches
Francisco Portillo,es ESP,"MF,FW",32-297,4.6,229,293,78.2,3424,1175,124,144,86.1,81,97,83.5,14,25,56.0,0,0.3,1.1,-0.3,3,33,11,1,45,Matches
Dyego Sousa,pt POR,FW,33-204,4.1,73,108,67.6,951,233,39,56,69.6,27,35,77.1,1,4,25.0,1,0.8,0.8,0.2,6,0,4,0,10,Matches
Álex Centelles,es ESP,DF,25-149,3.5,113,168,67.3,1839,708,60,69,87.0,38,52,73.1,11,34,32.4,0,0.1,0.1,-0.1,3,13,1,1,12,Matches
Lázaro,br BRA,"MF,FW",21-025,3.3,91,120,75.8,1327,424,57,66,86.4,20,30,66.7,9,14,64.3,0,0.2,0.2,-0.2,6,14,2,1,12,Matches
Fernando Pacheco,es ESP,GK,30-323,1.0,20,31,64.5,617,423,2,2,100.0,10,11,90.9,8,17,47.1,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Diego Mariño,es ESP,GK,32-332,0.5,7,8,87.5,261,204,0,0,,4,4,100.0,3,4,75.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Curro,es ESP,MF,27-093,0.5,21,28,75.0,310,133,10,12,83.3,4,6,66.7,3,4,75.0,0,0.2,0.2,-0.2,2,1,1,0,1,Matches
José Carlos Lazo,es ESP,"MF,FW",27-049,0.2,3,4,75.0,49,2,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Marko Milovanović,rs SRB,FW,19-245,0.2,4,9,44.4,53,7,1,2,50.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Squad Total,,,27.1,27.0,8808,11469,76.8,163853,64155,3742,4274,87.6,3738,4420,84.6,1101,2108,52.2,22,23.0,20.0,-1.0,226,604,154,58,792,
Opponent Total,,,28.7,27.0,10746,13531,79.4,189485,67576,5050,5623,89.8,4208,4931,85.3,1171,2129,55.0,33,35.5,34.5,-2.5,300,926,268,69,1150,
