Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Fernando,es ESP,GK,32-300,25.5,3,0,0,0,5,0,0,0,0,0,0,0,24,0,0,,Matches
Rodrigo Ely,br BRA,DF,29-154,25.1,6,1,1,20,10,2,2,24,12,0,0,1,103,60,22,73.2,Matches
Sergio Akieme,es ESP,DF,25-111,23.5,5,0,0,18,15,0,68,13,16,0,0,0,115,14,13,51.9,Matches
Lucas Robertone,ar ARG,MF,26-019,22.4,6,0,0,26,62,3,107,32,21,0,0,0,146,16,30,34.8,Matches
Srđan Babić,rs SRB,DF,26-349,23.5,3,0,0,20,4,0,2,21,11,0,0,0,94,44,31,58.7,Matches
Léo Baptistão,br BRA,"FW,MF",30-223,14.5,7,0,0,27,16,9,12,17,16,0,0,0,80,19,33,36.5,Matches
Gonzalo Melero,es ESP,MF,29-094,13.4,3,0,0,13,22,3,1,3,11,0,0,0,65,9,10,47.4,Matches
Samu Costa,pt POR,MF,22-130,14.8,4,0,0,36,32,4,5,30,22,0,0,0,103,27,12,69.2,Matches
El Bilal Touré,ml MLI,FW,21-185,13.0,0,0,0,25,5,13,4,1,3,0,0,0,42,41,42,49.4,Matches
Alejandro Pozo Pozo,es ESP,"DF,MF",24-043,13.7,0,0,0,7,10,1,54,19,12,0,1,0,92,6,14,30.0,Matches
César de la Hoz,es ESP,MF,31-007,13.3,5,0,0,19,6,0,2,8,17,0,1,0,61,18,15,54.5,Matches
Largie Ramazani,be BEL,"FW,MF",22-038,13.5,4,0,0,25,11,10,18,7,7,0,0,0,53,4,16,20.0,Matches
Adri Embarba,es ESP,"FW,MF",30-334,10.8,5,1,1,13,17,7,82,7,18,0,0,0,58,6,24,20.0,Matches
Juan Brandáriz,es ESP,DF,24-035,12.3,4,0,0,8,3,0,6,15,11,0,0,0,61,9,5,64.3,Matches
Íñigo Eguaras,es ESP,MF,31-030,9.4,5,0,0,7,5,0,3,5,8,0,0,0,55,3,4,42.9,Matches
Luis Javier Suárez,co COL,FW,25-125,9.2,3,0,0,24,9,2,8,1,7,1,0,0,29,25,30,45.5,Matches
Houboulang Mendes,fr FRA,DF,24-337,8.2,1,0,0,8,3,0,25,5,9,0,1,0,32,1,1,50.0,Matches
Kaiky,br BRA,DF,19-084,5.4,5,0,0,7,3,0,1,11,5,0,1,0,19,6,7,46.2,Matches
Arnau Puigmal,es ESP,"MF,DF",22-086,5.0,4,0,0,7,8,1,13,8,6,0,1,0,17,1,4,20.0,Matches
Umar Sadiq,ng NGA,FW,26-063,2.7,1,0,0,9,2,7,0,0,0,0,0,0,8,4,10,28.6,Matches
Francisco Portillo,es ESP,"MF,FW",32-297,4.6,1,0,0,1,2,1,7,5,4,0,0,0,36,3,4,42.9,Matches
Dyego Sousa,pt POR,FW,33-204,4.1,1,0,0,7,7,3,1,1,2,0,0,0,13,15,11,57.7,Matches
Álex Centelles,es ESP,DF,25-149,3.5,0,1,0,2,0,0,15,3,2,0,0,0,20,0,7,0.0,Matches
Lázaro,br BRA,"MF,FW",21-025,3.3,0,0,0,1,6,1,7,2,1,0,0,0,15,1,4,20.0,Matches
Fernando Pacheco,es ESP,GK,30-323,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Diego Mariño,es ESP,GK,32-332,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Curro,es ESP,MF,27-093,0.5,1,0,0,1,0,0,1,0,0,0,0,0,3,0,2,0.0,Matches
José Carlos Lazo,es ESP,"MF,FW",27-049,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,Matches
Marko Milovanović,rs SRB,FW,19-245,0.2,1,0,0,2,0,0,0,0,0,0,0,0,0,5,3,62.5,Matches
Squad Total,,,27.1,27.0,78,3,2,334,264,67,444,238,221,1,5,1,1345,337,354,48.8,
Opponent Total,,,28.7,27.0,70,4,2,284,322,117,567,179,247,4,2,0,1414,354,337,51.2,
