Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Fernando,es ESP,GK,32-282,25,25,2205,24.5,41,1.67,135,94,71.9,7,5,13,2,8.0,5,3,1,1,25.0,Matches
Fernando Pacheco,es ESP,GK,30-305,1,1,90,1.0,2,2.0,5,3,60.0,0,0,1,0,0.0,0,0,0,0,,Matches
Diego Mariño,es ESP,GK,32-314,1,0,45,0.5,2,4.0,5,3,60.0,0,0,0,0,,0,0,0,0,,Matches
Squad Total,,,27.0,26,26,2340,26.0,45,1.73,145,100,71.0,7,5,14,2,7.7,5,3,1,1,25.0,
Opponent Total,,,28.7,26,26,2340,26.0,30,1.15,108,78,73.1,14,5,7,8,30.8,2,1,0,1,0.0,
