Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Fernando,es ESP,GK,32-297,24.5,979,877,975,4,0,0,979,0,0,,0,,500,2610,1649,0,0,0,0,0,395,0,Matches
Rodrigo Ely,br BRA,DF,29-151,24.1,1300,236,794,473,39,21,1300,5,3,60.0,1,20.0,673,2707,1504,6,8,1,13,0,761,3,Matches
Sergio Akieme,es ESP,DF,25-108,23.5,1200,72,396,534,291,34,1200,45,25,55.6,16,35.6,618,4019,2154,58,34,11,26,24,673,81,Matches
Lucas Robertone,ar ARG,MF,26-016,21.4,1150,37,213,625,332,28,1150,50,19,38.0,21,42.0,609,3310,1740,32,34,5,31,11,723,71,Matches
Srđan Babić,rs SRB,DF,26-346,22.5,1143,155,666,457,28,9,1143,6,3,50.0,3,50.0,646,3612,2211,17,11,1,8,1,739,4,Matches
Léo Baptistão,br BRA,"FW,MF",30-220,13.8,571,11,114,283,189,48,571,21,7,33.3,10,47.6,327,1908,1103,27,22,6,41,13,373,58,Matches
El Bilal Touré,ml MLI,FW,21-182,13.0,384,25,45,187,159,50,384,17,6,35.3,9,52.9,190,1081,508,18,16,9,43,6,245,49,Matches
Gonzalo Melero,es ESP,MF,29-091,12.5,589,30,124,333,137,27,588,21,10,47.6,10,47.6,372,1886,829,16,16,2,25,9,421,21,Matches
Samu Costa,pt POR,MF,22-127,13.8,886,51,303,507,83,8,886,10,3,30.0,7,70.0,465,1791,778,5,3,0,19,8,552,15,Matches
Alejandro Pozo Pozo,es ESP,"DF,MF",24-040,13.4,904,39,293,398,220,23,904,12,7,58.3,4,33.3,433,1934,1043,31,22,7,19,9,504,69,Matches
César de la Hoz,es ESP,MF,31-004,13.1,526,33,170,314,43,8,526,7,4,57.1,3,42.9,242,910,415,3,5,0,11,3,285,2,Matches
Largie Ramazani,be BEL,"FW,MF",22-035,13.2,404,6,61,152,202,39,403,55,26,47.3,25,45.5,265,2187,1069,48,27,16,33,17,283,76,Matches
Adri Embarba,es ESP,"FW,MF",30-331,10.8,565,10,76,221,278,28,565,72,27,37.5,37,51.4,326,2463,1190,44,32,10,28,20,331,81,Matches
Juan Brandáriz,es ESP,DF,24-032,11.3,615,76,318,250,50,5,615,7,4,57.1,3,42.9,329,1655,756,11,5,1,8,6,372,9,Matches
Íñigo Eguaras,es ESP,MF,31-027,9.4,535,22,153,321,65,3,535,3,3,100.0,0,0.0,311,1311,630,6,8,0,7,4,376,6,Matches
Houboulang Mendes,fr FRA,DF,24-334,8.2,374,25,137,160,81,1,374,17,6,35.3,9,52.9,172,1048,567,13,9,1,14,9,194,22,Matches
Luis Javier Suárez,co COL,FW,25-122,8.2,307,5,18,165,132,34,307,24,12,50.0,9,37.5,179,1045,500,18,13,9,18,15,224,44,Matches
Kaiky,br BRA,DF,19-081,5.4,232,54,143,87,3,1,232,2,1,50.0,1,50.0,124,680,398,6,2,0,3,0,134,1,Matches
Umar Sadiq,ng NGA,FW,26-060,2.7,74,3,6,31,39,18,74,12,4,33.3,8,66.7,47,390,211,5,8,6,7,11,53,7,Matches
Francisco Portillo,es ESP,"MF,FW",32-294,4.6,334,5,60,166,110,8,334,11,5,45.5,5,45.5,219,1062,487,8,11,0,7,8,242,31,Matches
Arnau Puigmal,es ESP,"MF,DF",22-083,4.4,227,3,39,95,95,17,227,12,3,25.0,8,66.7,127,828,411,17,8,7,13,5,136,32,Matches
Dyego Sousa,pt POR,FW,33-201,4.1,175,9,23,73,81,24,175,9,3,33.3,5,55.6,88,394,134,7,6,2,21,7,129,29,Matches
Lázaro,br BRA,"MF,FW",21-022,3.3,165,1,12,66,90,13,165,14,8,57.1,6,42.9,107,687,330,12,11,1,8,5,118,32,Matches
Álex Centelles,es ESP,DF,25-146,2.5,148,9,50,56,43,1,148,1,0,0.0,1,100.0,94,406,245,6,0,0,3,2,88,14,Matches
Fernando Pacheco,es ESP,GK,30-320,1.0,34,30,34,0,0,0,34,0,0,,0,,20,109,89,0,0,0,0,0,13,0,Matches
Diego Mariño,es ESP,GK,32-329,0.5,10,10,10,0,0,0,10,0,0,,0,,2,12,12,0,0,0,0,0,0,0,Matches
Curro,es ESP,MF,27-090,0.5,34,0,3,18,13,1,34,0,0,,0,,15,63,36,1,3,0,1,0,22,1,Matches
José Carlos Lazo,es ESP,"MF,FW",27-046,0.2,8,0,1,2,5,1,8,1,1,100.0,0,0.0,7,44,9,0,0,0,2,0,7,3,Matches
Marko Milovanović,rs SRB,FW,19-242,0.2,12,0,1,5,6,1,12,0,0,,0,,5,20,8,0,1,0,0,3,10,3,Matches
Squad Total,,,27.1,26.0,13885,1834,5238,5983,2814,451,13883,434,190,43.8,201,46.3,7512,40172,21016,415,315,95,409,196,8403,764,
Opponent Total,,,28.7,26.0,15593,1393,4456,7065,4209,670,15588,440,201,45.7,170,38.6,9100,49905,27623,552,431,141,347,206,10196,1088,
