Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Fernando,es ESP,GK,32-300,25.5,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,14,2,Matches
Rodrigo Ely,br BRA,DF,29-154,25.1,18,12,14,4,0,11,17,64.7,6,32,24,8,24,42,136,0,Matches
Sergio Akieme,es ESP,DF,25-111,23.5,27,16,19,6,2,12,18,66.7,6,22,6,16,13,40,37,0,Matches
Lucas Robertone,ar ARG,MF,26-019,22.4,35,21,13,13,9,17,42,40.5,25,32,6,26,32,67,32,0,Matches
Srđan Babić,rs SRB,DF,26-349,23.5,21,11,17,4,0,10,22,45.5,12,20,16,4,21,42,72,0,Matches
Léo Baptistão,br BRA,"FW,MF",30-223,14.5,25,16,10,12,3,10,23,43.5,13,10,0,10,17,42,10,0,Matches
Gonzalo Melero,es ESP,MF,29-094,13.4,22,11,4,15,3,5,17,29.4,12,13,1,12,3,25,14,1,Matches
Samu Costa,pt POR,MF,22-130,14.8,43,22,24,15,4,21,43,48.8,22,18,6,12,30,73,38,2,Matches
El Bilal Touré,ml MLI,FW,21-185,13.0,4,3,2,1,1,0,3,0.0,3,5,1,4,1,5,22,0,Matches
Alejandro Pozo Pozo,es ESP,"DF,MF",24-043,13.7,24,12,12,11,1,17,31,54.8,14,20,4,16,19,43,29,1,Matches
César de la Hoz,es ESP,MF,31-007,13.3,29,17,13,15,1,15,30,50.0,15,17,5,12,8,37,24,0,Matches
Largie Ramazani,be BEL,"FW,MF",22-038,13.5,10,7,4,1,5,7,21,33.3,14,8,0,8,7,17,4,0,Matches
Adri Embarba,es ESP,"FW,MF",30-334,10.8,35,18,11,22,2,12,24,50.0,12,14,0,14,7,42,5,0,Matches
Juan Brandáriz,es ESP,DF,24-035,12.3,19,11,12,5,2,7,13,53.8,6,12,5,7,15,34,42,0,Matches
Íñigo Eguaras,es ESP,MF,31-030,9.4,11,8,4,6,1,5,16,31.3,11,9,3,6,5,16,14,0,Matches
Luis Javier Suárez,co COL,FW,25-125,9.2,11,7,2,4,5,3,11,27.3,8,6,1,5,1,12,3,0,Matches
Houboulang Mendes,fr FRA,DF,24-337,8.2,14,9,12,2,0,8,20,40.0,12,10,1,9,5,19,19,1,Matches
Kaiky,br BRA,DF,19-084,5.4,5,5,5,0,0,3,6,50.0,3,17,10,7,11,16,21,0,Matches
Arnau Puigmal,es ESP,"MF,DF",22-086,5.0,9,6,2,4,3,2,5,40.0,3,4,0,4,8,17,2,0,Matches
Umar Sadiq,ng NGA,FW,26-063,2.7,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,3,0,Matches
Francisco Portillo,es ESP,"MF,FW",32-297,4.6,11,4,3,5,3,2,8,25.0,6,5,1,4,5,16,4,0,Matches
Dyego Sousa,pt POR,FW,33-204,4.1,4,2,2,1,1,2,2,100.0,0,3,1,2,1,5,8,0,Matches
Álex Centelles,es ESP,DF,25-149,3.5,3,2,3,0,0,1,2,50.0,1,5,2,3,3,6,9,0,Matches
Lázaro,br BRA,"MF,FW",21-025,3.3,2,1,1,0,1,1,4,25.0,3,7,0,7,2,4,1,0,Matches
Fernando Pacheco,es ESP,GK,30-323,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Diego Mariño,es ESP,GK,32-332,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Curro,es ESP,MF,27-093,0.5,2,0,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0,Matches
José Carlos Lazo,es ESP,"MF,FW",27-049,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Marko Milovanović,rs SRB,FW,19-245,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.1,27.0,384,221,190,147,47,172,383,44.9,211,293,93,200,238,622,564,7,
Opponent Total,,,28.7,27.0,415,247,185,167,63,213,412,51.7,199,262,82,180,179,594,401,10,
