Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Alisson,br BRA,GK,30-186,28,2520.0,90.0,100.0,28.0,28,90.0,28,0,,0,1.54,48.0,33.0,15.0,0.54,,48.1,39.8,8.3,0.3,,Matches
Mohamed Salah,eg EGY,FW,30-295,28,2410.0,86.0,95.6,26.8,27,88.0,22,1,26.0,0,1.54,48.0,31.0,17.0,0.63,2.27,46.9,36.0,10.9,0.41,2.53,Matches
Trent Alexander-Arnold,eng ENG,DF,24-181,27,2023.0,75.0,80.3,22.5,24,82.0,13,3,16.0,1,1.56,43.0,30.0,13.0,0.58,0.22,39.7,31.5,8.3,0.37,0.35,Matches
Virgil van Dijk,nl NED,DF,31-272,23,2025.0,88.0,80.4,22.5,23,88.0,22,0,,1,1.65,45.0,26.0,19.0,0.84,1.57,40.5,31.2,9.2,0.41,0.58,Matches
Andrew Robertson,sct SCO,DF,29-026,25,1866.0,75.0,74.0,20.7,21,84.0,13,4,28.0,1,1.56,37.0,24.0,13.0,0.63,0.35,36.7,27.6,9.1,0.44,0.55,Matches
Fabinho,br BRA,MF,29-165,26,1865.0,72.0,74.0,20.7,21,83.0,15,5,23.0,0,1.54,38.0,22.0,16.0,0.77,0.91,34.4,28.3,6.1,0.29,-0.02,Matches
Harvey Elliott,eng ENG,"MF,FW",20-002,27,1497.0,55.0,59.4,16.6,17,73.0,4,10,26.0,0,1.56,30.0,18.0,12.0,0.72,0.46,28.7,23.6,5.1,0.31,0.02,Matches
Darwin Núñez,uy URU,FW,23-286,22,1446.0,66.0,57.4,16.1,17,79.0,5,5,22.0,0,1.64,29.0,19.0,10.0,0.62,0.2,30.2,24.4,5.9,0.37,0.16,Matches
Jordan Henderson,eng ENG,MF,32-293,25,1441.0,58.0,57.2,16.0,16,78.0,7,9,22.0,0,1.56,30.0,20.0,10.0,0.62,0.21,27.2,23.9,3.3,0.21,-0.21,Matches
Joe Gomez,eng ENG,DF,25-318,20,1376.0,69.0,54.6,15.3,14,90.0,14,6,19.0,4,1.7,24.0,12.0,12.0,0.78,0.55,26.4,22.8,3.6,0.24,-0.13,Matches
Thiago Alcántara,es ESP,MF,31-360,14,1154.0,82.0,45.8,12.8,14,82.0,9,0,,0,1.5,18.0,22.0,-4.0,-0.31,-1.56,20.4,19.6,0.8,0.06,-0.43,Matches
