Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Alisson,br BRA,GK,30-186,28,28,2520.0,28.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.01,0.01,0.0,0.01,Matches
Mohamed Salah,eg EGY,FW,30-295,28,27,2410.0,26.8,12.0,7.0,19.0,12.0,0.0,1.0,2.0,0.0,13.0,12.2,5.2,17.4,75.0,94.0,283.0,0.45,0.26,0.71,0.45,0.71,0.49,0.19,0.68,0.46,0.65,Matches
Trent Alexander-Arnold,eng ENG,DF,24-181,27,24,2023.0,22.5,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,6.2,7.9,30.0,162.0,114.0,0.04,0.09,0.13,0.04,0.13,0.07,0.28,0.35,0.07,0.35,Matches
Virgil van Dijk,nl NED,DF,31-272,23,23,2025.0,22.5,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.2,2.2,0.2,2.4,10.0,92.0,6.0,0.13,0.0,0.13,0.13,0.13,0.1,0.01,0.11,0.1,0.11,Matches
Andrew Robertson,sct SCO,DF,29-026,25,21,1866.0,20.7,0.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,4.3,5.5,53.0,106.0,159.0,0.0,0.29,0.29,0.0,0.29,0.06,0.21,0.27,0.06,0.27,Matches
Fabinho,br BRA,MF,29-165,26,21,1865.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.5,0.5,0.8,1.3,8.0,109.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches
Harvey Elliott,eng ENG,"MF,FW",20-002,27,17,1497.0,16.6,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,3.2,5.0,47.0,116.0,122.0,0.06,0.12,0.18,0.06,0.18,0.11,0.19,0.3,0.11,0.3,Matches
Darwin Núñez,uy URU,FW,23-286,22,17,1446.0,16.1,8.0,3.0,11.0,8.0,0.0,0.0,1.0,1.0,10.4,10.4,4.7,15.1,52.0,26.0,154.0,0.5,0.19,0.68,0.5,0.68,0.64,0.29,0.94,0.64,0.94,Matches
Jordan Henderson,eng ENG,MF,32-293,25,16,1441.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,1.3,2.1,24.0,129.0,38.0,0.0,0.06,0.06,0.0,0.06,0.05,0.08,0.13,0.05,0.13,Matches
Joe Gomez,eng ENG,DF,25-318,20,14,1376.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.2,0.3,15.0,103.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Thiago Alcántara,es ESP,MF,31-360,14,14,1154.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.1,1.5,12.0,107.0,22.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.12,0.03,0.12,Matches
Roberto Firmino,br BRA,"FW,MF",31-186,21,12,1116.0,12.4,8.0,4.0,12.0,8.0,0.0,0.0,0.0,0.0,4.5,4.5,2.3,6.8,12.0,75.0,88.0,0.65,0.32,0.97,0.65,0.97,0.36,0.19,0.55,0.36,0.55,Matches
Joël Matip,cm CMR,DF,31-241,12,10,912.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.3,26.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,Matches
Ibrahima Konaté,fr FRA,DF,23-316,10,9,832.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,6.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Cody Gakpo,nl NED,FW,23-334,11,9,751.0,8.3,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.9,2.9,0.5,3.4,16.0,19.0,55.0,0.48,0.0,0.48,0.48,0.48,0.35,0.06,0.41,0.35,0.41,Matches
Kostas Tsimikas,gr GRE,DF,26-329,16,7,622.0,6.9,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.5,2.2,19.0,22.0,69.0,0.0,0.58,0.58,0.0,0.58,0.09,0.22,0.31,0.09,0.31,Matches
Luis Díaz,co COL,FW,26-083,8,7,613.0,6.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,1.7,1.7,1.0,2.7,21.0,25.0,72.0,0.44,0.29,0.73,0.44,0.73,0.26,0.15,0.4,0.26,0.4,Matches
James Milner,eng ENG,"MF,DF",37-092,22,6,740.0,8.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,1.2,17.0,55.0,64.0,0.0,0.12,0.12,0.0,0.12,0.05,0.1,0.15,0.05,0.15,Matches
Diogo Jota,pt POR,"FW,MF",26-123,12,6,610.0,6.8,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.1,2.1,1.7,3.8,21.0,20.0,49.0,0.0,0.44,0.44,0.0,0.44,0.3,0.25,0.56,0.3,0.56,Matches
Stefan Bajcetic,es ESP,MF,18-166,11,6,526.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.4,1.2,10.0,24.0,1.0,0.17,0.0,0.17,0.17,0.17,0.13,0.06,0.2,0.13,0.2,Matches
Fabio Carvalho,pt POR,"MF,FW",20-219,12,4,340.0,3.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,7.0,11.0,26.0,0.53,0.0,0.53,0.53,0.53,0.29,0.03,0.32,0.29,0.32,Matches
Alex Oxlade-Chamberlain,eng ENG,"FW,MF",29-234,9,4,335.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,2.2,11.0,14.0,28.0,0.27,0.0,0.27,0.27,0.27,0.35,0.23,0.58,0.35,0.58,Matches
Naby Keïta,gn GUI,MF,28-055,8,3,293.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.7,1.4,5.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.41,0.2,0.41,Matches
Curtis Jones,eng ENG,"MF,FW",22-066,8,2,273.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.4,8.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches
Nathaniel Phillips,eng ENG,DF,26-016,2,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Ben Doak,sct SCO,FW,17-146,2,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bobby Clark,eng ENG,MF,18-058,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adrián,es ESP,GK,36-093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luke Chambers,eng ENG,DF,18-286,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Harvey Davies,eng ENG,GK,19-215,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Sepp van den Berg,nl NED,"DF,MF",21-107,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Caoimhín Kelleher,ie IRL,GK,24-134,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Arthur Melo,br BRA,MF,26-237,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Calvin Ramsay,sct SCO,DF,19-249,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Rhys Williams,eng ENG,DF,22-062,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.2,28,308,2520.0,28.0,44.0,36.0,80.0,44.0,0.0,1.0,39.0,1.0,48.1,47.4,37.3,84.7,506.0,1437.0,1425.0,1.57,1.29,2.86,1.57,2.86,1.72,1.33,3.05,1.69,3.03,
Opponent Total,,,27.3,28,308,2520.0,28.0,31.0,22.0,53.0,29.0,2.0,3.0,43.0,1.0,39.8,37.7,30.2,67.9,382.0,906.0,896.0,1.11,0.79,1.89,1.04,1.82,1.42,1.08,2.5,1.35,2.43,
