Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Alisson,br BRA,GK,30-183,27.0,1112,842,1084,29,0,0,1112,1,1,100.0,0,0.0,713,3385,2141,0,0,0,1,0,642,0,Matches
Mohamed Salah,eg EGY,FW,30-292,26.5,1039,3,59,335,655,186,1038,85,30,35.3,48,56.5,695,4176,1927,74,34,54,81,57,826,278,Matches
Trent Alexander-Arnold,eng ENG,DF,24-178,22.5,2138,66,508,1068,574,32,2138,20,16,80.0,3,15.0,1152,4170,2054,30,21,5,27,16,1341,114,Matches
Virgil van Dijk,nl NED,DF,31-269,22.5,1979,263,944,947,93,46,1979,1,1,100.0,0,0.0,1207,4874,2375,10,12,2,6,0,1422,6,Matches
Andrew Robertson,sct SCO,DF,29-023,20.5,1659,56,489,665,514,49,1659,30,13,43.3,15,50.0,875,4429,2590,53,42,7,25,7,1054,158,Matches
Fabinho,br BRA,MF,29-162,19.7,1347,58,323,814,213,14,1347,8,4,50.0,3,37.5,736,2991,1212,8,17,0,13,9,926,22,Matches
Harvey Elliott,eng ENG,"MF,FW",19-364,16.6,1084,13,139,517,437,45,1084,40,19,47.5,14,35.0,682,3588,1761,47,39,8,25,19,794,122,Matches
Darwin Núñez,uy URU,FW,23-283,15.2,502,10,39,144,327,133,502,31,14,45.2,13,41.9,304,2183,1187,49,23,27,36,20,388,142,Matches
Jordan Henderson,eng ENG,MF,32-290,15.0,1186,29,232,701,262,23,1186,9,4,44.4,3,33.3,692,3282,1447,24,22,1,11,6,879,34,Matches
Thiago Alcántara,es ESP,MF,31-357,12.8,1122,41,257,702,168,7,1122,29,20,69.0,4,13.8,634,3315,1541,12,18,0,11,18,802,22,Matches
Joe Gomez,eng ENG,DF,25-315,14.3,1359,98,547,765,55,4,1359,5,4,80.0,1,20.0,902,4325,2439,13,11,0,10,2,924,2,Matches
Roberto Firmino,br BRA,"FW,MF",31-183,11.7,640,3,61,324,256,72,640,22,12,54.5,9,40.9,363,1452,580,12,12,6,32,20,492,79,Matches
Joël Matip,cm CMR,DF,31-238,9.1,756,91,377,344,43,9,756,7,4,57.1,3,42.9,487,3322,2370,24,19,1,12,1,538,1,Matches
Cody Gakpo,nl NED,FW,23-331,8.2,254,4,21,118,119,32,254,22,8,36.4,9,40.9,153,915,583,15,12,4,17,15,194,55,Matches
Ibrahima Konaté,fr FRA,DF,23-313,8.2,634,63,323,292,21,11,634,7,5,71.4,1,14.3,382,1751,902,6,4,0,5,2,428,3,Matches
Luis Díaz,co COL,FW,26-080,6.8,338,3,23,147,172,45,338,29,14,48.3,11,37.9,244,1586,624,21,14,12,14,24,284,72,Matches
James Milner,eng ENG,"DF,MF",37-089,8.1,669,20,156,301,214,22,669,20,11,55.0,7,35.0,340,1530,699,17,12,5,15,12,433,64,Matches
Kostas Tsimikas,gr GRE,DF,26-326,6.2,511,18,126,178,209,22,511,13,3,23.1,8,61.5,248,1444,731,19,8,5,10,6,290,67,Matches
Stefan Bajcetic,es ESP,MF,18-163,5.8,324,6,66,189,74,5,324,16,7,43.8,4,25.0,175,990,450,10,7,0,7,6,204,1,Matches
Diogo Jota,pt POR,"FW,MF",26-120,5.8,255,11,35,118,107,31,255,19,7,36.8,11,57.9,149,928,537,19,11,8,14,10,180,43,Matches
Fabio Carvalho,pt POR,"MF,FW",20-216,3.8,187,2,31,70,89,26,187,5,2,40.0,2,40.0,118,520,212,7,8,2,10,15,140,26,Matches
Alex Oxlade-Chamberlain,eng ENG,"FW,MF",29-231,3.7,153,4,20,69,67,17,153,14,5,35.7,8,57.1,90,622,259,11,8,3,12,10,110,28,Matches
Naby Keïta,gn GUI,MF,28-052,3.3,206,5,34,114,59,11,206,4,3,75.0,0,0.0,111,536,220,5,6,0,12,7,140,21,Matches
Curtis Jones,eng ENG,"MF,FW",22-063,2.2,174,4,28,84,63,10,174,6,3,50.0,3,50.0,118,587,225,6,3,3,5,6,137,16,Matches
Nathaniel Phillips,eng ENG,DF,26-013,0.7,89,3,26,63,2,1,89,0,0,,0,,69,574,393,0,1,0,2,0,60,0,Matches
Ben Doak,sct SCO,FW,17-143,0.3,22,0,4,10,10,2,22,4,0,0.0,4,100.0,16,182,51,1,3,2,1,0,15,4,Matches
Bobby Clark,eng ENG,MF,18-055,0.1,7,0,0,0,7,1,7,1,0,0.0,1,100.0,3,3,0,0,0,0,2,0,3,2,Matches
Squad Total,,,28.2,27.0,19746,1716,5952,9108,4810,856,19745,448,210,46.9,185,41.3,11658,57660,29510,493,367,155,416,288,13646,1382,
Opponent Total,,,27.3,27.0,15214,2187,6099,6123,3141,519,15211,493,243,49.3,183,37.1,7741,39473,19587,363,267,118,431,220,8952,850,
