Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Arsenal,9,8,1,0,25,10,15,25,2.78,21.7,7.2,14.4,1.6,11,8,1,2,20,7,13,25,2.27,16.5,11.4,5.1,0.46
2,Manchester City,11,9,1,1,38,12,26,28,2.55,25.0,7.1,17.9,1.62,10,5,2,3,15,9,6,17,1.7,17.7,9.9,7.8,0.78
3,Manchester Utd,11,8,2,1,21,8,13,26,2.36,18.8,10.4,8.3,0.76,11,5,2,4,15,20,-5,17,1.55,14.9,15.0,-0.1,-0.01
