Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Gabriel Dos Santos,br BRA,DF,25-052,20.0,2,18,5,27.8,0.9,0.25,0.11,0.4,13.6,0,0,0,2.9,2.9,0.16,-0.9,-0.9,Matches
Aaron Ramsdale,eng ENG,GK,24-271,20.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
William Saliba,fr FRA,DF,21-322,19.8,2,5,3,60.0,0.25,0.15,0.4,0.67,10.4,0,0,0,0.9,0.9,0.18,1.1,1.1,Matches
Bukayo Saka,eng ENG,FW,21-157,19.0,7,42,13,31.0,2.21,0.68,0.14,0.46,15.2,0,1,1,6.1,5.5,0.13,0.9,0.5,Matches
Granit Xhaka,ch SUI,MF,30-135,19.0,3,23,5,21.7,1.21,0.26,0.13,0.6,18.7,3,0,0,2.1,2.1,0.09,0.9,0.9,Matches
Martinelli,br BRA,FW,21-236,18.5,7,49,17,34.7,2.65,0.92,0.14,0.41,16.6,2,0,0,4.3,4.3,0.09,2.7,2.7,Matches
Ben White,eng ENG,DF,25-124,17.7,0,5,0,0.0,0.28,0.0,0.0,,19.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Martin Ødegaard,no NOR,MF,24-054,17.7,8,49,15,30.6,2.77,0.85,0.16,0.53,18.9,5,0,0,5.6,5.6,0.11,2.4,2.4,Matches
Thomas Partey,gh GHA,MF,29-241,16.1,2,21,3,14.3,1.3,0.19,0.1,0.67,20.1,0,0,0,1.6,1.6,0.08,0.4,0.4,Matches
Gabriel Jesus,br BRA,FW,25-312,13.5,5,50,20,40.0,3.69,1.48,0.1,0.25,10.9,0,0,0,7.7,7.7,0.16,-2.7,-2.7,Matches
Oleksandr Zinchenko,ua UKR,DF,26-056,11.0,0,10,2,20.0,0.91,0.18,0.0,0.0,21.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Eddie Nketiah,eng ENG,FW,23-255,7.7,4,29,13,44.8,3.78,1.69,0.14,0.31,11.6,0,0,0,5.6,5.6,0.19,-1.6,-1.6,Matches
Takehiro Tomiyasu,jp JPN,DF,24-096,5.7,0,1,0,0.0,0.18,0.0,0.0,,11.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Kieran Tierney,sct SCO,DF,25-249,5.2,0,5,2,40.0,0.96,0.38,0.0,0.0,25.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Albert Sambi Lokonga,be BEL,MF,23-110,2.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fabio Vieira,pt POR,"MF,FW",22-255,2.9,1,7,2,28.6,2.39,0.68,0.14,0.5,21.7,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
Mohamed Elneny,eg EGY,MF,30-213,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Reiss Nelson,eng ENG,FW,23-061,0.7,2,3,3,100.0,4.15,4.15,0.67,0.67,9.5,0,0,0,0.6,0.6,0.22,1.4,1.4,Matches
Emile Smith Rowe,eng ENG,"MF,FW",22-196,0.6,0,2,1,50.0,3.46,1.73,0.0,0.0,17.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Leandro Trossard,be BEL,FW,28-067,0.5,0,2,1,50.0,4.39,2.2,0.0,0.0,17.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Jorginho,it ITA,MF,31-051,0.4,0,1,0,0.0,2.81,0.0,0.0,,18.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Cédric Soares,pt POR,DF,31-162,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rob Holding,eng ENG,DF,27-142,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marquinhos,br BRA,MF,19-308,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ethan Nwaneri,eng ENG,FW,15-325,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,24.9,20.0,43,322,105,32.6,16.1,5.25,0.13,0.4,15.9,10,1,1,38.2,37.7,0.12,4.8,4.3,
Opponent Total,,,27.4,20.0,16,171,60,35.1,8.55,3.0,0.08,0.23,17.0,4,2,3,18.6,16.3,0.1,-2.6,-2.3,
