Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Wladimiro Falcone,it ITA,GK,27-356,27,2430.0,90.0,100.0,27.0,27,90.0,27,0,,0,1.0,24.0,32.0,-8.0,-0.3,,22.2,30.0,-7.8,-0.29,,Matches
Federico Baschirotto,it ITA,DF,26-195,26,2340.0,90.0,96.3,26.0,26,90.0,26,0,,0,1.04,24.0,30.0,-6.0,-0.23,1.77,21.6,29.2,-7.6,-0.29,-0.03,Matches
Valentin Gendrey,fr FRA,DF,22-286,27,2251.0,83.0,92.6,25.0,25,89.0,23,2,11.0,0,1.0,22.0,31.0,-9.0,-0.36,-0.86,20.4,28.8,-8.3,-0.33,-0.58,Matches
Morten Hjulmand,dk DEN,MF,23-282,25,2127.0,85.0,87.5,23.6,25,85.0,22,0,,0,1.0,22.0,30.0,-8.0,-0.34,-0.34,19.1,25.4,-6.3,-0.27,0.19,Matches
Joan Gonzàlez,es ESP,MF,21-061,26,1851.0,71.0,76.2,20.6,22,78.0,4,4,36.0,0,0.92,19.0,23.0,-4.0,-0.19,0.43,16.9,20.3,-3.4,-0.17,0.52,Matches
Gabriel Strefezza,br BRA,FW,25-350,25,1759.0,70.0,72.4,19.5,22,77.0,2,3,24.0,0,1.04,19.0,28.0,-9.0,-0.46,-0.59,15.8,22.7,-6.9,-0.35,-0.23,Matches
Antonino Gallo,it ITA,DF,23-088,22,1692.0,77.0,69.6,18.8,19,85.0,15,3,25.0,4,1.18,17.0,19.0,-2.0,-0.11,0.63,15.0,18.8,-3.8,-0.2,0.29,Matches
Alexis Blin,fr FRA,"MF,DF",26-199,25,1608.0,64.0,66.2,17.9,17,80.0,9,8,32.0,2,1.04,15.0,19.0,-4.0,-0.22,0.21,13.9,19.4,-5.4,-0.3,-0.04,Matches
Federico Di Francesco,it ITA,"FW,MF",28-293,26,1413.0,54.0,58.1,15.7,17,70.0,2,9,25.0,0,1.04,15.0,17.0,-2.0,-0.13,0.4,13.0,15.3,-2.3,-0.15,0.35,Matches
Samuel Umtiti,fr FRA,DF,29-140,15,1214.0,81.0,50.0,13.5,14,86.0,11,1,8.0,9,1.13,13.0,16.0,-3.0,-0.22,0.15,11.9,13.6,-1.7,-0.13,0.33,Matches
Assan Ceesay,gm GAM,FW,29-017,23,1178.0,51.0,48.5,13.1,14,73.0,3,9,18.0,3,0.96,8.0,16.0,-8.0,-0.61,-0.61,7.9,14.7,-6.8,-0.52,-0.45,Matches
Lorenzo Colombo,it ITA,FW,21-026,24,1188.0,50.0,48.9,13.2,13,72.0,0,11,23.0,3,0.96,16.0,16.0,0.0,0.0,0.58,14.0,15.5,-1.4,-0.11,0.36,Matches
Lameck Banda,zm ZAM,"FW,MF",22-064,26,1180.0,45.0,48.6,13.1,13,69.0,2,13,22.0,1,1.04,10.0,15.0,-5.0,-0.38,-0.17,10.4,15.9,-5.5,-0.42,-0.25,Matches
Marin Pongračić,hr CRO,DF,25-204,9,790.0,88.0,32.5,8.8,9,88.0,8,0,,5,1.44,9.0,9.0,0.0,0.0,0.44,7.6,8.0,-0.4,-0.04,0.37,Matches
Giuseppe Pezzella,it ITA,DF,25-125,11,737.0,67.0,30.3,8.2,8,81.0,5,3,31.0,13,0.73,7.0,13.0,-6.0,-0.73,-0.63,7.2,11.2,-4.0,-0.49,-0.29,Matches
Kristoffer Askildsen,no NOR,MF,22-084,18,622.0,35.0,25.6,6.9,6,63.0,0,12,20.0,8,1.17,9.0,10.0,-1.0,-0.14,0.2,8.2,9.7,-1.5,-0.22,0.09,Matches
Kristijan Bistrović,hr CRO,MF,24-359,11,461.0,42.0,19.0,5.1,5,68.0,0,6,20.0,5,1.09,4.0,5.0,-1.0,-0.2,0.12,3.1,4.2,-1.1,-0.21,0.1,Matches
Youssef Maleh,it ITA,MF,24-224,10,441.0,44.0,18.1,4.9,5,65.0,0,5,23.0,0,0.8,2.0,6.0,-4.0,-0.82,-0.64,3.6,5.4,-1.9,-0.38,-0.11,Matches
Alessandro Tuia,it ITA,DF,32-299,6,419.0,70.0,17.2,4.7,5,80.0,3,1,18.0,19,0.67,2.0,5.0,-3.0,-0.64,-0.42,2.9,5.3,-2.5,-0.53,-0.29,Matches
Remi Oudin,fr FRA,FW,26-136,20,479.0,24.0,19.7,5.3,2,52.0,0,18,21.0,3,1.15,4.0,4.0,0.0,0.0,0.37,5.1,5.1,0.0,0.0,0.36,Matches
Þórir Jóhann Helgason,is ISL,MF,22-187,9,175.0,19.0,7.2,1.9,2,45.0,0,7,12.0,16,0.67,1.0,3.0,-2.0,-1.03,-0.79,1.8,3.1,-1.4,-0.69,-0.44,Matches
Yıldırım Mert Çetin,tr TUR,DF,26-092,1,20.0,20.0,0.8,0.2,1,20.0,0,0,,9,0.0,0.0,1.0,-1.0,-4.5,-4.24,0.0,0.7,-0.6,-2.86,-2.59,Matches
Marcin Listkowski,pl POL,"MF,FW",25-052,5,77.0,15.0,3.2,0.9,0,,0,5,15.0,13,0.4,0.0,1.0,-1.0,-1.17,-0.9,0.4,1.8,-1.4,-1.63,-1.38,Matches
Joel Voelkerling Persson,se SWE,FW,20-078,5,59.0,12.0,2.4,0.7,0,,0,5,12.0,15,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.1,0.19,0.5,Matches
Pablo Rodríguez,es ESP,"FW,MF",21-242,4,54.0,14.0,2.2,0.6,0,,0,4,14.0,14,0.25,0.0,0.0,0.0,0.0,0.3,0.6,0.8,-0.1,-0.21,0.08,Matches
Kastriot Dermaku,al ALB,DF,31-078,1,34.0,34.0,1.4,0.4,0,,0,1,34.0,5,1.0,0.0,1.0,-1.0,-2.65,-2.38,0.1,1.1,-1.0,-2.7,-2.44,Matches
Simone Romagnoli,it ITA,DF,33-053,1,26.0,26.0,1.1,0.3,0,,0,1,26.0,6,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.3,0.1,0.4,0.7,Matches
Pietro Ceccaroni,it ITA,DF,27-103,1,23.0,23.0,0.9,0.3,0,,0,1,23.0,6,3.0,1.0,1.0,0.0,0.0,0.3,0.4,0.6,-0.2,-0.97,-0.69,Matches
Tommaso Cassandro,it ITA,DF,23-084,1,13.0,13.0,0.5,0.1,0,,0,1,13.0,8,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.4,-0.4,-2.5,-2.23,Matches
Medon Berisha,xk KVX,FW,19-164,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Marco Bleve,it ITA,GK,27-167,0,,,,,0,,0,0,,27,,,,,,,,,,,,Matches
Federico Brancolini,it ITA,GK,21-263,0,,,,,0,,0,0,,22,,,,,,,,,,,,Matches
Mattia Ciucci,it ITA,DF,20-143,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Francesco Di Mariano,it ITA,"FW,MF",26-348,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Gianluca Frabotta,it ITA,DF,23-283,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Mats Lemmens,be BEL,DF,21-024,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
Jasper Samooja,fi FIN,GK,19-256,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Squad Total,,,25.3,27,2430.0,90.0,100.0,27.0,297,80.0,162,133,21.0,245,1.0,24.0,32.0,-8.0,-0.3,,22.2,30.0,-7.8,-0.29,,
Opponent Total,,,27.4,27,2430.0,90.0,100.0,27.0,297,80.0,162,133,21.0,203,1.67,32.0,24.0,8.0,0.3,,30.0,22.2,7.8,0.29,,
