Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Wladimiro Falcone,it ITA,GK,27-341,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Federico Baschirotto,it ITA,DF,26-180,25.0,3,13,3,23.1,0.52,0.12,0.23,1.0,10.2,0,0,0,1.5,1.5,0.11,1.5,1.5,Matches
Valentin Gendrey,fr FRA,DF,22-271,24.2,0,8,0,0.0,0.33,0.0,0.0,,22.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Morten Hjulmand,dk DEN,MF,23-267,22.6,0,9,1,11.1,0.4,0.04,0.0,0.0,25.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Joan Gonzàlez,es ESP,MF,21-046,19.7,1,16,3,18.8,0.81,0.15,0.06,0.33,16.6,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Gabriel Strefezza,br BRA,FW,25-335,18.8,7,43,14,32.6,2.29,0.75,0.14,0.43,20.4,2,1,1,3.5,2.7,0.06,3.5,3.3,Matches
Antonino Gallo,it ITA,DF,23-073,17.8,0,5,1,20.0,0.28,0.06,0.0,0.0,26.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Alexis Blin,fr FRA,"MF,DF",26-184,17.1,1,9,2,22.2,0.53,0.12,0.11,0.5,15.8,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches
Federico Di Francesco,it ITA,"FW,MF",28-278,14.7,1,25,11,44.0,1.7,0.75,0.04,0.09,17.8,1,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
Assan Ceesay,gm GAM,FW,29-002,13.0,4,28,6,21.4,2.15,0.46,0.14,0.67,15.6,0,0,0,3.0,3.0,0.11,1.0,1.0,Matches
Lameck Banda,zm ZAM,"FW,MF",22-049,13.1,1,25,7,28.0,1.91,0.53,0.04,0.14,20.0,0,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
Samuel Umtiti,fr FRA,DF,29-125,12.5,0,5,0,0.0,0.4,0.0,0.0,,13.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Lorenzo Colombo,it ITA,FW,21-011,12.3,4,32,9,28.1,2.6,0.73,0.13,0.44,18.2,0,0,1,4.4,3.6,0.11,-0.4,0.4,Matches
Marin Pongračić,hr CRO,DF,25-189,8.8,0,1,0,0.0,0.11,0.0,0.0,,16.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Giuseppe Pezzella,it ITA,DF,25-110,8.2,0,2,0,0.0,0.24,0.0,0.0,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Kristoffer Askildsen,no NOR,MF,22-069,6.9,0,9,3,33.3,1.3,0.43,0.0,0.0,24.4,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Kristijan Bistrović,hr CRO,MF,24-344,5.1,0,8,1,12.5,1.56,0.2,0.0,0.0,24.4,4,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Youssef Maleh,it ITA,MF,24-209,4.7,0,4,0,0.0,0.86,0.0,0.0,,20.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Alessandro Tuia,it ITA,DF,32-284,4.7,0,2,1,50.0,0.43,0.21,0.0,0.0,11.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Remi Oudin,fr FRA,FW,26-121,5.1,0,14,5,35.7,2.75,0.98,0.0,0.0,22.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Þórir Jóhann Helgason,is ISL,MF,22-172,1.8,0,2,0,0.0,1.11,0.0,0.0,,32.6,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Yıldırım Mert Çetin,tr TUR,DF,26-077,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marcin Listkowski,pl POL,"MF,FW",25-037,0.9,0,1,0,0.0,1.17,0.0,0.0,,13.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Joel Voelkerling Persson,se SWE,FW,20-063,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pablo Rodríguez,es ESP,"FW,MF",21-227,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kastriot Dermaku,al ALB,DF,31-063,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Simone Romagnoli,it ITA,DF,33-038,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pietro Ceccaroni,it ITA,DF,27-088,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.2,26.0,22,261,67,25.7,10.04,2.58,0.08,0.31,19.0,9,1,2,21.6,20.1,0.08,0.4,0.9,
Opponent Total,,,27.4,26.0,30,302,109,36.1,11.62,4.19,0.09,0.24,18.2,10,4,4,28.8,25.9,0.09,1.2,0.1,
