Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Wladimiro Falcone,it ITA,GK,27-341,26,26,2340,26.0,31,1.19,113,83,76.1,6,9,11,3,11.5,4,4,0,0,0.0,Matches
Squad Total,,,25.2,26,26,2340,26.0,31,1.19,113,83,76.1,6,9,11,3,11.5,4,4,0,0,0.0,
Opponent Total,,,27.4,26,26,2340,26.0,24,0.92,69,46,66.7,11,9,6,9,34.6,2,1,1,0,50.0,
