Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Wladimiro Falcone,it ITA,GK,27-341,26.0,1,0,0,1,2,0,0,2,0,0,1,0,27,10,0,100.0,Matches
Federico Baschirotto,it ITA,DF,26-180,25.0,5,0,0,22,9,0,9,29,19,0,0,0,139,59,48,55.1,Matches
Valentin Gendrey,fr FRA,DF,22-271,24.2,3,0,0,15,22,1,47,34,41,1,1,0,136,35,37,48.6,Matches
Morten Hjulmand,dk DEN,MF,23-267,22.6,7,1,0,41,29,0,10,53,34,0,0,0,177,30,19,61.2,Matches
Joan Gonzàlez,es ESP,MF,21-046,19.7,6,0,0,31,40,1,21,13,21,0,0,1,108,25,45,35.7,Matches
Gabriel Strefezza,br BRA,FW,25-335,18.8,4,0,0,34,53,0,94,11,19,0,1,0,94,12,28,30.0,Matches
Antonino Gallo,it ITA,DF,23-073,17.8,4,1,1,11,12,2,63,11,25,0,0,0,131,20,17,54.1,Matches
Alexis Blin,fr FRA,"MF,DF",26-184,17.1,3,0,0,26,19,0,20,22,23,0,0,0,88,31,52,37.3,Matches
Federico Di Francesco,it ITA,"FW,MF",28-278,14.7,4,0,0,29,16,7,30,6,13,1,0,0,54,5,10,33.3,Matches
Assan Ceesay,gm GAM,FW,29-002,13.0,1,0,0,21,19,14,9,2,16,0,0,0,33,41,38,51.9,Matches
Lameck Banda,zm ZAM,"FW,MF",22-049,13.1,4,0,0,20,28,9,32,3,14,0,0,0,58,5,20,20.0,Matches
Samuel Umtiti,fr FRA,DF,29-125,12.5,4,0,0,16,20,0,2,17,18,0,0,0,87,26,19,57.8,Matches
Lorenzo Colombo,it ITA,FW,21-011,12.3,4,0,0,29,8,6,9,2,4,0,0,0,30,26,88,22.8,Matches
Marin Pongračić,hr CRO,DF,25-189,8.8,2,0,0,15,0,0,0,16,14,0,0,0,59,9,10,47.4,Matches
Giuseppe Pezzella,it ITA,DF,25-110,8.2,1,0,0,15,7,1,24,6,9,0,0,0,41,8,6,57.1,Matches
Kristoffer Askildsen,no NOR,MF,22-069,6.9,3,0,0,16,6,1,19,10,3,0,1,0,39,17,16,51.5,Matches
Kristijan Bistrović,hr CRO,MF,24-344,5.1,0,0,0,2,4,1,21,0,1,0,0,0,15,2,5,28.6,Matches
Youssef Maleh,it ITA,MF,24-209,4.7,2,0,0,16,6,2,4,2,6,0,0,0,28,5,5,50.0,Matches
Alessandro Tuia,it ITA,DF,32-284,4.7,0,0,0,5,2,0,1,13,5,0,0,0,27,4,10,28.6,Matches
Remi Oudin,fr FRA,FW,26-121,5.1,1,0,0,7,6,1,42,14,7,0,0,0,39,6,8,42.9,Matches
Þórir Jóhann Helgason,is ISL,MF,22-172,1.8,0,0,0,2,1,0,9,3,1,0,0,0,8,1,4,20.0,Matches
Yıldırım Mert Çetin,tr TUR,DF,26-077,0.2,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,,Matches
Marcin Listkowski,pl POL,"MF,FW",25-037,0.9,0,0,0,2,1,0,3,3,0,0,0,0,5,1,0,100.0,Matches
Joel Voelkerling Persson,se SWE,FW,20-063,0.7,0,0,0,1,1,0,1,0,1,0,0,0,3,5,6,45.5,Matches
Pablo Rodríguez,es ESP,"FW,MF",21-227,0.6,0,0,0,1,2,0,4,0,1,0,0,0,2,0,2,0.0,Matches
Kastriot Dermaku,al ALB,DF,31-063,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Simone Romagnoli,it ITA,DF,33-038,0.3,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,60.0,Matches
Pietro Ceccaroni,it ITA,DF,27-088,0.3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,,Matches
Squad Total,,,25.2,26.0,59,2,1,378,314,46,474,276,296,2,4,1,1436,386,495,43.8,
Opponent Total,,,27.4,26.0,60,0,0,327,355,52,495,221,224,3,2,2,1412,495,386,56.2,
