Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Wladimiro Falcone,it ITA,GK,27-356,27.0,879,580,293,81,0,4,0,0,0,0,0,0,451,6,0,Matches
Federico Baschirotto,it ITA,DF,26-195,26.0,1033,945,82,58,1,16,9,18,0,0,0,0,752,6,8,Matches
Valentin Gendrey,fr FRA,DF,22-286,25.0,1078,794,280,14,1,6,49,266,0,0,0,0,764,4,28,Matches
Morten Hjulmand,dk DEN,MF,23-282,23.6,915,857,54,52,0,13,10,1,0,0,0,0,711,4,16,Matches
Joan Gonzàlez,es ESP,MF,21-061,20.6,651,614,36,7,2,5,21,12,1,0,0,0,500,1,15,Matches
Gabriel Strefezza,br BRA,FW,25-350,19.5,644,581,55,16,3,14,98,10,29,12,9,0,392,8,26,Matches
Antonino Gallo,it ITA,DF,23-088,18.8,908,714,189,20,0,11,66,169,0,0,0,0,617,5,17,Matches
Alexis Blin,fr FRA,"MF,DF",26-199,17.9,687,646,40,13,1,6,21,11,2,1,0,0,552,1,8,Matches
Federico Di Francesco,it ITA,"FW,MF",28-293,15.7,381,340,38,2,4,2,31,10,26,0,2,0,257,3,16,Matches
Samuel Umtiti,fr FRA,DF,29-140,13.5,519,488,29,27,0,3,2,2,0,0,0,0,428,2,7,Matches
Assan Ceesay,gm GAM,FW,29-017,13.1,265,246,17,0,0,1,9,5,1,0,0,0,160,2,11,Matches
Lorenzo Colombo,it ITA,FW,21-026,13.2,279,265,12,0,0,6,9,2,0,0,0,0,179,2,11,Matches
Lameck Banda,zm ZAM,"FW,MF",22-064,13.1,300,289,10,1,0,0,32,3,6,3,0,0,196,1,17,Matches
Marin Pongračić,hr CRO,DF,25-204,8.8,361,324,37,37,0,3,0,0,0,0,0,0,296,0,1,Matches
Giuseppe Pezzella,it ITA,DF,25-125,8.2,426,323,102,9,0,3,24,92,1,0,1,0,339,1,11,Matches
Kristoffer Askildsen,no NOR,MF,22-084,6.9,228,196,31,11,0,7,19,3,15,7,6,0,144,1,7,Matches
Kristijan Bistrović,hr CRO,MF,24-359,5.1,140,119,21,11,0,3,21,0,7,3,3,0,101,0,6,Matches
Youssef Maleh,it ITA,MF,24-224,4.9,127,120,7,2,0,0,5,2,2,0,0,0,87,0,4,Matches
Alessandro Tuia,it ITA,DF,32-299,4.7,168,159,9,8,0,2,1,0,0,0,0,0,119,0,0,Matches
Remi Oudin,fr FRA,FW,26-136,5.3,264,228,35,8,1,4,44,8,19,6,10,0,160,1,12,Matches
Þórir Jóhann Helgason,is ISL,MF,22-187,1.9,58,50,8,1,0,0,9,0,6,5,1,0,43,0,0,Matches
Yıldırım Mert Çetin,tr TUR,DF,26-092,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
Marcin Listkowski,pl POL,"MF,FW",25-052,0.9,24,23,1,0,0,0,3,1,0,0,0,0,16,0,0,Matches
Joel Voelkerling Persson,se SWE,FW,20-078,0.7,21,21,0,0,0,0,1,0,0,0,0,0,15,0,0,Matches
Pablo Rodríguez,es ESP,"FW,MF",21-242,0.6,21,18,3,0,0,0,4,1,2,0,1,0,14,0,2,Matches
Kastriot Dermaku,al ALB,DF,31-078,0.4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Simone Romagnoli,it ITA,DF,33-053,0.3,16,13,3,3,0,0,0,0,0,0,0,0,13,0,0,Matches
Pietro Ceccaroni,it ITA,DF,27-103,0.3,5,4,1,1,0,0,0,0,0,0,0,0,2,0,0,Matches
Tommaso Cassandro,it ITA,DF,23-084,0.1,6,3,3,0,0,0,0,3,0,0,0,0,6,0,0,Matches
Squad Total,,,25.3,27.0,10409,8965,1396,382,13,109,488,619,117,37,33,0,7317,48,224,
Opponent Total,,,27.4,27.0,14321,12615,1652,429,34,109,514,797,150,47,82,0,11088,54,302,
