Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Wladimiro Falcone,it ITA,GK,27-356,27.0,32,4,1,5,2,32.4,0.25,2.4,0.09,137,532,25.8,661,111,55.8,41.6,212,76.9,52.2,400,20,5.0,27,1.0,13.0,Matches
Squad Total,,,25.3,27.0,32,4,1,5,2,32.4,0.25,2.4,0.09,137,532,25.8,661,111,55.8,41.6,212,76.9,52.2,400,20,5.0,27,1.0,13.0,
Opponent Total,,,27.4,27.0,24,1,0,5,2,20.9,0.27,-1.1,-0.04,141,361,39.1,795,142,34.5,33.5,186,46.8,40.2,366,24,6.6,27,1.0,15.7,
