Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Gianluigi Donnarumma,it ITA,GK,24-036,28.0,768,685,763,6,0,0,768,0,0,,0,,533,2396,1482,0,0,0,0,0,346,0,Matches
Lionel Messi,ar ARG,"FW,MF",35-282,22.5,1695,3,64,826,825,125,1695,144,79,54.9,54,37.5,1457,8394,3791,89,92,32,38,55,1458,175,Matches
Marquinhos,br BRA,DF,28-323,22.1,1750,213,737,950,68,29,1750,0,0,,0,,1429,6945,3632,4,14,2,7,5,1338,9,Matches
Kylian Mbappé,fr FRA,FW,24-103,21.3,1166,5,24,365,791,215,1162,143,48,33.6,81,56.6,1034,6783,3299,124,88,66,42,25,1022,323,Matches
Sergio Ramos,es ESP,DF,37-003,21.0,1885,190,716,1048,129,17,1885,13,5,38.5,5,38.5,1568,7740,3711,11,16,3,5,5,1471,7,Matches
Vitinha,pt POR,MF,23-048,19.3,1561,31,237,951,385,25,1561,39,20,51.3,14,35.9,1338,7197,3400,40,50,4,22,24,1275,61,Matches
Marco Verratti,it ITA,MF,30-148,17.8,1970,52,396,1239,358,17,1970,45,24,53.3,13,28.9,1650,7992,3972,31,54,5,14,28,1568,30,Matches
Neymar,br BRA,"MF,FW",31-056,17.2,1470,3,124,774,591,73,1468,96,38,39.6,46,47.9,1289,7565,3392,69,77,12,50,37,1260,127,Matches
Danilo Pereira,pt POR,"DF,MF",31-205,17.2,1393,118,425,881,97,20,1393,6,4,66.7,2,33.3,1130,5933,3062,14,16,1,8,7,1041,7,Matches
Achraf Hakimi,ma MAR,"DF,MF",24-149,16.8,1211,31,248,488,491,61,1211,50,20,40.0,22,44.0,961,5470,3044,67,54,18,16,17,899,178,Matches
Fabián Ruiz Peña,es ESP,MF,26-364,14.7,1291,28,287,771,239,29,1291,18,9,50.0,9,50.0,1095,4668,2128,19,14,3,18,12,1023,56,Matches
Nuno Mendes,pt POR,"DF,MF",20-287,14.1,904,36,194,331,391,49,904,50,19,38.0,28,56.0,692,3822,1865,42,24,16,27,14,630,169,Matches
Juan Bernat,es ESP,DF,30-032,12.7,821,36,222,400,205,38,821,28,15,53.6,12,42.9,634,3140,1388,18,15,8,6,6,590,96,Matches
Nordi Mukiele,fr FRA,DF,25-152,12.6,801,50,236,387,189,29,801,24,6,25.0,12,50.0,588,3067,1363,19,10,3,12,12,548,57,Matches
Carlos Soler,es ESP,MF,26-090,9.4,536,7,73,268,199,21,536,8,3,37.5,2,25.0,449,2078,866,17,22,1,11,11,428,46,Matches
Presnel Kimpembe,fr FRA,DF,27-232,8.1,567,59,203,327,39,7,567,3,2,66.7,0,0.0,430,2001,1090,4,8,0,4,5,407,4,Matches
Hugo Ekitike,fr FRA,FW,20-286,9.2,346,4,23,154,177,47,346,27,11,40.7,13,48.1,252,1651,563,18,12,7,22,12,243,60,Matches
Warren Zaire-Emery,fr FRA,"MF,DF",17-025,5.8,433,10,50,289,102,10,433,20,8,40.0,10,50.0,365,2198,995,15,14,2,7,10,346,23,Matches
Timothee Pembele,fr FRA,DF,20-205,2.9,113,4,30,43,41,7,113,5,4,80.0,1,20.0,72,397,227,4,2,2,4,1,68,20,Matches
Renato Sanches,pt POR,MF,25-227,5.1,486,8,71,319,103,13,486,6,4,66.7,2,33.3,413,2291,1255,16,13,2,9,4,399,20,Matches
Pablo Sarabia,es ESP,"FW,MF",30-326,4.1,225,1,40,91,94,15,225,5,1,20.0,3,60.0,181,953,406,9,8,0,11,7,178,37,Matches
El Chadaille Bitshiabu,fr FRA,DF,17-321,3.5,316,32,134,176,9,1,316,0,0,,0,,250,994,285,0,1,0,2,2,225,3,Matches
Leandro Paredes,ar ARG,MF,28-277,0.6,75,2,10,57,8,0,75,0,0,,0,,64,320,203,1,3,0,0,0,62,0,Matches
Ismaël Gharbi,es ESP,"MF,FW",18-357,0.5,36,1,2,21,13,2,36,2,2,100.0,0,0.0,33,184,56,1,0,0,0,1,30,7,Matches
Ilyes Housni,fr FRA,FW,17-323,0.1,5,0,1,2,2,0,5,0,0,,0,,6,25,13,0,0,0,1,2,6,1,Matches
Squad Total,,,27.6,28.0,21824,1609,5310,11164,5546,850,21818,732,322,44.0,329,44.9,17913,94204,45488,632,607,187,336,302,16861,1516,
Opponent Total,,,26.9,28.0,15482,1876,5326,6925,3420,468,15480,576,256,44.4,264,45.8,11567,67081,31521,520,428,115,339,202,10277,959,
