Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Gianluigi Donnarumma,it ITA,GK,24-022,27,2430.0,90.0,100.0,27.0,27,90.0,27,0,,0,2.44,68.0,26.0,42.0,1.56,,58.0,30.8,27.1,1.01,,Matches
Marquinhos,br BRA,DF,28-309,24,1990.0,83.0,81.9,22.1,22,89.0,19,2,18.0,0,2.38,53.0,20.0,33.0,1.49,-0.35,47.3,24.6,22.7,1.03,0.13,Matches
Lionel Messi,ar ARG,"FW,MF",35-268,22,1937.0,88.0,79.7,21.5,22,88.0,17,0,,0,2.68,59.0,18.0,41.0,1.91,1.72,48.6,22.1,26.5,1.23,1.11,Matches
Sergio Ramos,es ESP,DF,36-354,24,1894.0,79.0,77.9,21.0,22,83.0,17,2,37.0,0,2.38,51.0,21.0,30.0,1.43,-0.59,42.1,24.3,17.7,0.84,-0.74,Matches
Kylian Mbappé,fr FRA,FW,24-089,23,1828.0,79.0,75.2,20.3,21,84.0,15,2,34.0,0,2.48,52.0,19.0,33.0,1.62,0.28,44.9,24.6,20.2,1.0,-0.03,Matches
Vitinha,pt POR,MF,23-034,25,1651.0,66.0,67.9,18.3,20,75.0,5,5,31.0,1,2.48,43.0,17.0,26.0,1.42,-0.43,37.2,20.6,16.6,0.91,-0.31,Matches
Marco Verratti,it ITA,MF,30-134,20,1514.0,76.0,62.3,16.8,19,79.0,9,1,13.0,0,2.55,47.0,14.0,33.0,1.96,1.08,39.9,18.6,21.3,1.27,0.69,Matches
Neymar,br BRA,"MF,FW",31-042,20,1545.0,77.0,63.6,17.2,18,82.0,9,2,31.0,0,2.4,42.0,14.0,28.0,1.63,0.21,36.0,20.4,15.6,0.91,-0.27,Matches
Achraf Hakimi,ma MAR,"DF,MF",24-135,21,1508.0,72.0,62.1,16.8,16,89.0,14,5,17.0,1,2.29,43.0,12.0,31.0,1.85,0.78,39.1,16.7,22.4,1.34,0.88,Matches
Danilo Pereira,pt POR,"DF,MF",31-191,22,1455.0,66.0,59.9,16.2,16,81.0,11,6,27.0,3,2.32,37.0,14.0,23.0,1.42,-0.33,32.9,17.1,15.8,0.98,-0.06,Matches
Fabián Ruiz Peña,es ESP,MF,26-350,18,1269.0,71.0,52.2,14.1,15,79.0,7,3,27.0,0,2.44,29.0,14.0,15.0,1.06,-1.03,27.1,16.8,10.3,0.73,-0.57,Matches
Nuno Mendes,pt POR,"DF,MF",20-273,18,1181.0,66.0,48.6,13.1,14,78.0,6,4,24.0,1,2.89,40.0,11.0,29.0,2.21,1.27,32.4,11.4,21.0,1.6,1.16,Matches
Nordi Mukiele,fr FRA,DF,25-138,19,1137.0,60.0,46.8,12.6,12,83.0,9,7,20.0,2,2.47,33.0,11.0,22.0,1.74,0.35,24.9,12.7,12.2,0.97,-0.08,Matches
Juan Bernat,es ESP,DF,30-018,20,1085.0,54.0,44.7,12.1,11,81.0,7,9,21.0,6,2.5,26.0,11.0,15.0,1.24,-0.56,22.8,16.4,6.4,0.53,-0.86,Matches
Carlos Soler,es ESP,MF,26-076,18,843.0,47.0,34.7,9.4,10,74.0,2,8,13.0,4,2.28,22.0,11.0,11.0,1.17,-0.58,19.5,10.9,8.6,0.92,-0.13,Matches
Presnel Kimpembe,fr FRA,DF,27-218,11,730.0,66.0,30.0,8.1,9,78.0,7,2,14.0,0,2.55,30.0,9.0,21.0,2.59,1.48,21.6,9.6,12.0,1.49,0.69,Matches
Hugo Ekitike,fr FRA,FW,20-272,18,792.0,44.0,32.6,8.8,8,72.0,0,10,22.0,9,2.5,20.0,14.0,6.0,0.68,-1.3,15.7,10.0,5.8,0.66,-0.51,Matches
