Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Gianluigi Donnarumma,it ITA,GK,24-022,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marquinhos,br BRA,DF,28-309,22.1,2,13,4,30.8,0.59,0.18,0.15,0.5,8.2,0,0,0,1.7,1.7,0.13,0.3,0.3,Matches
Lionel Messi,ar ARG,"FW,MF",35-268,21.5,13,95,42,44.2,4.41,1.95,0.14,0.31,17.6,16,0,0,12.9,12.9,0.14,0.1,0.1,Matches
Sergio Ramos,es ESP,DF,36-354,21.0,0,10,4,40.0,0.48,0.19,0.0,0.0,11.7,0,0,0,0.9,0.9,0.1,-0.9,-0.9,Matches
Kylian Mbappé,fr FRA,FW,24-089,20.3,19,94,50,53.2,4.63,2.46,0.18,0.34,16.1,1,2,4,16.6,13.3,0.14,2.4,3.7,Matches
Vitinha,pt POR,MF,23-034,18.3,0,19,5,26.3,1.04,0.27,0.0,0.0,21.4,0,0,0,1.9,1.9,0.1,-1.9,-1.9,Matches
Marco Verratti,it ITA,MF,30-134,16.8,0,4,2,50.0,0.24,0.12,0.0,0.0,17.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Neymar,br BRA,"MF,FW",31-042,17.2,13,36,18,50.0,2.1,1.05,0.31,0.61,16.8,6,2,2,8.1,6.5,0.18,4.9,4.5,Matches
Achraf Hakimi,ma MAR,"DF,MF",24-135,16.8,4,14,7,50.0,0.84,0.42,0.29,0.57,15.5,0,0,0,2.7,2.7,0.2,1.3,1.3,Matches
Danilo Pereira,pt POR,"DF,MF",31-191,16.2,2,14,3,21.4,0.87,0.19,0.14,0.67,12.3,0,0,0,1.5,1.5,0.11,0.5,0.5,Matches
Fabián Ruiz Peña,es ESP,MF,26-350,14.1,1,15,3,20.0,1.06,0.21,0.07,0.33,18.1,0,0,0,1.4,1.4,0.1,-0.4,-0.4,Matches
Nuno Mendes,pt POR,"DF,MF",20-273,13.1,1,8,7,87.5,0.61,0.53,0.13,0.14,10.9,0,0,0,1.0,1.0,0.12,0.0,0.0,Matches
Nordi Mukiele,fr FRA,DF,25-138,12.6,0,11,2,18.2,0.87,0.16,0.0,0.0,11.6,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
Juan Bernat,es ESP,DF,30-018,12.1,1,7,6,85.7,0.58,0.5,0.14,0.17,11.4,0,0,0,0.9,0.9,0.12,0.1,0.1,Matches
Carlos Soler,es ESP,MF,26-076,9.4,3,9,6,66.7,0.96,0.64,0.33,0.5,14.3,0,0,0,1.4,1.4,0.16,1.6,1.6,Matches
Presnel Kimpembe,fr FRA,DF,27-218,8.1,0,4,0,0.0,0.49,0.0,0.0,,6.3,0,0,0,0.7,0.7,0.17,-0.7,-0.7,Matches
Hugo Ekitike,fr FRA,FW,20-272,8.8,3,20,9,45.0,2.27,1.02,0.15,0.33,13.7,0,0,0,2.5,2.5,0.13,0.5,0.5,Matches
Warren Zaire-Emery,fr FRA,MF,17-011,5.3,2,6,4,66.7,1.13,0.75,0.33,0.5,17.1,0,0,0,1.3,1.3,0.22,0.7,0.7,Matches
Renato Sanches,pt POR,MF,25-213,4.7,2,6,4,66.7,1.27,0.85,0.33,0.5,15.2,0,0,0,0.6,0.6,0.11,1.4,1.4,Matches
Pablo Sarabia,es ESP,"FW,MF",30-312,4.1,0,6,2,33.3,1.46,0.49,0.0,0.0,10.4,0,0,0,1.3,1.3,0.22,-1.3,-1.3,Matches
Timothee Pembele,fr FRA,DF,20-191,2.4,0,2,0,0.0,0.83,0.0,0.0,,17.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
El Chadaille Bitshiabu,fr FRA,DF,17-307,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Leandro Paredes,ar ARG,MF,28-263,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ismaël Gharbi,es ESP,"MF,FW",18-343,0.5,0,1,0,0.0,1.91,0.0,0.0,,18.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Ilyes Housni,fr FRA,FW,17-309,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.6,27.0,66,394,178,45.2,14.59,6.59,0.16,0.35,15.7,23,4,6,58.0,53.1,0.14,8.0,8.9,
Opponent Total,,,26.9,27.0,25,303,106,35.0,11.22,3.93,0.08,0.23,18.1,12,1,2,30.8,29.2,0.1,-5.8,-5.2,
