Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Gianluigi Donnarumma,it ITA,GK,24-022,27.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,2,Matches
Marquinhos,br BRA,DF,28-309,22.1,22,15,11,9,2,14,19,73.7,5,29,18,11,20,42,59,2,Matches
Lionel Messi,ar ARG,"FW,MF",35-268,21.5,20,14,1,10,9,7,19,36.8,12,8,0,8,0,20,0,0,Matches
Sergio Ramos,es ESP,DF,36-354,21.0,29,21,12,15,2,20,36,55.6,16,22,9,13,24,53,56,2,Matches
Kylian Mbappé,fr FRA,FW,24-089,20.3,6,2,0,2,4,2,9,22.2,7,4,0,4,3,9,3,0,Matches
Vitinha,pt POR,MF,23-034,18.3,35,17,11,18,6,15,51,29.4,36,16,3,13,15,50,10,0,Matches
Marco Verratti,it ITA,MF,30-134,16.8,60,37,28,29,3,33,63,52.4,30,34,6,28,18,78,7,2,Matches
Neymar,br BRA,"MF,FW",31-042,17.2,22,14,6,9,7,9,19,47.4,10,7,1,6,4,26,1,1,Matches
Achraf Hakimi,ma MAR,"DF,MF",24-135,16.8,40,24,14,16,10,23,38,60.5,15,25,1,24,9,49,9,0,Matches
Danilo Pereira,pt POR,"DF,MF",31-191,16.2,23,12,10,10,3,12,15,80.0,3,16,11,5,22,45,34,0,Matches
Fabián Ruiz Peña,es ESP,MF,26-350,14.1,44,19,16,23,5,33,54,61.1,21,19,1,18,9,53,12,1,Matches
Nuno Mendes,pt POR,"DF,MF",20-273,13.1,34,24,22,10,2,25,33,75.8,8,12,2,10,12,46,13,0,Matches
Nordi Mukiele,fr FRA,DF,25-138,12.6,31,23,16,6,9,19,29,65.5,10,22,9,13,14,45,16,0,Matches
Juan Bernat,es ESP,DF,30-018,12.1,23,12,15,6,2,16,28,57.1,12,8,1,7,7,30,14,0,Matches
Carlos Soler,es ESP,MF,26-076,9.4,13,9,4,7,2,8,15,53.3,7,6,2,4,3,16,2,0,Matches
Presnel Kimpembe,fr FRA,DF,27-218,8.1,17,8,9,6,2,9,13,69.2,4,12,7,5,13,30,9,1,Matches
Hugo Ekitike,fr FRA,FW,20-272,8.8,10,4,1,8,1,4,12,33.3,8,10,0,10,4,14,2,0,Matches
Warren Zaire-Emery,fr FRA,MF,17-011,5.3,8,5,1,6,1,4,15,26.7,11,7,0,7,7,15,4,0,Matches
Renato Sanches,pt POR,MF,25-213,4.7,3,0,0,1,2,1,5,20.0,4,6,0,6,8,11,3,0,Matches
Pablo Sarabia,es ESP,"FW,MF",30-312,4.1,5,4,2,2,1,1,7,14.3,6,3,0,3,2,7,0,0,Matches
Timothee Pembele,fr FRA,DF,20-191,2.4,4,4,3,0,1,2,4,50.0,2,2,0,2,4,8,2,0,Matches
El Chadaille Bitshiabu,fr FRA,DF,17-307,2.5,7,4,5,1,1,1,4,25.0,3,5,3,2,7,14,4,1,Matches
Leandro Paredes,ar ARG,MF,28-263,0.6,1,1,1,0,0,1,1,100.0,0,2,1,1,1,2,0,0,Matches
Ismaël Gharbi,es ESP,"MF,FW",18-343,0.5,0,0,0,0,0,0,2,0.0,2,1,0,1,3,3,0,0,Matches
Ilyes Housni,fr FRA,FW,17-309,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,27.6,27.0,458,274,189,194,75,260,493,52.7,233,276,75,201,209,667,268,12,
Opponent Total,,,26.9,27.0,612,367,298,223,91,318,623,51.0,305,334,83,251,326,938,377,5,
