Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Gianluigi Donnarumma,it ITA,GK,24-036,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lionel Messi,ar ARG,"FW,MF",35-282,23,23,2027.0,22.5,13.0,13.0,26.0,13.0,0.0,0.0,0.0,0.0,13.2,13.2,9.7,22.9,89.0,219.0,175.0,0.58,0.58,1.15,0.58,1.15,0.58,0.43,1.02,0.58,1.02,Matches
Marquinhos,br BRA,DF,28-323,24,22,1990.0,22.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.7,1.7,0.4,2.1,4.0,67.0,9.0,0.09,0.0,0.09,0.09,0.09,0.08,0.02,0.1,0.08,0.1,Matches
Kylian Mbappé,fr FRA,FW,24-103,24,22,1918.0,21.3,19.0,3.0,22.0,17.0,2.0,4.0,5.0,0.0,17.4,14.1,5.6,19.7,124.0,90.0,323.0,0.89,0.14,1.03,0.8,0.94,0.82,0.26,1.08,0.66,0.92,Matches
Sergio Ramos,es ESP,DF,37-003,24,22,1894.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.9,0.9,0.1,1.0,11.0,121.0,7.0,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,0.05,Matches
Vitinha,pt POR,MF,23-048,26,21,1741.0,19.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.9,1.9,1.9,3.8,40.0,97.0,61.0,0.0,0.05,0.05,0.0,0.05,0.1,0.1,0.2,0.1,0.2,Matches
Marco Verratti,it ITA,MF,30-148,21,20,1604.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.4,0.4,1.1,1.5,31.0,195.0,30.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches
Neymar,br BRA,"MF,FW",31-056,20,18,1545.0,17.2,13.0,11.0,24.0,11.0,2.0,2.0,6.0,1.0,8.1,6.5,8.8,15.3,69.0,161.0,127.0,0.76,0.64,1.4,0.64,1.28,0.47,0.51,0.98,0.38,0.89,Matches
Danilo Pereira,pt POR,"DF,MF",31-205,23,17,1545.0,17.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,0.5,2.0,14.0,105.0,7.0,0.12,0.0,0.12,0.12,0.12,0.09,0.03,0.12,0.09,0.12,Matches
Achraf Hakimi,ma MAR,"DF,MF",24-149,21,16,1508.0,16.8,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,2.7,2.7,2.8,5.5,67.0,74.0,178.0,0.24,0.18,0.42,0.24,0.42,0.16,0.16,0.33,0.16,0.33,Matches
Fabián Ruiz Peña,es ESP,MF,26-364,19,16,1324.0,14.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,1.3,2.9,19.0,83.0,56.0,0.07,0.07,0.14,0.07,0.14,0.11,0.09,0.2,0.11,0.2,Matches
Nuno Mendes,pt POR,"DF,MF",20-287,19,15,1271.0,14.1,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.4,3.4,42.0,64.0,169.0,0.07,0.28,0.35,0.07,0.35,0.07,0.17,0.24,0.07,0.24,Matches
Juan Bernat,es ESP,DF,30-032,21,12,1139.0,12.7,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,2.3,3.1,18.0,22.0,96.0,0.08,0.24,0.32,0.08,0.32,0.07,0.18,0.25,0.07,0.25,Matches
