Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Gianluigi Donnarumma,it ITA,GK,24-036,28.0,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lionel Messi,ar ARG,"FW,MF",35-282,22.5,144,6.39,98,15,13,8,8,2,27,1.2,21,0,3,1,2,0,Matches
Marquinhos,br BRA,DF,28-323,22.1,13,0.59,10,1,0,2,0,0,1,0.05,1,0,0,0,0,0,Matches
Kylian Mbappé,fr FRA,FW,24-103,21.3,87,4.08,62,2,10,9,4,0,14,0.66,7,0,3,2,2,0,Matches
Sergio Ramos,es ESP,DF,37-003,21.0,15,0.71,11,0,0,2,2,0,1,0.05,1,0,0,0,0,0,Matches
Vitinha,pt POR,MF,23-048,19.3,48,2.48,42,0,0,2,2,2,7,0.36,6,0,0,0,1,0,Matches
Marco Verratti,it ITA,MF,30-148,17.8,52,2.92,49,1,1,1,0,0,7,0.39,7,0,0,0,0,0,Matches
Neymar,br BRA,"MF,FW",31-056,17.2,105,6.11,75,12,2,6,10,0,16,0.93,11,3,0,1,1,0,Matches
Danilo Pereira,pt POR,"DF,MF",31-205,17.2,19,1.11,16,0,0,2,0,1,1,0.06,1,0,0,0,0,0,Matches
Achraf Hakimi,ma MAR,"DF,MF",24-149,16.8,58,3.46,51,1,2,2,0,2,8,0.48,5,0,1,1,0,1,Matches
Fabián Ruiz Peña,es ESP,MF,26-364,14.7,23,1.56,21,0,1,1,0,0,3,0.2,3,0,0,0,0,0,Matches
Nuno Mendes,pt POR,"DF,MF",20-287,14.1,35,2.48,31,0,2,1,0,1,5,0.35,5,0,0,0,0,0,Matches
Juan Bernat,es ESP,DF,30-032,12.7,26,2.05,24,0,2,0,0,0,4,0.32,4,0,0,0,0,0,Matches
Nordi Mukiele,fr FRA,DF,25-152,12.6,20,1.58,16,0,1,2,1,0,5,0.4,4,0,0,1,0,0,Matches
Carlos Soler,es ESP,MF,26-090,9.4,29,3.09,22,1,0,2,4,0,7,0.75,6,0,0,0,1,0,Matches
Presnel Kimpembe,fr FRA,DF,27-232,8.1,2,0.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Hugo Ekitike,fr FRA,FW,20-286,9.2,19,2.07,15,0,1,0,3,0,5,0.54,5,0,0,0,0,0,Matches
Warren Zaire-Emery,fr FRA,"MF,DF",17-025,5.8,6,1.03,5,0,0,1,0,0,1,0.17,1,0,0,0,0,0,Matches
Timothee Pembele,fr FRA,DF,20-205,2.9,4,1.37,3,0,1,0,0,0,1,0.34,1,0,0,0,0,0,Matches
Renato Sanches,pt POR,MF,25-227,5.1,14,2.73,12,1,0,1,0,0,1,0.2,0,0,0,1,0,0,Matches
Pablo Sarabia,es ESP,"FW,MF",30-326,4.1,19,4.61,12,6,0,0,1,0,1,0.24,1,0,0,0,0,0,Matches
El Chadaille Bitshiabu,fr FRA,DF,17-321,3.5,1,0.28,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Leandro Paredes,ar ARG,MF,28-277,0.6,4,6.92,4,0,0,0,0,0,1,1.73,1,0,0,0,0,0,Matches
Ismaël Gharbi,es ESP,"MF,FW",18-357,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ilyes Housni,fr FRA,FW,17-323,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.6,28.0,744,26.57,583,40,36,42,35,8,116,4.14,91,3,7,7,7,1,
Opponent Total,,,26.9,28.0,528,18.86,381,36,39,37,25,10,49,1.75,36,1,2,6,2,2,
