Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Antonio Candreva,it ITA,"DF,MF",36-034,23.1,3,32,14,43.8,1.39,0.61,0.09,0.21,21.7,2,0,0,2.5,2.5,0.08,0.5,0.5,Matches
Lassana Coulibaly,ml MLI,MF,26-358,22.8,2,10,4,40.0,0.44,0.18,0.2,0.5,19.0,0,0,0,0.5,0.5,0.05,1.5,1.5,Matches
Boulaye Dia,sn SEN,FW,26-138,19.6,10,33,15,45.5,1.68,0.77,0.3,0.67,15.1,0,0,0,5.9,5.9,0.18,4.1,4.1,Matches
Tonny Vilhena,nl NED,MF,28-090,17.6,3,26,7,26.9,1.48,0.4,0.12,0.43,25.1,1,0,0,2.2,2.2,0.09,0.8,0.8,Matches
Luigi Sepe,it ITA,GK,31-330,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pasquale Mazzocchi,it ITA,DF,27-250,15.8,2,14,5,35.7,0.89,0.32,0.14,0.4,19.7,0,0,0,1.1,1.1,0.08,0.9,0.9,Matches
Domagoj Bradarić,hr CRO,DF,23-114,17.1,0,5,0,0.0,0.29,0.0,0.0,,23.9,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Krzysztof Piątek,pl POL,FW,27-276,16.8,3,44,18,40.9,2.63,1.07,0.05,0.11,15.3,0,1,1,7.1,6.4,0.15,-4.1,-4.4,Matches
Flavius Daniliuc,at AUT,DF,21-341,16.5,0,7,3,42.9,0.43,0.18,0.0,0.0,12.7,1,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Dylan Bronn,tn TUN,DF,27-288,15.8,0,8,1,12.5,0.51,0.06,0.0,0.0,15.8,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Norbert Gyömbér,sk SVK,DF,30-274,12.8,0,2,0,0.0,0.16,0.0,0.0,,14.6,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
Lorenzo Pirola,it ITA,DF,21-042,12.0,1,6,1,16.7,0.5,0.08,0.17,1.0,9.8,0,0,0,0.7,0.7,0.11,0.3,0.3,Matches
Federico Bonazzoli,it ITA,"FW,MF",25-317,11.9,2,31,7,22.6,2.6,0.59,0.06,0.29,18.8,1,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
Federico Fazio,ar ARG,DF,36-017,11.8,1,11,2,18.2,0.93,0.17,0.09,0.5,10.7,0,0,0,0.7,0.7,0.06,0.3,0.3,Matches
Guillermo Ochoa,mx MEX,GK,37-264,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Giulio Maggiore,it ITA,MF,25-022,8.0,0,5,0,0.0,0.62,0.0,0.0,,17.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
Ivan Radovanović,rs SRB,"MF,DF",34-217,7.5,0,7,0,0.0,0.94,0.0,0.0,,33.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Grigoris Kastanos,cy CYP,MF,25-063,6.5,1,14,4,28.6,2.16,0.62,0.07,0.25,21.1,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
Emil Bohinen,no NOR,MF,24-022,5.5,0,2,0,0.0,0.37,0.0,0.0,,28.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Junior Sambia,fr FRA,DF,26-208,5.6,0,10,4,40.0,1.78,0.71,0.0,0.0,24.4,4,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Hans Nicolussi Caviglia,it ITA,MF,22-289,5.1,1,2,1,50.0,0.39,0.2,0.5,1.0,25.6,0,0,0,0.1,0.1,0.05,0.9,0.9,Matches
Matteo Lovato,it ITA,DF,23-048,4.8,0,1,0,0.0,0.21,0.0,0.0,,22.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Domen Črnigoj,si SVN,MF,27-136,3.3,0,1,0,0.0,0.3,0.0,0.0,,6.9,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
Erik Botheim,no NOR,FW,23-083,3.9,1,4,1,25.0,1.01,0.25,0.25,1.0,15.1,0,0,0,0.4,0.4,0.09,0.6,0.6,Matches
William Troost-Ekong,ng NGA,DF,29-214,2.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Diego Valencia,cl CHI,"MF,FW",23-079,2.6,0,1,1,100.0,0.39,0.39,0.0,0.0,10.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
Franck Ribéry,fr FRA,MF,39-361,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Julian Kristoffersen,no NOR,FW,25-328,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,28.1,27.0,30,276,88,31.9,10.22,3.26,0.11,0.33,18.7,10,1,1,26.9,26.2,0.1,3.1,2.8,
Opponent Total,,,27.3,27.0,47,413,133,32.2,15.3,4.93,0.1,0.31,17.5,10,6,10,48.5,40.1,0.1,-1.5,0.9,
