Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Antonio Candreva,it ITA,"DF,MF",36-034,23.1,1398,41,277,618,519,33,1398,26,6,23.1,9,34.6,819,4273,1718,54,37,7,19,6,973,128,Matches
Lassana Coulibaly,ml MLI,MF,26-358,22.8,1055,56,265,630,186,14,1055,63,31,49.2,28,44.4,630,4017,1815,34,25,5,44,24,661,48,Matches
Boulaye Dia,sn SEN,FW,26-138,19.6,616,16,78,276,274,54,616,62,25,40.3,28,45.2,445,2901,1033,30,29,10,53,43,480,109,Matches
Tonny Vilhena,nl NED,MF,28-090,17.6,757,17,122,415,233,18,757,27,10,37.0,15,55.6,422,2227,990,25,30,3,31,22,484,52,Matches
Luigi Sepe,it ITA,GK,31-330,17.0,692,605,692,0,0,0,692,0,0,,0,,346,1709,1260,0,0,0,1,0,273,0,Matches
Pasquale Mazzocchi,it ITA,DF,27-250,15.8,845,41,251,321,286,29,845,65,35,53.8,24,36.9,460,3184,1718,53,38,11,34,24,474,81,Matches
Domagoj Bradarić,hr CRO,DF,23-114,17.1,889,32,246,390,268,17,889,31,7,22.6,20,64.5,478,3021,1642,47,34,7,21,8,499,88,Matches
Krzysztof Piątek,pl POL,FW,27-276,16.8,611,28,61,304,254,60,610,17,8,47.1,6,35.3,320,1538,525,24,12,10,55,26,440,89,Matches
Flavius Daniliuc,at AUT,DF,21-341,16.5,968,160,559,386,32,10,968,3,1,33.3,2,66.7,516,2627,1348,9,7,0,8,3,588,4,Matches
Dylan Bronn,tn TUN,DF,27-288,15.8,1034,94,475,518,44,9,1034,10,5,50.0,3,30.0,550,2250,1293,9,5,0,5,2,654,3,Matches
Norbert Gyömbér,sk SVK,DF,30-274,12.8,642,85,342,295,10,1,642,1,0,0.0,1,100.0,320,1618,756,5,0,0,1,1,348,1,Matches
Lorenzo Pirola,it ITA,DF,21-042,12.0,662,86,381,258,27,9,662,6,3,50.0,3,50.0,323,1434,736,10,7,0,3,0,396,1,Matches
Federico Bonazzoli,it ITA,"FW,MF",25-317,11.9,471,0,31,259,187,31,471,22,12,54.5,9,40.9,291,1106,431,11,10,3,42,12,364,67,Matches
Federico Fazio,ar ARG,DF,36-017,11.8,673,82,313,309,57,16,673,8,4,50.0,4,50.0,346,1506,877,13,11,1,11,5,358,4,Matches
Guillermo Ochoa,mx MEX,GK,37-264,10.0,402,335,400,2,0,0,402,0,0,,0,,181,967,708,0,0,0,0,0,155,0,Matches
Giulio Maggiore,it ITA,MF,25-022,8.0,479,14,110,295,75,6,479,2,0,0.0,2,100.0,244,877,337,5,2,0,15,3,292,10,Matches
Ivan Radovanović,rs SRB,"MF,DF",34-217,7.5,323,30,130,182,14,2,323,1,0,0.0,1,100.0,175,815,439,2,1,0,6,0,203,2,Matches
Grigoris Kastanos,cy CYP,MF,25-063,6.5,311,4,42,159,113,14,311,13,3,23.1,7,53.8,195,965,467,13,6,2,11,7,221,32,Matches
Emil Bohinen,no NOR,MF,24-022,5.5,342,22,101,183,62,4,342,7,2,28.6,3,42.9,187,1007,516,6,8,0,5,4,204,7,Matches
Junior Sambia,fr FRA,DF,26-208,5.6,368,20,86,159,125,10,368,21,6,28.6,14,66.7,189,1103,637,18,17,4,7,6,212,25,Matches
Hans Nicolussi Caviglia,it ITA,MF,22-289,5.1,245,13,69,143,34,3,245,5,2,40.0,1,20.0,109,530,174,2,2,0,7,4,127,1,Matches
Matteo Lovato,it ITA,DF,23-048,4.8,249,29,138,105,9,0,249,0,0,,0,,139,518,307,1,0,0,3,3,154,1,Matches
Domen Črnigoj,si SVN,MF,27-136,3.3,160,5,36,95,32,6,160,4,2,50.0,2,50.0,64,255,71,2,2,1,13,1,89,9,Matches
Erik Botheim,no NOR,FW,23-083,3.9,117,1,10,44,64,11,117,3,2,66.7,0,0.0,60,266,138,7,2,0,8,5,89,35,Matches
William Troost-Ekong,ng NGA,DF,29-214,2.9,148,15,87,61,1,0,148,0,0,,0,,93,461,151,0,0,0,1,0,96,0,Matches
Diego Valencia,cl CHI,"MF,FW",23-079,2.6,109,4,24,46,41,4,109,2,0,0.0,1,50.0,59,211,82,1,0,0,7,3,66,21,Matches
Franck Ribéry,fr FRA,MF,39-361,0.4,28,0,3,16,10,0,28,3,0,0.0,3,100.0,15,121,67,1,1,0,0,1,24,4,Matches
Julian Kristoffersen,no NOR,FW,25-328,0.2,4,0,0,2,2,0,4,0,0,,0,,1,2,0,0,0,0,1,0,2,2,Matches
Squad Total,,,28.1,27.0,14598,1835,5329,6471,2959,361,14597,402,164,40.8,186,46.3,7977,41509,20236,382,286,64,412,213,8926,824,
Opponent Total,,,27.3,27.0,17450,1482,4981,8504,4154,672,17440,464,203,43.8,180,38.8,10440,55726,29188,574,425,142,395,242,11878,1154,
