Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Luigi Sepe,it ITA,GK,31-330,17.0,27,4,0,0,0,30.3,0.27,3.3,0.2,76,274,27.7,490,84,40.6,35.9,154,48.7,41.1,222,16,7.2,13,0.76,14.2,Matches
Guillermo Ochoa,mx MEX,GK,37-264,10.0,20,2,0,3,0,20.6,0.32,0.6,0.06,67,212,31.6,272,22,53.7,40.5,94,70.2,50.2,146,4,2.7,6,0.6,13.8,Matches
Squad Total,,,28.1,27.0,47,6,0,3,0,51.0,0.29,4.0,0.15,143,486,29.4,762,106,45.3,37.5,248,56.9,44.5,368,20,5.4,19,0.7,14.1,
Opponent Total,,,27.3,27.0,31,1,0,4,1,27.9,0.31,-2.1,-0.08,76,246,30.9,671,123,28.9,31.9,149,34.9,33.7,319,18,5.6,29,1.07,16.9,
