Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Antonio Candreva,it ITA,"DF,MF",36-034,26,2075.0,80.0,85.4,23.1,24,84.0,13,2,26.0,0,1.04,29.0,39.0,-10.0,-0.43,1.09,23.0,39.0,-16.0,-0.7,0.71,Matches
Lassana Coulibaly,ml MLI,MF,26-358,25,2056.0,82.0,84.6,22.8,24,84.0,17,1,34.0,0,1.0,29.0,43.0,-14.0,-0.61,-0.13,23.4,41.3,-18.0,-0.79,0.08,Matches
Boulaye Dia,sn SEN,FW,26-138,24,1764.0,74.0,72.6,19.6,19,83.0,9,5,36.0,1,1.0,26.0,36.0,-10.0,-0.51,0.3,19.5,33.7,-14.2,-0.72,0.28,Matches
Tonny Vilhena,nl NED,MF,28-090,23,1580.0,69.0,65.0,17.6,19,75.0,8,4,38.0,4,0.96,19.0,33.0,-14.0,-0.8,-0.59,16.9,32.5,-15.6,-0.89,-0.26,Matches
Luigi Sepe,it ITA,GK,31-330,17,1530.0,90.0,63.0,17.0,17,90.0,17,0,,6,1.0,19.0,27.0,-8.0,-0.47,0.33,17.6,31.1,-13.6,-0.8,0.0,Matches
Pasquale Mazzocchi,it ITA,DF,27-250,19,1421.0,75.0,58.5,15.8,17,79.0,8,2,36.0,0,1.21,22.0,23.0,-1.0,-0.06,1.27,18.5,24.8,-6.3,-0.4,0.97,Matches
Domagoj Bradarić,hr CRO,DF,23-114,22,1535.0,70.0,63.2,17.1,16,84.0,12,6,31.0,5,0.91,18.0,35.0,-17.0,-1.0,-1.1,15.8,31.7,-15.9,-0.93,-0.36,Matches
Krzysztof Piątek,pl POL,FW,27-276,23,1508.0,66.0,62.1,16.8,16,78.0,8,7,37.0,0,0.96,22.0,35.0,-13.0,-0.78,-0.48,18.1,30.8,-12.8,-0.76,0.1,Matches
Flavius Daniliuc,at AUT,DF,21-341,18,1481.0,82.0,60.9,16.5,16,89.0,14,2,31.0,3,1.0,19.0,27.0,-8.0,-0.49,0.27,16.0,29.4,-13.4,-0.81,-0.04,Matches
Dylan Bronn,tn TUN,DF,27-288,20,1425.0,71.0,58.6,15.8,16,83.0,12,4,23.0,3,1.05,19.0,25.0,-6.0,-0.38,0.52,16.9,29.1,-12.2,-0.77,0.06,Matches
Norbert Gyömbér,sk SVK,DF,30-274,19,1150.0,61.0,47.3,12.8,15,72.0,6,4,17.0,2,1.21,15.0,13.0,2.0,0.16,1.42,14.0,17.1,-3.1,-0.24,1.06,Matches
Lorenzo Pirola,it ITA,DF,21-042,15,1080.0,72.0,44.4,12.0,12,85.0,7,3,22.0,11,0.93,11.0,25.0,-14.0,-1.17,-1.03,8.9,19.8,-10.9,-0.91,-0.2,Matches
Federico Bonazzoli,it ITA,"FW,MF",25-317,22,1075.0,49.0,44.2,11.9,12,71.0,3,10,23.0,5,0.86,9.0,14.0,-5.0,-0.42,0.31,10.1,21.2,-11.1,-0.93,-0.24,Matches
Federico Fazio,ar ARG,DF,36-017,13,1063.0,82.0,43.7,11.8,12,88.0,10,1,4.0,1,1.23,19.0,19.0,0.0,0.0,1.05,14.9,22.1,-7.2,-0.61,0.34,Matches
Guillermo Ochoa,mx MEX,GK,37-264,10,900.0,90.0,37.0,10.0,10,90.0,10,0,,2,1.0,12.0,20.0,-8.0,-0.8,-0.33,9.4,17.4,-8.0,-0.8,0.0,Matches
Giulio Maggiore,it ITA,MF,25-022,12,724.0,60.0,29.8,8.0,9,68.0,4,3,39.0,3,1.17,13.0,10.0,3.0,0.37,1.38,11.1,11.7,-0.5,-0.07,1.04,Matches
Ivan Radovanović,rs SRB,"MF,DF",34-217,10,671.0,67.0,27.6,7.5,7,82.0,4,3,32.0,3,1.1,9.0,13.0,-4.0,-0.54,0.08,7.5,13.0,-5.4,-0.73,0.1,Matches
Grigoris Kastanos,cy CYP,MF,25-063,17,583.0,34.0,24.0,6.5,6,60.0,0,11,21.0,9,0.82,7.0,13.0,-6.0,-0.93,-0.44,5.4,13.5,-8.1,-1.25,-0.6,Matches
Emil Bohinen,no NOR,MF,24-022,13,492.0,38.0,20.2,5.5,6,61.0,0,7,18.0,5,1.08,6.0,9.0,-3.0,-0.55,0.05,5.1,12.5,-7.4,-1.35,-0.69,Matches
Junior Sambia,fr FRA,DF,26-208,16,507.0,32.0,20.9,5.6,5,72.0,1,11,13.0,11,1.0,5.0,7.0,-2.0,-0.36,0.3,4.9,10.4,-5.5,-0.97,-0.22,Matches
Hans Nicolussi Caviglia,it ITA,MF,22-289,7,456.0,65.0,18.8,5.1,5,79.0,3,2,31.0,4,1.0,3.0,15.0,-12.0,-2.37,-2.19,3.9,10.0,-6.1,-1.21,-0.5,Matches
Matteo Lovato,it ITA,DF,23-048,10,433.0,43.0,17.8,4.8,4,62.0,1,6,31.0,7,0.8,3.0,16.0,-13.0,-2.7,-2.57,4.3,12.8,-8.5,-1.77,-1.18,Matches
Domen Črnigoj,si SVN,MF,27-136,7,296.0,42.0,12.2,3.3,4,60.0,0,3,19.0,0,1.14,1.0,3.0,-2.0,-0.61,-0.02,2.0,5.3,-3.3,-1.0,-0.23,Matches
Erik Botheim,no NOR,FW,23-083,18,355.0,20.0,14.6,3.9,3,50.0,0,15,14.0,9,1.22,3.0,7.0,-4.0,-1.01,-0.49,4.8,8.6,-3.9,-0.99,-0.23,Matches
William Troost-Ekong,ng NGA,DF,29-214,3,262.0,87.0,10.8,2.9,3,87.0,2,0,,1,1.0,2.0,5.0,-3.0,-1.03,-0.49,1.9,4.8,-2.9,-1.0,-0.23,Matches
Diego Valencia,cl CHI,"MF,FW",23-079,12,231.0,19.0,9.5,2.6,0,,0,12,19.0,14,0.5,1.0,4.0,-3.0,-1.17,-0.64,2.1,6.0,-3.9,-1.5,-0.78,Matches
Franck Ribéry,fr FRA,MF,39-361,1,37.0,37.0,1.5,0.4,0,,0,1,37.0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.8,-0.7,-1.61,-0.83,Matches
Julian Kristoffersen,no NOR,FW,25-328,1,18.0,18.0,0.7,0.2,0,,0,1,18.0,3,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.5,-0.4,-2.11,-1.32,Matches
Reda Boultam,nl NED,MF,25-031,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Leonardo Capezzi,it ITA,MF,28-006,0,,,,,0,,0,0,,19,,,,,,,,,,,,Matches
Jacopo De Matteis,it ITA,GK,20-096,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
Vincenzo Fiorillo,it ITA,GK,33-080,0,,,,,0,,0,0,,24,,,,,,,,,,,,Matches
Antonio Iervolino,it ITA,MF,20-092,0,,,,,0,,0,0,,22,,,,,,,,,,,,Matches
Paweł Jaroszyński,pl POL,"DF,MF",28-183,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Wajdi Kechrida,tn TUN,DF,27-149,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Alessandro Micai,it ITA,GK,29-253,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
Andrei Motoc,ro ROU,MF,20-355,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
Andrea Sorrentino,it ITA,GK,18-164,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Freddie Veseli,al ALB,DF,30-134,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,28.1,27,2430.0,90.0,100.0,27.0,297,80.0,169,126,23.0,218,1.0,31.0,47.0,-16.0,-0.59,,26.9,48.5,-21.6,-0.8,,
Opponent Total,,,27.3,27,2430.0,90.0,100.0,27.0,297,80.0,169,126,23.0,221,1.67,47.0,31.0,16.0,0.59,,48.5,26.9,21.6,0.8,,
