Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Lassana Coulibaly,ml MLI,MF,26-361,23.8,9,0,0,37,33,1,9,16,35,0,0,0,164,25,28,47.2,Matches
Antonio Candreva,it ITA,"DF,MF",36-037,23.8,3,1,1,4,25,6,165,15,3,0,1,0,105,1,4,20.0,Matches
Boulaye Dia,sn SEN,FW,26-141,20.6,3,0,0,20,32,10,6,4,4,0,0,0,73,14,41,25.5,Matches
Tonny Vilhena,nl NED,MF,28-093,18.4,4,0,0,21,25,1,43,11,19,0,1,0,93,7,26,21.2,Matches
Domagoj Bradarić,hr CRO,DF,23-117,18.1,4,0,0,14,12,3,58,14,11,0,0,0,97,7,16,30.4,Matches
Flavius Daniliuc,at AUT,DF,21-344,17.5,6,0,0,24,3,0,0,19,21,0,0,0,95,30,17,63.8,Matches
Krzysztof Piątek,pl POL,FW,27-279,17.4,4,0,0,28,29,16,12,0,7,0,0,0,48,66,74,47.1,Matches
Luigi Sepe,it ITA,GK,31-333,17.0,3,0,0,1,2,0,0,0,0,0,1,0,27,4,0,100.0,Matches
Pasquale Mazzocchi,it ITA,DF,27-253,15.8,2,0,0,18,9,5,69,9,12,0,0,0,96,7,6,53.8,Matches
Dylan Bronn,tn TUN,DF,27-291,15.8,3,1,0,24,8,0,6,18,16,0,1,0,92,29,20,59.2,Matches
Norbert Gyömbér,sk SVK,DF,30-277,13.8,3,0,0,14,4,0,3,27,18,0,1,0,83,29,16,64.4,Matches
Lorenzo Pirola,it ITA,DF,21-045,12.9,3,0,0,22,4,0,1,21,24,0,0,0,42,33,19,63.5,Matches
Federico Bonazzoli,it ITA,"FW,MF",25-320,12.1,1,0,0,17,28,7,4,3,1,0,0,0,35,6,14,30.0,Matches
Federico Fazio,ar ARG,DF,36-020,11.9,2,1,0,11,6,0,4,28,12,0,3,0,74,36,13,73.5,Matches
Guillermo Ochoa,mx MEX,GK,37-267,11.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,,Matches
Giulio Maggiore,it ITA,MF,25-025,8.4,2,0,0,14,13,0,2,8,7,0,1,0,67,7,10,41.2,Matches
Ivan Radovanović,rs SRB,"MF,DF",34-220,7.5,1,1,0,4,7,0,0,7,4,0,0,0,47,8,12,40.0,Matches
Grigoris Kastanos,cy CYP,"MF,DF",25-066,6.6,3,0,0,12,20,0,11,4,11,0,0,0,23,12,12,50.0,Matches
Junior Sambia,fr FRA,DF,26-211,6.5,3,0,0,10,14,0,25,4,5,0,0,0,30,13,9,59.1,Matches
Emil Bohinen,no NOR,MF,24-025,5.7,0,0,0,9,10,0,1,10,10,0,0,0,48,5,7,41.7,Matches
Hans Nicolussi Caviglia,it ITA,MF,22-292,5.1,1,0,0,9,5,0,3,6,6,0,1,0,37,7,5,58.3,Matches
Matteo Lovato,it ITA,DF,23-051,4.8,0,0,0,2,2,0,0,7,7,0,0,0,21,10,6,62.5,Matches
Domen Črnigoj,si SVN,MF,27-139,3.3,1,0,0,6,2,0,0,9,3,0,0,0,21,5,7,41.7,Matches
Erik Botheim,no NOR,FW,23-086,3.9,1,0,0,7,6,0,3,0,3,0,0,0,11,11,13,45.8,Matches
William Troost-Ekong,ng NGA,DF,29-217,2.9,0,0,0,2,0,0,1,3,3,0,0,0,10,8,4,66.7,Matches
Diego Valencia,cl CHI,"MF,FW",23-082,2.6,1,0,0,8,6,0,5,1,5,0,0,0,10,2,4,33.3,Matches
Franck Ribéry,fr FRA,MF,39-364,0.4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,Matches
Julian Kristoffersen,no NOR,FW,25-331,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,25.0,Matches
Squad Total,,,28.1,28.0,63,4,1,340,306,49,431,244,247,0,10,0,1466,383,386,49.8,
Opponent Total,,,27.3,28.0,54,5,2,336,323,62,496,207,239,10,1,2,1558,386,383,50.2,
