Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Lassana Coulibaly,ml MLI,MF,26-361,23.8,844,827,15,13,2,3,9,2,0,0,0,0,700,2,22,Matches
Antonio Candreva,it ITA,"DF,MF",36-037,23.8,1278,1061,214,43,5,23,165,122,46,7,20,0,931,3,40,Matches
Boulaye Dia,sn SEN,FW,26-141,20.6,438,425,11,0,2,5,6,3,0,0,0,0,331,2,23,Matches
Tonny Vilhena,nl NED,MF,28-093,18.4,623,566,54,20,1,8,43,8,26,4,15,0,473,3,18,Matches
Domagoj Bradarić,hr CRO,DF,23-117,18.1,802,621,178,29,0,6,58,145,4,1,1,0,595,3,20,Matches
Flavius Daniliuc,at AUT,DF,21-344,17.5,833,791,39,30,0,9,0,9,0,0,0,0,712,3,10,Matches
Krzysztof Piątek,pl POL,FW,27-279,17.4,421,379,38,0,0,1,12,1,0,0,0,0,286,4,9,Matches
Luigi Sepe,it ITA,GK,31-333,17.0,648,435,209,55,0,1,0,0,0,0,0,0,441,4,0,Matches
Pasquale Mazzocchi,it ITA,DF,27-253,15.8,678,525,151,9,2,4,69,125,17,0,16,0,499,2,22,Matches
Dylan Bronn,tn TUN,DF,27-291,15.8,866,813,49,31,1,12,6,18,0,0,0,0,732,4,7,Matches
Norbert Gyömbér,sk SVK,DF,30-277,13.8,539,517,22,17,0,5,3,4,0,0,0,0,454,0,2,Matches
Lorenzo Pirola,it ITA,DF,21-045,12.9,549,527,18,13,0,2,1,5,0,0,0,0,434,4,7,Matches
Federico Bonazzoli,it ITA,"FW,MF",25-320,12.1,345,318,26,2,3,13,4,0,0,0,0,0,257,1,14,Matches
Federico Fazio,ar ARG,DF,36-020,11.9,536,503,33,18,0,8,4,15,0,0,0,0,410,0,6,Matches
Guillermo Ochoa,mx MEX,GK,37-267,11.0,407,257,148,45,0,0,0,0,0,0,0,0,238,2,0,Matches
Giulio Maggiore,it ITA,MF,25-025,8.4,408,397,7,5,3,4,2,1,0,0,0,0,307,4,7,Matches
Ivan Radovanović,rs SRB,"MF,DF",34-220,7.5,265,252,12,12,2,3,0,0,0,0,0,0,214,1,1,Matches
Grigoris Kastanos,cy CYP,"MF,DF",25-066,6.6,243,223,16,9,1,4,11,1,6,2,0,0,171,4,11,Matches
Junior Sambia,fr FRA,DF,26-211,6.5,325,253,72,4,0,1,25,60,8,3,4,0,255,0,6,Matches
Emil Bohinen,no NOR,MF,24-025,5.7,288,276,12,12,0,1,1,0,0,0,0,0,244,0,8,Matches
Hans Nicolussi Caviglia,it ITA,MF,22-292,5.1,195,185,9,7,0,1,3,0,2,0,0,0,147,1,3,Matches
Matteo Lovato,it ITA,DF,23-051,4.8,200,192,8,8,1,2,0,0,0,0,0,0,171,0,1,Matches
Domen Črnigoj,si SVN,MF,27-139,3.3,111,110,1,1,0,0,0,0,0,0,0,0,79,0,4,Matches
Erik Botheim,no NOR,FW,23-086,3.9,87,84,2,0,0,0,3,0,0,0,0,0,55,1,4,Matches
William Troost-Ekong,ng NGA,DF,29-217,2.9,127,125,2,2,0,0,1,0,0,0,0,0,106,0,1,Matches
Diego Valencia,cl CHI,"MF,FW",23-082,2.6,75,69,6,0,0,0,5,6,0,0,0,0,52,0,3,Matches
Franck Ribéry,fr FRA,MF,39-364,0.4,22,21,0,0,0,0,0,0,0,0,0,0,19,1,0,Matches
Julian Kristoffersen,no NOR,FW,25-331,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.1,28.0,12155,10754,1352,385,23,116,431,525,109,17,56,0,9313,49,249,
Opponent Total,,,27.3,28.0,15078,13706,1310,367,39,111,496,564,131,68,57,1,12278,62,231,
