Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Édgar Badía,es ESP,GK,31-035,25.0,2,0,0,1,2,0,0,0,0,0,1,0,21,4,0,100.0,Matches
Omar Mascarell,es ESP,MF,30-045,21.2,6,0,0,18,13,0,19,28,19,0,0,0,120,23,14,62.2,Matches
Gerard Gumbau,es ESP,MF,28-091,18.6,9,0,0,33,10,0,92,17,15,0,0,0,104,10,18,35.7,Matches
Lucas Boyé,ar ARG,FW,27-019,17.8,4,1,0,40,32,9,11,11,12,0,0,0,68,25,38,39.7,Matches
Carlos Clerc,es ESP,"DF,MF",31-026,17.5,1,0,0,18,17,2,71,11,30,0,0,0,87,8,11,42.1,Matches
Helibelton Palacios,co COL,DF,29-281,16.9,5,0,0,27,15,0,14,15,15,0,0,0,97,17,18,48.6,Matches
Enzo Roco,cl CHI,DF,30-215,16.4,6,1,1,31,10,0,1,13,12,0,4,0,71,38,19,66.7,Matches
Pedro Bigas,es ESP,DF,32-185,15.7,3,2,0,10,10,0,5,25,12,1,1,0,96,20,11,64.5,Matches
Pere Milla,es ESP,"FW,MF",30-177,13.4,5,0,0,13,33,7,13,7,13,1,0,0,74,17,19,47.2,Matches
Tete Morente,es ESP,"MF,DF",26-105,11.0,4,0,0,20,15,5,44,10,11,1,1,0,48,14,7,66.7,Matches
Raúl Guti,es ESP,MF,26-079,9.8,1,0,0,7,18,0,4,7,9,0,0,0,52,5,5,50.0,Matches
Fidel,es ESP,"MF,FW",33-143,8.7,3,0,0,5,11,6,35,2,5,0,0,0,41,2,2,50.0,Matches
Ezequiel Ponce,ar ARG,"FW,MF",25-355,11.0,2,0,0,28,9,7,1,1,5,1,0,0,34,32,36,47.1,Matches
Roger Martí,es ESP,FW,32-075,7.3,2,0,0,16,11,4,5,1,2,0,0,0,27,6,12,33.3,Matches
Álex Collado,es ESP,MF,23-331,6.0,1,0,0,8,6,1,11,2,11,0,0,0,23,4,6,40.0,Matches
Diego González,es ESP,DF,28-050,9.3,4,0,0,16,5,0,1,7,6,0,1,0,38,18,6,75.0,Matches
Pol Lirola,es ESP,DF,25-218,6.3,1,0,0,3,3,0,29,6,6,0,0,0,42,8,6,57.1,Matches
Gonzalo Verdú,es ESP,DF,34-149,6.0,1,2,0,9,3,0,0,8,2,0,0,0,24,18,12,60.0,Matches
Carmona,es ESP,"MF,DF",21-049,5.8,5,1,1,18,5,1,12,8,9,0,0,0,39,5,10,33.3,Matches
Lisandro Magallán,ar ARG,DF,29-173,4.5,0,1,0,7,3,0,1,5,4,0,0,0,21,7,5,58.3,Matches
Josan,es ESP,"DF,MF",33-106,4.9,3,0,0,6,6,4,19,1,5,0,1,0,18,3,3,50.0,Matches
Johan Mojica,co COL,"DF,MF",30-210,3.0,2,0,0,4,3,0,14,4,3,0,1,0,33,4,1,80.0,Matches
Randy Ntekja,fr FRA,FW,25-103,2.3,1,0,0,7,6,0,0,1,7,0,0,0,13,8,17,32.0,Matches
Nicolás Ezequiel Fernández,ar ARG,"MF,DF",23-067,3.6,2,0,0,7,8,1,16,5,9,0,0,1,28,1,3,25.0,Matches
Domingos Quina,pt POR,MF,23-121,3.1,3,1,1,5,11,0,6,3,2,0,0,0,27,0,1,0.0,Matches
Lautaro Blanco,ar ARG,"DF,MF",24-028,3.0,1,0,0,1,0,0,29,1,2,0,0,0,21,0,2,0.0,Matches
John Donald,es ESP,DF,22-201,1.7,0,1,0,2,1,0,0,5,0,0,0,0,4,2,2,50.0,Matches
Federico Fernández,ar ARG,DF,34-026,1.0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,2,33.3,Matches
Pape Cheikh Diop,sn SEN,MF,25-223,0.4,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
Alejandro Alfaro,es ESP,MF,20-277,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matches
Javier Pastore,ar ARG,MF,33-272,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,29.1,25.0,77,11,3,364,266,47,453,206,227,4,10,1,1277,300,286,51.2,
Opponent Total,,,28.0,25.0,57,6,4,280,351,71,476,200,260,7,5,0,1326,286,300,48.8,
