Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Édgar Badía,es ESP,GK,31-035,25.0,485,700,69.3,15835,12516,59,60,98.3,216,226,95.6,209,409,51.1,0,0.0,0.0,0.0,0,10,0,0,0,Matches
Omar Mascarell,es ESP,MF,30-045,21.2,786,932,84.3,14253,4173,345,382,90.3,339,379,89.4,86,138,62.3,0,0.8,0.8,-0.8,17,81,2,1,93,Matches
Gerard Gumbau,es ESP,MF,28-091,18.6,636,838,75.9,12596,4102,272,311,87.5,219,267,82.0,119,192,62.0,4,2.8,3.0,1.2,37,66,14,5,83,Matches
Lucas Boyé,ar ARG,FW,27-019,17.8,341,431,79.1,4803,943,190,220,86.4,95,113,84.1,23,27,85.2,2,1.8,1.2,0.2,18,23,19,5,45,Matches
Carlos Clerc,es ESP,"DF,MF",31-026,17.5,592,830,71.3,8777,3653,353,404,87.4,194,266,72.9,32,99,32.3,1,1.4,1.5,-0.4,9,32,12,6,50,Matches
Helibelton Palacios,co COL,DF,29-281,16.9,499,666,74.9,8202,4039,253,279,90.7,192,246,78.0,42,104,40.4,0,0.7,0.8,-0.7,7,39,7,4,37,Matches
Enzo Roco,cl CHI,DF,30-215,16.4,492,606,81.2,9762,4183,156,186,83.9,261,291,89.7,66,102,64.7,0,0.0,0.3,0.0,1,33,4,0,32,Matches
Pedro Bigas,es ESP,DF,32-185,15.7,564,714,79.0,10952,4938,211,232,90.9,276,309,89.3,69,142,48.6,0,0.0,0.2,0.0,0,51,1,1,57,Matches
Pere Milla,es ESP,"FW,MF",30-177,13.4,292,413,70.7,4488,1405,157,202,77.7,91,115,79.1,27,49,55.1,1,1.1,0.9,-0.1,12,38,10,2,52,Matches
Tete Morente,es ESP,"MF,DF",26-105,11.0,280,378,74.1,4173,1357,174,202,86.1,71,99,71.7,24,42,57.1,0,0.3,0.7,-0.3,5,22,8,5,29,Matches
Raúl Guti,es ESP,MF,26-079,9.8,246,303,81.2,3692,1053,145,165,87.9,61,70,87.1,24,39,61.5,0,0.0,0.2,0.0,0,16,3,0,21,Matches
Fidel,es ESP,"MF,FW",33-143,8.7,237,351,67.5,3604,1262,144,170,84.7,57,88,64.8,26,55,47.3,1,1.0,0.7,0.0,13,30,9,0,52,Matches
Ezequiel Ponce,ar ARG,"FW,MF",25-355,11.0,190,253,75.1,2265,409,127,153,83.0,30,42,71.4,10,16,62.5,0,0.5,0.3,-0.5,9,19,4,0,18,Matches
Roger Martí,es ESP,FW,32-075,7.3,118,160,73.8,1447,357,72,82,87.8,22,32,68.8,7,13,53.8,1,0.7,0.4,0.3,10,7,3,2,7,Matches
Álex Collado,es ESP,MF,23-331,6.0,176,218,80.7,2509,495,107,116,92.2,47,57,82.5,12,22,54.5,1,0.9,1.1,0.1,12,14,4,1,16,Matches
Diego González,es ESP,DF,28-050,9.3,276,347,79.5,5813,2353,75,85,88.2,151,167,90.4,42,80,52.5,0,0.0,0.0,0.0,0,15,1,0,9,Matches
Pol Lirola,es ESP,DF,25-218,6.3,208,288,72.2,3317,1156,114,133,85.7,70,95,73.7,14,35,40.0,0,0.7,0.6,-0.7,6,10,3,2,19,Matches
Gonzalo Verdú,es ESP,DF,34-149,6.0,187,234,79.9,4043,1495,39,48,81.3,126,133,94.7,21,48,43.8,0,0.0,0.1,0.0,0,6,0,0,8,Matches
Carmona,es ESP,"MF,DF",21-049,5.8,115,168,68.5,1670,640,73,89,82.0,34,50,68.0,5,13,38.5,0,0.1,0.1,-0.1,4,4,2,0,9,Matches
Lisandro Magallán,ar ARG,DF,29-173,4.5,78,106,73.6,1620,874,23,26,88.5,41,47,87.2,13,29,44.8,0,0.1,0.2,-0.1,1,9,1,1,7,Matches
Josan,es ESP,"DF,MF",33-106,4.9,115,159,72.3,1843,548,61,72,84.7,38,58,65.5,11,21,52.4,0,0.2,0.1,-0.2,4,8,2,0,10,Matches
Johan Mojica,co COL,"DF,MF",30-210,3.0,127,178,71.3,1917,658,64,73,87.7,54,69,78.3,5,21,23.8,0,0.3,0.2,-0.3,3,5,4,1,9,Matches
Randy Ntekja,fr FRA,FW,25-103,2.3,32,51,62.7,383,121,23,34,67.6,6,7,85.7,1,4,25.0,0,0.2,0.2,-0.2,3,4,1,0,5,Matches
Nicolás Ezequiel Fernández,ar ARG,"MF,DF",23-067,3.6,104,142,73.2,1618,689,60,66,90.9,29,35,82.9,10,26,38.5,0,0.4,0.5,-0.4,6,9,8,5,17,Matches
Domingos Quina,pt POR,MF,23-121,3.1,122,147,83.0,2173,674,54,60,90.0,56,62,90.3,10,15,66.7,0,0.4,0.5,-0.4,3,16,4,1,17,Matches
Lautaro Blanco,ar ARG,"DF,MF",24-028,3.0,74,131,56.5,1498,937,36,41,87.8,21,44,47.7,17,39,43.6,1,0.5,0.4,0.5,5,8,5,4,10,Matches
John Donald,es ESP,DF,22-201,1.7,28,33,84.8,405,165,14,16,87.5,12,13,92.3,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Federico Fernández,ar ARG,DF,34-026,1.0,8,14,57.1,204,130,1,2,50.0,5,8,62.5,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Pape Cheikh Diop,sn SEN,MF,25-223,0.4,8,13,61.5,132,34,4,5,80.0,4,6,66.7,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Alejandro Alfaro,es ESP,MF,20-277,0.2,1,1,100.0,3,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Javier Pastore,ar ARG,MF,33-272,0.1,6,8,75.0,81,49,3,3,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Squad Total,,,29.1,25.0,7423,9813,75.6,134078,55408,3409,3917,87.0,2818,3395,83.0,929,1789,51.9,12,14.9,15.0,-2.9,185,576,131,46,714,
Opponent Total,,,28.0,25.0,11248,13636,82.5,196980,68844,5170,5714,90.5,4669,5331,87.6,1136,1901,59.8,29,33.8,31.0,-4.8,283,967,230,58,1138,
