Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Juan Delgado,cl CHI,DF,30-014,23.7,887,1163,76.3,16018,5932,410,446,91.9,358,451,79.4,107,199,53.8,1,3.3,3.2,-2.3,25,70,33,21,87,Matches
Vitorino Antunes,pt POR,DF,35-352,22.6,984,1388,70.9,18050,8068,458,519,88.2,382,504,75.8,129,295,43.7,2,1.7,1.8,0.3,25,91,12,7,113,Matches
Rui Pires,pt POR,MF,24-362,20.5,790,930,84.9,15180,4555,293,341,85.9,380,417,91.1,106,141,75.2,0,0.5,0.9,-0.5,13,62,5,1,85,Matches
Nuno Lima,pt POR,DF,22-003,20.2,876,1025,85.5,19534,8170,203,218,93.1,506,555,91.2,160,227,70.5,0,0.1,0.4,-0.1,2,52,1,1,47,Matches
Nigel Thomas,nl NED,"FW,MF",22-046,17.1,315,484,65.1,4670,1116,191,231,82.7,85,128,66.4,21,70,30.0,0,1.5,1.9,-1.5,17,7,12,7,24,Matches
Nicolás Gaitán,ar ARG,"FW,MF",35-024,13.0,300,456,65.8,5549,1876,146,189,77.2,101,136,74.3,46,105,43.8,3,2.1,2.9,0.9,25,31,20,7,49,Matches
Jordan Holsgrove,sct SCO,MF,23-190,14.3,599,736,81.4,9996,2369,313,345,90.7,210,246,85.4,61,98,62.2,2,0.5,0.8,1.5,10,64,13,3,73,Matches
Matchoi Djaló,pt POR,"MF,FW",19-343,13.1,282,414,68.1,4898,1330,146,166,88.0,96,139,69.1,35,86,40.7,0,1.0,0.8,-1.0,17,28,7,2,36,Matches
Adrián Butzke,es ESP,FW,23-354,12.2,213,284,75.0,2953,488,132,161,82.0,59,79,74.7,11,17,64.7,1,1.5,0.6,-0.5,20,20,8,1,22,Matches
Zé Uilton,br BRA,"FW,MF",30-237,12.0,245,318,77.0,3632,946,143,164,87.2,75,97,77.3,15,32,46.9,0,1.4,1.7,-1.4,14,12,15,7,29,Matches
José Carlos Marafona,pt POR,GK,35-315,11.0,219,327,67.0,6726,5030,37,37,100.0,94,95,98.9,88,193,45.6,0,0.0,0.0,0.0,1,5,0,0,0,Matches
Luíz Carlos,br BRA,MF,37-257,9.1,302,359,84.1,5555,1400,128,145,88.3,129,151,85.4,39,48,81.3,1,0.5,0.6,0.5,6,33,4,1,44,Matches
Erick Ferigra,ec ECU,DF,24-040,9.9,428,483,88.6,8177,3278,145,158,91.8,240,252,95.2,40,63,63.5,0,0.0,0.1,0.0,2,22,1,1,21,Matches
Flávio Ramos,br BRA,DF,28-311,8.3,295,348,84.8,6261,2755,87,98,88.8,163,179,91.1,45,68,66.2,0,0.1,0.0,-0.1,1,6,0,0,11,Matches
Maracás,br BRA,DF,28-326,8.0,318,343,92.7,6830,2224,80,83,96.4,191,197,97.0,44,52,84.6,0,0.0,0.0,0.0,0,5,0,0,10,Matches
Philippe Koffi,fr FRA,FW,21-010,7.4,57,99,57.6,798,129,33,46,71.7,22,39,56.4,1,4,25.0,1,0.5,0.7,0.5,6,4,0,0,3,Matches
