Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
15,Estoril,13,4,2,7,12,22,-10,14,1.08,13.5,17.8,-4.3,-0.33,13,3,2,8,10,17,-7,11,0.85,11.7,23.3,-11.5,-0.89
16,Marítimo,13,4,2,7,14,18,-4,14,1.08,17.5,22.3,-4.9,-0.38,13,1,2,10,7,31,-24,5,0.38,14.1,22.4,-8.3,-0.64
17,Paços,13,2,2,9,9,23,-14,8,0.62,14.9,18.3,-3.5,-0.27,13,2,3,8,10,20,-10,9,0.69,9.3,20.9,-11.6,-0.89
18,Santa Clara,13,2,4,7,13,25,-12,10,0.77,13.1,19.9,-6.8,-0.52,13,1,2,10,4,16,-12,5,0.38,8.3,18.6,-10.3,-0.79
