Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
José Carlos Marafona,pt POR,GK,35-315,11.0,14,0,1,1,1,13.2,0.31,0.2,0.02,61,155,39.4,241,38,43.2,37.3,84,60.7,43.5,209,9,4.3,7,0.64,11.8,Matches
Jordi Almeida,br BRA,GK,29-197,6.0,14,0,0,1,2,10.4,0.3,-1.6,-0.27,15,86,17.4,127,34,44.1,39.5,66,45.5,40.4,86,7,8.1,5,0.83,11.0,Matches
Igor Vekič,si SVN,GK,24-317,6.0,9,0,0,1,0,8.0,0.44,-1.0,-0.17,37,74,50.0,129,23,33.3,32.7,60,51.7,40.7,76,8,10.5,12,2.0,15.9,Matches
José Oliveira,pt POR,GK,20-347,2.0,6,1,0,1,0,5.8,0.37,-0.2,-0.1,4,12,33.3,47,13,17.0,26.9,18,22.2,25.3,29,4,13.8,2,1.0,9.0,Matches
Squad Total,,,27.2,25.0,43,1,1,4,3,37.3,0.33,-2.7,-0.11,117,327,35.8,544,108,38.8,35.8,228,50.9,40.4,400,28,7.0,26,1.04,12.6,
Opponent Total,,,26.8,25.0,19,1,1,5,0,26.4,0.27,7.4,0.3,103,281,36.7,555,122,34.4,33.9,173,52.0,43.6,454,26,5.7,18,0.72,11.6,
