Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Juan Delgado,cl CHI,DF,30-014,23.7,63,2.65,47,5,1,1,5,4,5,0.21,5,0,0,0,0,0,Matches
Vitorino Antunes,pt POR,DF,35-352,22.6,46,2.03,28,11,1,4,1,1,3,0.13,2,0,0,1,0,0,Matches
Rui Pires,pt POR,MF,24-362,20.5,37,1.81,33,0,1,1,2,0,1,0.05,1,0,0,0,0,0,Matches
Nuno Lima,pt POR,DF,22-003,20.2,12,0.6,11,0,0,1,0,0,1,0.05,0,0,0,1,0,0,Matches
Nigel Thomas,nl NED,"FW,MF",22-046,17.1,52,3.04,28,10,4,6,4,0,1,0.06,1,0,0,0,0,0,Matches
Nicolás Gaitán,ar ARG,"FW,MF",35-024,13.0,43,3.3,22,15,0,3,2,1,4,0.31,4,0,0,0,0,0,Matches
Jordan Holsgrove,sct SCO,MF,23-190,14.3,48,3.34,34,0,3,5,3,3,6,0.42,4,0,1,0,1,0,Matches
Matchoi Djaló,pt POR,"MF,FW",19-343,13.1,47,3.6,19,5,4,6,12,1,1,0.08,0,0,0,0,1,0,Matches
Adrián Butzke,es ESP,FW,23-354,12.2,27,2.22,25,0,0,2,0,0,1,0.08,1,0,0,0,0,0,Matches
Zé Uilton,br BRA,"FW,MF",30-237,12.0,26,2.17,23,0,1,0,2,0,0,0.0,0,0,0,0,0,0,Matches
José Carlos Marafona,pt POR,GK,35-315,11.0,2,0.18,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luíz Carlos,br BRA,MF,37-257,9.1,26,2.86,24,0,1,1,0,0,2,0.22,2,0,0,0,0,0,Matches
Erick Ferigra,ec ECU,DF,24-040,9.9,6,0.61,5,1,0,0,0,0,2,0.2,1,1,0,0,0,0,Matches
Flávio Ramos,br BRA,DF,28-311,8.3,6,0.72,5,0,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
Maracás,br BRA,DF,28-326,8.0,2,0.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Philippe Koffi,fr FRA,FW,21-010,7.4,9,1.22,5,0,2,0,1,1,1,0.14,1,0,0,0,0,0,Matches
Jordi Almeida,br BRA,GK,29-197,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Igor Vekič,si SVN,GK,24-317,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alexandre Guedes,pt POR,FW,29-036,4.3,9,2.1,7,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Bastien Toma,ch SUI,MF,23-268,4.8,15,3.15,11,1,0,2,1,0,1,0.21,1,0,0,0,0,0,Matches
Arthur Sales,br BRA,"FW,MF",20-259,4.0,8,1.99,5,0,0,1,2,0,0,0.0,0,0,0,0,0,0,Matches
Abbas Ibrahim,ng NGA,"MF,DF",25-076,3.6,8,2.19,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Kayky Chagas,br BRA,"MF,FW",19-281,3.0,3,0.99,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Paulo Bernardo,pt POR,MF,21-054,2.8,8,2.89,7,0,0,0,1,0,2,0.72,2,0,0,0,0,0,Matches
Tiago Ilori,pt POR,DF,30-021,2.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pedro Ganchas,pt POR,DF,22-292,2.7,2,0.73,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luís Alves,pt POR,DF,21-190,2.3,2,0.88,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
José Oliveira,pt POR,GK,20-347,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Hernani Infande,pt POR,"MF,FW",21-350,1.9,9,4.63,8,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Fernando Ferreira Fonseca,pt POR,"DF,FW",26-005,1.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jorge Fernando Santos Silva,pt POR,"DF,MF",26-362,1.4,4,3.03,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fábio,br BRA,FW,25-298,1.7,4,2.34,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Silva,br BRA,FW,25-048,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mauro Meireles Couto,pt POR,MF,17-124,0.0,2,45.0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.2,25.0,526,21.04,372,52,18,36,37,11,32,1.28,26,1,1,2,2,0,
Opponent Total,,,26.8,25.0,590,23.6,406,62,37,42,35,8,71,2.84,52,4,4,6,3,2,
