Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
12,Crystal Palace,11,4,3,4,11,16,-5,15,1.36,10.4,14.7,-4.2,-0.39,10,2,3,5,8,13,-5,9,0.9,9.2,15.0,-5.8,-0.58
13,Nott'ham Forest,11,5,3,3,14,12,2,18,1.64,14.4,14.0,0.4,0.03,10,1,3,6,3,23,-20,6,0.6,9.1,17.3,-8.2,-0.82
14,Leicester City,10,2,3,5,11,12,-1,9,0.9,8.6,12.4,-3.9,-0.39,11,4,0,7,21,25,-4,12,1.09,16.7,21.4,-4.7,-0.42
15,Wolves,11,4,2,5,9,14,-5,14,1.27,11.6,16.2,-4.7,-0.42,10,1,3,6,6,16,-10,6,0.6,9.3,14.5,-5.1,-0.51
16,Leeds United,10,3,4,3,15,14,1,13,1.3,12.5,15.4,-2.9,-0.29,11,1,3,7,13,22,-9,6,0.55,14.7,16.8,-2.1,-0.19
