Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Marco Bizot,nl NED,GK,32-027,28.0,889,779,888,1,0,0,889,0,0,,0,,532,2797,1445,0,0,0,0,0,330,0,Matches
Lilian Brassier,fr FRA,DF,23-155,25.4,1460,176,693,634,153,17,1460,26,11,42.3,12,46.2,965,5800,2975,19,17,0,19,12,845,29,Matches
Franck Honorat,fr FRA,"FW,MF",26-238,23.1,1086,18,151,392,566,69,1086,47,11,23.4,31,66.0,757,5143,2339,85,50,25,48,16,700,204,Matches
Pierre Lees-Melou,fr FRA,MF,29-316,22.7,1315,79,402,729,210,13,1315,27,13,48.1,7,25.9,942,5699,2552,24,36,6,22,13,786,32,Matches
Haris Belkebla,dz ALG,MF,29-068,21.1,1093,42,256,686,165,12,1093,24,6,25.0,12,50.0,787,4095,1702,14,21,3,26,19,680,27,Matches
Jean-Kevin Duverne,fr FRA,DF,25-268,20.4,1282,73,356,626,320,14,1282,43,12,27.9,22,51.2,796,4969,2748,51,49,7,26,15,715,90,Matches
Brendan Chardonnet,fr FRA,DF,28-105,18.7,1083,120,561,492,36,18,1083,2,2,100.0,0,0.0,729,3675,1935,2,3,0,5,2,652,2,Matches
Mahdi Camara,fr FRA,MF,24-280,16.2,748,26,154,457,151,26,748,34,15,44.1,15,44.1,492,2835,1188,24,22,2,24,12,431,36,Matches
Hugo Magnetti,fr FRA,MF,24-311,15.3,757,25,176,437,152,10,757,25,19,76.0,6,24.0,528,3160,1390,26,25,1,15,14,454,21,Matches
Jérémy Le Douaron,fr FRA,"FW,MF",24-350,15.2,474,23,68,196,220,54,474,48,13,27.1,29,60.4,310,2065,535,22,10,9,50,26,333,80,Matches
Achraf Dari,ma MAR,DF,23-335,14.6,846,135,480,356,16,9,846,1,1,100.0,0,0.0,561,2954,1268,3,1,0,4,3,493,1,Matches
Noah Fadiga,sn SEN,DF,23-124,13.3,715,38,209,368,143,15,715,37,16,43.2,20,54.1,442,2845,1524,38,25,8,21,6,382,31,Matches
Mathias Pereira Lage,pt POR,"MF,FW",26-127,12.0,463,14,72,236,163,35,463,19,7,36.8,10,52.6,334,1933,802,17,10,7,21,16,308,80,Matches
Christophe Hérelle,mq MTQ,DF,30-227,11.8,552,85,323,210,25,5,552,2,1,50.0,1,50.0,378,1879,787,2,2,0,3,1,322,2,Matches
Romain Del Castillo,fr FRA,"MF,FW",27-008,11.4,645,5,65,299,297,38,641,51,20,39.2,22,43.1,445,2958,1198,38,26,11,31,22,419,89,Matches
Islam Slimani,dz ALG,FW,34-292,11.0,467,13,30,269,170,45,466,13,4,30.8,8,61.5,357,1546,467,11,11,2,36,17,377,61,Matches
Steve Mounié,bj BEN,FW,28-189,9.7,370,19,44,182,150,46,369,11,5,45.5,5,45.5,221,1204,402,13,6,4,33,16,278,39,Matches
Kenny Lala,fr FRA,DF,31-185,7.7,491,38,207,187,104,4,491,15,8,53.3,6,40.0,278,1610,767,13,10,0,8,6,232,14,Matches
Youcef Belaïli,dz ALG,"FW,MF",31-023,4.0,212,2,22,84,110,13,212,15,4,26.7,7,46.7,149,1023,484,16,10,4,16,4,144,31,Matches
Jere Uronen,fi FIN,DF,28-267,3.3,192,11,61,91,41,1,192,2,2,100.0,0,0.0,132,629,251,3,4,0,2,0,119,14,Matches
Alberth Elis,hn HON,"MF,FW",27-053,2.7,75,5,18,31,32,6,75,11,2,18.2,7,63.6,53,482,193,5,6,3,4,5,42,17,Matches
Irvin Cardona,fr FRA,"FW,MF",25-241,2.6,85,2,7,41,37,12,85,5,1,20.0,3,60.0,56,290,92,3,1,2,7,3,57,14,Matches
Félix Lemaréchal,ci CIV,MF,19-242,1.6,60,0,14,33,16,2,60,5,2,40.0,3,60.0,42,346,103,2,5,2,4,3,38,1,Matches
Banzouzi Locko,fr FRA,DF,20-335,1.5,78,5,31,42,7,0,78,6,5,83.3,1,16.7,53,419,281,3,1,0,0,0,44,1,Matches
Taïryk Arconte,fr FRA,FW,19-145,1.4,35,1,4,10,22,5,35,5,3,60.0,2,40.0,22,171,32,1,1,2,4,2,23,8,Matches
Joaquín Blázquez,ar ARG,GK,22-068,1.0,32,26,32,0,0,0,32,0,0,,0,,15,104,55,0,0,0,0,0,6,0,Matches
Karamoko Dembele,sct SCO,"FW,MF",20-043,1.8,106,1,8,44,56,10,106,6,2,33.3,2,33.3,85,648,319,6,6,3,7,7,83,25,Matches
Axel Camblan,fr FRA,"FW,MF",19-219,0.8,46,0,6,17,24,9,46,4,1,25.0,3,75.0,28,282,81,2,3,1,4,3,30,9,Matches
Hianga Mananga Mbock,fr FRA,MF,23-099,0.2,13,1,1,7,5,0,13,1,1,100.0,0,0.0,10,73,36,2,2,0,1,1,9,1,Matches
Squad Total,,,27.3,29.0,15670,1762,5339,7157,3391,488,15664,485,187,38.6,234,48.2,10499,61634,27951,445,363,102,441,244,9332,959,
Opponent Total,,,26.8,29.0,18999,1534,4992,9750,4425,679,18992,639,291,45.5,268,41.9,13919,79766,38875,530,432,125,463,258,12789,1494,
