Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Marco Bizot,nl NED,GK,32-027,28,28,2520,28.0,47,1.68,145,98,71.0,6,8,14,4,14.3,7,5,2,0,28.6,Matches
Joaquín Blázquez,ar ARG,GK,22-068,1,1,90,1.0,0,0.0,3,3,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
Squad Total,,,27.3,29,29,2610,29.0,47,1.62,148,101,71.6,6,9,14,5,17.2,7,5,2,0,28.6,
Opponent Total,,,26.8,29,29,2610,29.0,33,1.14,101,68,72.3,14,9,6,9,31.0,6,5,1,0,16.7,
