Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Marco Bizot,nl NED,GK,32-027,28.0,47,5,0,9,2,47.4,0.28,2.4,0.09,140,352,39.8,580,118,39.0,35.4,221,57.0,43.3,409,18,4.4,18,0.64,11.5,Matches
Joaquín Blázquez,ar ARG,GK,22-068,1.0,0,0,0,0,0,0.2,0.06,0.2,0.17,8,13,61.5,18,3,61.1,45.7,11,18.2,26.3,11,2,18.2,0,0.0,3.5,Matches
Squad Total,,,27.3,29.0,47,5,0,9,2,47.6,0.28,2.6,0.09,148,365,40.5,598,121,39.6,35.7,232,55.2,42.5,420,20,4.8,18,0.62,11.1,
Opponent Total,,,26.8,29.0,33,5,1,9,1,29.0,0.24,-3.0,-0.1,88,258,34.1,621,142,30.6,31.1,199,34.2,34.0,477,35,7.3,15,0.52,10.0,
