Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Marco Bizot,nl NED,GK,32-024,27.0,4,0,0,0,2,0,0,0,0,0,0,0,17,5,1,83.3,Matches
Lilian Brassier,fr FRA,DF,23-152,24.4,4,0,0,25,12,0,30,43,17,0,0,0,133,33,30,52.4,Matches
Franck Honorat,fr FRA,"FW,MF",26-235,22.1,1,0,0,19,15,6,167,18,21,0,1,0,111,12,26,31.6,Matches
Pierre Lees-Melou,fr FRA,MF,29-313,21.7,7,1,0,33,30,1,26,41,37,0,1,0,182,12,8,60.0,Matches
Haris Belkebla,dz ALG,MF,29-065,20.1,3,0,0,23,39,0,8,35,35,0,0,0,136,14,20,41.2,Matches
Jean-Kevin Duverne,fr FRA,DF,25-265,19.4,1,0,0,27,13,2,58,18,30,1,0,0,103,23,17,57.5,Matches
Brendan Chardonnet,fr FRA,DF,28-102,17.7,5,0,0,26,18,0,2,39,17,0,1,1,88,55,25,68.8,Matches
Mahdi Camara,fr FRA,MF,24-277,16.0,2,1,0,17,24,0,11,29,26,1,0,0,82,12,14,46.2,Matches
Hugo Magnetti,fr FRA,MF,24-308,15.3,0,0,0,10,25,0,20,20,24,0,0,0,104,6,13,31.6,Matches
Achraf Dari,ma MAR,DF,23-332,14.6,1,0,0,13,13,2,1,19,14,1,1,0,78,35,24,59.3,Matches
Noah Fadiga,sn SEN,DF,23-121,13.3,2,0,0,16,17,0,9,24,19,1,1,0,71,7,8,46.7,Matches
Jérémy Le Douaron,fr FRA,"FW,MF",24-347,14.4,1,0,0,22,22,7,17,6,6,0,0,0,39,47,53,47.0,Matches
Mathias Pereira Lage,pt POR,"MF,FW",26-124,12.0,2,0,0,19,24,1,22,14,7,1,0,0,64,17,22,43.6,Matches
Christophe Hérelle,mq MTQ,DF,30-224,11.8,2,0,0,13,14,0,2,20,4,0,2,1,58,11,10,52.4,Matches
Islam Slimani,dz ALG,FW,34-289,11.0,5,0,0,18,14,10,9,1,3,0,0,0,16,22,25,46.8,Matches
Romain Del Castillo,fr FRA,"FW,MF",27-005,10.5,2,0,0,12,16,0,74,8,14,1,0,0,57,7,17,29.2,Matches
Steve Mounié,bj BEN,FW,28-186,8.7,0,0,0,17,13,4,6,3,2,0,0,0,26,72,55,56.7,Matches
Kenny Lala,fr FRA,DF,31-182,6.7,1,0,0,8,7,1,32,11,7,0,0,0,48,6,7,46.2,Matches
Youcef Belaïli,dz ALG,"FW,MF",31-020,4.0,3,0,0,11,8,2,21,1,2,0,0,0,19,2,1,66.7,Matches
Jere Uronen,fi FIN,DF,28-264,3.3,0,0,0,3,7,0,13,7,5,0,0,0,14,2,6,25.0,Matches
Alberth Elis,hn HON,"MF,FW",27-050,2.7,0,0,0,5,4,1,2,1,3,0,0,0,17,3,11,21.4,Matches
Irvin Cardona,fr FRA,"FW,MF",25-238,2.6,0,0,0,5,2,5,1,2,0,0,0,0,7,3,5,37.5,Matches
Félix Lemaréchal,ci CIV,MF,19-239,1.6,1,0,0,3,0,0,0,1,3,0,0,0,5,1,2,33.3,Matches
Banzouzi Locko,fr FRA,DF,20-332,1.5,0,0,0,0,0,0,2,1,2,0,0,0,9,2,1,66.7,Matches
Taïryk Arconte,fr FRA,FW,19-142,1.4,0,0,0,1,2,1,1,0,1,0,0,0,3,3,3,50.0,Matches
Joaquín Blázquez,ar ARG,GK,22-065,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Karamoko Dembele,sct SCO,"FW,MF",20-040,1.8,0,0,0,5,8,0,12,1,0,0,0,0,11,0,4,0.0,Matches
Axel Camblan,fr FRA,"FW,MF",19-216,0.8,0,0,0,4,1,0,2,0,2,0,0,0,5,7,3,70.0,Matches
Hianga Mananga Mbock,fr FRA,MF,23-096,0.2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,50.0,Matches
Squad Total,,,27.3,28.0,47,2,0,356,350,43,549,363,301,6,7,2,1505,420,412,50.5,
Opponent Total,,,26.8,28.0,52,4,1,361,345,52,508,292,267,5,6,1,1535,412,420,49.5,
