Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Irvin Cardona,fr FRA,"FW,MF",25-241,10,233.0,23.0,8.9,2.6,1,73.0,0,9,18.0,4,0.9,1.0,8.0,-7.0,-2.7,-2.44,2.3,5.4,-3.1,-1.19,-0.82,Matches
Félix Lemaréchal,ci CIV,MF,19-242,6,145.0,24.0,5.6,1.6,1,67.0,0,5,16.0,1,0.83,2.0,2.0,0.0,0.0,0.51,2.0,2.8,-0.7,-0.46,-0.01,Matches
Banzouzi Locko,fr FRA,DF,20-335,3,137.0,46.0,5.2,1.5,1,83.0,0,2,27.0,5,1.0,1.0,3.0,-2.0,-1.31,-0.88,0.9,2.1,-1.2,-0.79,-0.36,Matches
Taïryk Arconte,fr FRA,FW,19-145,4,128.0,32.0,4.9,1.4,1,66.0,0,3,21.0,17,0.25,2.0,2.0,0.0,0.0,0.51,0.9,2.2,-1.3,-0.91,-0.48,Matches
Joaquín Blázquez,ar ARG,GK,22-068,1,90.0,90.0,3.4,1.0,1,90.0,1,0,,26,1.0,0.0,0.0,0.0,0.0,0.5,1.5,1.0,0.4,0.43,0.91,Matches
Karamoko Dembele,sct SCO,"FW,MF",20-043,14,163.0,12.0,6.2,1.8,0,,0,14,12.0,13,1.0,1.0,4.0,-3.0,-1.66,-1.25,1.9,2.3,-0.5,-0.26,0.21,Matches
Axel Camblan,fr FRA,"FW,MF",19-219,7,68.0,10.0,2.6,0.8,0,,0,7,10.0,9,0.86,1.0,0.0,1.0,1.32,1.85,0.7,1.0,-0.3,-0.4,0.05,Matches
Hianga Mananga Mbock,fr FRA,MF,23-099,2,15.0,8.0,0.6,0.2,0,,0,2,8.0,2,2.0,0.0,0.0,0.0,0.0,0.49,0.3,0.1,0.2,1.03,1.48,Matches
Grégoire Coudert,fr FRA,GK,24-003,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Squad Total,,,27.3,29,2610.0,90.0,100.0,29.0,319,82.0,192,126,20.0,120,0.93,33.0,47.0,-14.0,-0.48,,32.5,45.5,-13.0,-0.45,,
Opponent Total,,,26.8,29,2610.0,90.0,100.0,29.0,319,82.0,192,126,20.0,135,1.76,47.0,33.0,14.0,0.48,,45.5,32.5,13.0,0.45,,
