Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Marco Bizot,nl NED,GK,32-027,28,2520.0,90.0,96.6,28.0,28,90.0,28,0,,0,0.93,33.0,47.0,-14.0,-0.5,-0.5,31.0,44.4,-13.4,-0.48,-0.91,Matches
Lilian Brassier,fr FRA,DF,23-155,27,2283.0,85.0,87.5,25.4,26,88.0,24,1,3.0,2,1.0,32.0,42.0,-10.0,-0.39,0.71,30.1,41.0,-10.9,-0.43,0.16,Matches
Franck Honorat,fr FRA,"FW,MF",26-238,26,2081.0,80.0,79.7,23.1,24,84.0,14,2,35.0,0,1.04,27.0,31.0,-4.0,-0.17,1.53,25.5,35.3,-9.8,-0.42,0.13,Matches
Pierre Lees-Melou,fr FRA,MF,29-316,24,2047.0,85.0,78.4,22.7,24,85.0,18,0,,0,1.04,29.0,34.0,-5.0,-0.22,1.22,26.7,34.5,-7.9,-0.35,0.48,Matches
Haris Belkebla,dz ALG,MF,29-068,29,1902.0,66.0,72.9,21.1,21,84.0,15,8,18.0,0,0.93,21.0,37.0,-16.0,-0.76,-1.01,20.3,35.6,-15.3,-0.72,-1.02,Matches
Jean-Kevin Duverne,fr FRA,DF,25-268,25,1838.0,74.0,70.4,20.4,19,89.0,17,6,23.0,4,1.0,24.0,32.0,-8.0,-0.39,0.31,24.9,30.9,-6.1,-0.3,0.51,Matches
Brendan Chardonnet,fr FRA,DF,28-105,21,1681.0,80.0,64.4,18.7,18,90.0,18,3,20.0,2,1.05,20.0,30.0,-10.0,-0.54,-0.15,22.7,25.5,-2.8,-0.15,0.84,Matches
Mahdi Camara,fr FRA,MF,24-280,22,1460.0,66.0,55.9,16.2,17,76.0,4,5,32.0,2,0.82,16.0,27.0,-11.0,-0.68,-0.44,19.2,25.1,-5.9,-0.36,0.2,Matches
Hugo Magnetti,fr FRA,MF,24-311,25,1378.0,55.0,52.8,15.3,15,79.0,6,10,20.0,3,0.88,17.0,26.0,-9.0,-0.59,-0.22,16.3,23.6,-7.3,-0.48,-0.06,Matches
Jérémy Le Douaron,fr FRA,"FW,MF",24-350,23,1364.0,59.0,52.3,15.2,15,75.0,4,8,29.0,0,1.09,17.0,24.0,-7.0,-0.46,0.04,16.6,21.9,-5.3,-0.35,0.21,Matches
Achraf Dari,ma MAR,DF,23-335,18,1317.0,73.0,50.5,14.6,15,83.0,12,3,24.0,6,0.72,20.0,30.0,-10.0,-0.68,-0.4,15.8,22.6,-6.8,-0.46,-0.03,Matches
Noah Fadiga,sn SEN,DF,23-124,19,1198.0,63.0,45.9,13.3,15,76.0,6,4,14.0,1,0.84,14.0,22.0,-8.0,-0.6,-0.22,15.9,20.9,-5.1,-0.38,0.13,Matches
Mathias Pereira Lage,pt POR,"MF,FW",26-127,18,1079.0,60.0,41.3,12.0,14,71.0,2,4,23.0,0,0.78,14.0,25.0,-11.0,-0.92,-0.74,12.8,18.9,-6.1,-0.51,-0.1,Matches
Christophe Hérelle,mq MTQ,DF,30-227,16,1060.0,66.0,40.6,11.8,12,84.0,9,4,13.0,9,0.94,10.0,14.0,-4.0,-0.34,0.24,10.8,21.5,-10.7,-0.91,-0.77,Matches
Romain Del Castillo,fr FRA,"MF,FW",27-008,18,1030.0,57.0,39.5,11.4,12,72.0,0,6,27.0,0,0.89,16.0,18.0,-2.0,-0.17,0.51,16.6,18.0,-1.4,-0.12,0.54,Matches
Islam Slimani,dz ALG,FW,34-292,16,986.0,62.0,37.8,11.0,11,78.0,4,5,26.0,0,0.88,11.0,15.0,-4.0,-0.37,0.19,10.6,15.8,-5.2,-0.47,-0.04,Matches
Steve Mounié,bj BEN,FW,28-189,14,872.0,62.0,33.4,9.7,11,73.0,3,3,22.0,1,1.21,15.0,12.0,3.0,0.31,1.19,12.4,15.3,-2.8,-0.29,0.23,Matches
Kenny Lala,fr FRA,DF,31-185,9,697.0,77.0,26.7,7.7,8,85.0,5,1,21.0,1,1.11,10.0,7.0,3.0,0.39,1.19,8.2,12.2,-4.0,-0.52,-0.09,Matches
Youcef Belaïli,dz ALG,"FW,MF",31-023,6,356.0,59.0,13.6,4.0,4,69.0,0,2,40.0,1,0.83,6.0,10.0,-4.0,-1.01,-0.61,4.5,7.2,-2.7,-0.68,-0.26,Matches
Jere Uronen,fi FIN,DF,28-267,6,300.0,50.0,11.5,3.3,3,86.0,2,3,14.0,6,0.17,2.0,7.0,-5.0,-1.5,-1.15,2.2,6.2,-4.1,-1.22,-0.87,Matches
Alberth Elis,hn HON,"MF,FW",27-053,8,241.0,30.0,9.2,2.7,2,62.0,0,6,20.0,1,1.13,1.0,6.0,-5.0,-1.87,-1.53,3.6,6.1,-2.5,-0.92,-0.52,Matches
